country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Puerto Rico;23.863;26.401;27.177;28.374;31.549;33.217;36.652;39.406;43.45;47.385;51.017;53.958;57.706;61.817;65.78;70.214;73.154;78.047;84.07;89.047;94.017;105.175;109.158;113.788;119.173;120.443;122.339;124.165;124.246;122.749;123.666;125.797;128.247;130.097;130.927;130.902;130.587;129.511;126.158;126.934;128.556;130.192;131.774;133.398;135.058
Qatar;17.684;18.603;18.131;17.837;21.436;19.232;20.346;21.037;22.803;24.953;22.096;22.463;25.578;25.838;26.763;27.98;29.739;39.331;44.236;46.797;51.684;54.876;59.748;63.122;77.279;85.656;111.344;134.899;161.814;182.542;218.153;252.498;269.403;286.22;303.116;317.474;327.598;339.04;352.487;365.835;383.373;403.11;420.887;438.298;459.784
Romania;106.821;117.045;129.123;142.231;156.205;160.985;168.167;173.705;178.931;175.162;171.519;154.398;144.073;149.74;158.95;173.867;184.041;175.883;169.294;169.763;178.627;192.07;206.236;214.984;243.794;263.123;292.851;322.471;359.341;342.103;332.588;346.35;360.326;379.533;399.742;419.541;444.236;484.245;516.359;546.586;576.946;606.52;637.241;669.494;703.459
Russian Federation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1707.685;1596.056;1423.109;1393.378;1367.696;1410.508;1350.14;1456.627;1638.788;1759.981;1872.641;2047.592;2253.601;2471.958;2754.426;3069.831;3293.764;3059.313;3234.344;3469.186;3666.555;3798.041;3895.405;3845.129;3897.737;4035.879;4227.428;4349.423;4518.717;4706.3;4899.036;5094.274;5292.69
Rwanda;2.162;2.426;2.512;2.768;3.24;3.489;3.755;3.836;3.983;3.903;4.066;4.023;4.386;4.024;2.388;3.037;3.451;4.034;4.419;4.631;5.13;5.688;6.541;6.807;7.514;8.474;9.534;10.539;11.943;12.787;13.883;15.302;16.943;18.053;19.52;21.473;22.993;24.86;27.657;30.346;33.455;36.945;40.701;44.629;48.942
Saint Kitts and Nevis;0.141;0.158;0.178;0.181;0.206;0.226;0.251;0.279;0.318;0.351;0.384;0.406;0.428;0.462;0.497;0.525;0.566;0.618;0.632;0.666;0.763;0.817;0.839;0.819;0.873;0.979;1.04;1.072;1.162;1.132;1.162;1.225;1.193;1.292;1.411;1.448;1.49;1.532;1.641;1.729;1.825;1.918;2.01;2.104;2.204
Saint Lucia;0.26;0.299;0.324;0.351;0.393;0.456;0.532;0.567;0.668;0.757;0.863;0.895;0.989;1.018;1.056;1.097;1.15;1.162;1.249;1.3;1.33;1.313;1.339;1.422;1.567;1.609;1.763;1.847;1.975;1.961;1.992;2.118;2.15;2.145;2.214;2.242;2.337;2.441;2.522;2.606;2.743;2.884;3.012;3.118;3.229
Saint Vincent and the Grenadines;0.167;0.19;0.207;0.222;0.242;0.26;0.28;0.289;0.338;0.363;0.395;0.417;0.457;0.485;0.489;0.533;0.549;0.579;0.612;0.634;0.66;0.685;0.739;0.808;0.868;0.922;1.007;1.066;1.081;1.067;1.055;1.079;1.114;1.162;1.187;1.209;1.232;1.264;1.321;1.375;1.435;1.499;1.565;1.633;1.705
Samoa;0.211;0.21;0.221;0.23;0.243;0.266;0.284;0.293;0.312;0.343;0.333;0.335;0.357;0.372;0.404;0.44;0.48;0.492;0.503;0.507;0.545;0.598;0.642;0.688;0.729;0.801;0.843;0.87;0.918;0.869;0.862;0.929;0.951;0.949;0.978;1.004;1.088;1.138;1.176;1.237;1.317;1.374;1.432;1.494;1.558
San Marino;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.147;1.247;1.379;1.441;1.554;1.584;1.676;1.8;1.901;2.034;2.237;2.268;2.049;1.96;1.834;1.738;1.754;1.774;1.837;1.902;1.949;2.019;2.072;2.128;2.184;2.239;2.296;2.354
Saudi Arabia;361.427;403.309;339.457;296.13;292.514;272.209;324.931;310.884;364.039;376.41;449.826;534.833;568.835;574.371;589.913;603.559;630.821;648.782;675.067;659.044;711.678;718.481;709.272;803.66;890.977;969.937;1027.155;1074.232;1163.568;1148.295;1220.218;1370.24;1472.094;1537.968;1624.052;1708.345;1754.87;1774.661;1862.149;1898.511;1978.477;2064.134;2155.971;2253.978;2356.068
Senegal;5.836;6.712;7.685;7.561;8.127;8.659;9.109;9.903;10.191;11.012;11.347;12.031;12.458;12.919;13.193;14.192;14.742;15.465;16.561;17.867;18.851;20.147;20.599;22.384;24.336;26.505;27.98;30.15;31.983;32.901;34.471;35.704;38.251;40.02;43.457;46.705;50.188;54.781;59.848;64.6;70.33;76.777;84.875;96.583;106.391
Serbia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.473;47.102;41.978;46.247;49.621;53.992;57.423;64.304;73.04;79.094;86.449;93.114;91.261;93;96.876;98.061;102.667;102.905;105.824;110.491;114.879;122.74;129.298;137.126;145.554;154.412;163.802;173.783
Seychelles;0.286;0.301;0.313;0.323;0.349;0.397;0.408;0.438;0.478;0.548;0.611;0.649;0.711;0.781;0.779;0.799;0.895;1.021;1.058;1.094;1.166;1.164;1.197;1.147;1.145;1.287;1.45;1.644;1.64;1.635;1.752;1.885;1.991;2.148;2.287;2.425;2.56;2.721;2.901;3.056;3.219;3.422;3.631;3.846;4.063
Sierra Leone;2.9;3.234;3.495;3.575;3.767;3.624;3.702;3.884;4.104;4.476;4.718;4.488;4.147;4.248;4.49;4.125;3.159;2.648;2.656;2.475;2.627;3.172;4.074;4.537;4.966;5.352;5.746;6.376;6.851;7.123;7.592;8.24;9.672;11.881;12.652;10.164;10.922;11.547;12.238;13.079;13.958;14.928;15.934;17.015;18.171
Singapore;21.77;26.407;30.03;33.876;38.184;39.147;40.471;45.95;52.929;60.592;69.033;76.141;83.047;94.76;107.524;117.684;128.792;141.913;140.36;150.537;167.813;169.66;179.091;190.691;215.053;238.07;267.363;299.315;310.837;313.586;363.321;394.138;419.571;447.489;473.549;492.319;512.152;541.102;571.687;585.055;602.594;624.703;651.35;680.006;711.04
Slovak Republic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43.761;47.469;52.28;56.932;60.488;63.623;64.409;66.646;70.366;74.712;80.223;86.715;95.453;106.654;121.347;130.672;124.528;132.331;138.904;143.914;148.622;155.535;163.716;170.581;179.334;191.252;199.722;209.186;219.373;229.923;240.972;251.968
Slovenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.293;23.46;25.231;26.816;28.291;30.232;31.575;33.739;35.76;37.719;39.659;41.592;44.573;47.707;51.975;57.097;60.251;56.127;57.544;59.252;58.795;59.211;61.976;64.005;66.687;71.226;75.967;79.591;83.553;87.609;91.427;95.341;99.325
Solomon Islands;0.186;0.2;0.208;0.225;0.233;0.233;0.238;0.264;0.277;0.3;0.318;0.348;0.401;0.427;0.472;0.53;0.549;0.553;0.567;0.572;0.501;0.472;0.466;0.505;0.561;0.652;0.699;0.764;0.834;0.8;0.865;0.999;1.065;1.116;1.163;1.205;1.256;1.327;1.412;1.476;1.548;1.623;1.701;1.783;1.871
Somalia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.175;9.464;9.809;10.226;10.689;11.113;11.479;12.088;12.66;13.324;14.075;14.86;15.688;16.564
South Africa;135.072;155.777;164.768;168.059;183.002;186.503;190.292;199.095;214.773;228.539;236.338;241.844;242.07;250.862;264.505;278.465;295.776;308.84;313.932;325.975;347.107;364.423;383.766;402.42;432.076;469.045;510.319;552.119;580.819;576.245;600.68;633.368;659.804;688.065;713.743;729.783;740.282;764.892;789.695;809.034;833.996;863.458;896.298;930.534;966.117
South Sudan, Republic of;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35.254;17.092;22.493;23.578;23.782;20.007;19.264;19.512;21.435;23.656;25.355;27.393;29.416;31.419
Spain;297.764;324.606;348.931;368.588;388.373;410.12;432.734;468.753;510.929;557.53;600.644;636.641;656.69;663.417;693.401;737.123;768.795;812.282;858.132;911.832;979.319;1040.806;1087.722;1143.257;1211.183;1295.406;1390.325;1481.493;1527.17;1483.83;1501.344;1517.418;1501.223;1501.493;1550.366;1623.678;1692.47;1775.784;1865.967;1940.539;2015.608;2092.228;2169.846;2249.745;2331.575
Sri Lanka;16.626;19.171;21.421;22.998;25.43;27.535;29.292;30.452;32.377;34.404;37.894;43.415;43.013;47.324;52.218;56.539;64.577;72.451;72.06;75.206;83.359;83.528;88.011;94.971;102.838;112.66;124.97;137.049;148.028;154.435;168.758;186.763;207.752;218.575;233.664;247.92;261.725;275.773;291.558;304.826;321.856;342.476;365.077;389.672;416.755
Sudan;20.757;24.157;26.708;27.335;26.728;27.401;30.729;33.524;36.22;38.175;38.93;43.074;46.497;48.908;51.707;57.469;61.72;66.587;72.886;77.07;85.399;96.757;104.127;112.731;121.711;132.591;145.526;158.005;167.275;163.885;172.192;170.822;144.494;149.915;159.822;164.575;171.165;177.29;177.564;175.987;176.762;178.488;182.364;187.842;194.315
Suriname;2.089;2.33;2.319;2.286;2.298;2.349;2.339;2.186;2.507;2.666;2.724;2.427;2.58;2.583;2.453;2.788;3.157;3.436;3.551;3.57;3.646;3.909;4.119;4.455;4.91;5.311;5.788;6.246;6.632;6.884;7.324;7.914;8.284;8.676;8.859;8.646;8.249;8.547;8.93;9.289;9.711;10.149;10.559;11.029;11.544
Sweden;86.954;99.502;107.156;113.644;122.801;129.564;136.041;143.958;152.701;162.597;170.031;173.976;176.206;178.084;189.111;200.796;207.775;217.908;229.751;243.116;260.666;270.293;280.599;292.225;313.075;332.175;357.979;380.208;386.663;373.106;400.814;421.677;427.053;439.273;459.694;485.013;501.86;523.644;548.868;563.882;583.481;607.739;632.163;657.583;684.145
Switzerland;108.421;120.579;126.363;132.103;141.112;150.888;156.785;163.205;174.555;189.367;203.459;208.625;213.022;217.798;225.393;231.348;236.842;246.533;256.616;264.625;281.562;291.437;296.59;302.327;318.603;338.911;363.403;388.491;404.403;398.407;414.627;431.057;443.747;460.015;480.166;491.296;504.89;523.986;551.543;565.646;584.139;605.854;627.817;650.627;674.343
Syria;18.943;22.49;24.496;25.864;25.056;27.734;26.947;27.959;32.627;31.849;36.463;41.74;48.346;53.159;57.298;61.672;64.664;65.062;69.448;68.252;71.379;75.629;81.356;81.179;89.118;97.606;105.634;114.627;122.088;130.292;136.344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São Tomé and Príncipe;0.12;0.118;0.129;0.129;0.126;0.142;0.136;0.136;0.143;0.154;0.156;0.163;0.168;0.174;0.181;0.189;0.195;0.201;0.208;0.216;0.222;0.232;0.242;0.262;0.28;0.309;0.347;0.368;0.406;0.419;0.452;0.482;0.507;0.54;0.586;0.615;0.647;0.685;0.72;0.753;0.795;0.844;0.899;0.959;1.022
Taiwan Province of China;62.061;72.76;80.963;91.742;104.604;113.1;128.663;148.593;166.168;187.791;205.818;230.566;255.378;279.212;306.545;333.319;360.383;389.008;409.952;443.806;482.858;487.231;522.53;554.164;606.108;658.835;716.944;784.183;805.064;798.493;893.674;947.053;985.139;1024.5;1085.419;1105.563;1133.898;1190.823;1251.967;1300.212;1351.649;1408.438;1467.084;1527.574;1589.671
Tajikistan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.293;6.637;5.328;4.76;4.636;4.796;5.107;5.372;5.948;6.698;7.424;8.333;9.464;10.413;11.479;12.707;13.977;14.633;15.766;17.286;18.939;20.697;22.493;24.09;26.019;28.391;31.206;33.351;35.543;37.909;40.409;42.867;45.479
Tanzania;10.946;12.041;12.862;13.686;14.663;15.822;17.206;18.672;20.181;21.769;24.175;25.51;26.244;27.19;28.205;29.825;31.751;33.437;35.068;37.296;40.011;43.341;47.18;51.366;56.878;62.972;67.901;75.627;81.39;86.425;92.991;102.438;109.77;119.271;129.657;139.077;150.167;163.357;178.968;191.631;206.582;223.474;242.302;263.293;285.962
Thailand;74.852;86.777;97.07;106.502;116.701;125.981;135.63;152.214;178.521;208.143;241.03;270.12;301.776;335.726;370.315;408.781;439.795;435.06;406.372;431.089;460.362;486.662;524.76;572.932;625.359;671.84;726.559;786.628;815.766;816.309;887.868;914.03;999.034;1043.881;1073.667;1118.843;1168.371;1238.276;1320.876;1383.022;1452.881;1534.635;1622.528;1715.389;1813.768
Timor-Leste;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.67;1.864;1.763;1.775;2.99;4.19;6.115;6.61;7.407;7.013;7.012;7.978;8.54;7.726;5.83;7.106;7.231;6.692;6.311;6.823;7.07;6.416;5.417;5.455;5.832
Togo;2.141;2.263;2.314;2.281;2.502;2.677;2.82;2.818;3.212;3.475;3.818;3.924;3.884;3.328;3.872;4.732;4.632;4.891;4.834;5.028;5.091;5.245;5.532;6.014;6.115;6.011;6.357;6.451;6.844;7.278;7.812;8.485;9.214;9.949;10.733;11.467;12.235;13.016;13.987;14.962;16.068;17.287;18.587;19.985;21.49
Tonga;0.069;0.085;0.102;0.113;0.168;0.183;0.203;0.212;0.212;0.222;0.241;0.264;0.26;0.266;0.277;0.296;0.301;0.296;0.31;0.322;0.333;0.351;0.364;0.375;0.39;0.403;0.405;0.409;0.424;0.441;0.461;0.48;0.484;0.49;0.512;0.537;0.568;0.594;0.617;0.65;0.688;0.722;0.754;0.786;0.818
Trinidad and Tobago;7.597;8.696;9.584;8.934;8.724;8.629;8.514;8.327;8.282;8.536;8.989;9.582;10.79;10.971;11.605;12.3;13.419;14.677;16.048;17.587;19.221;20.368;22.17;25.716;28.344;30.949;36.408;38.977;41.04;39.359;41.196;41.975;42.489;44.102;44.483;45.745;43.21;43.206;44.398;45.193;46.778;48.837;50.801;52.655;54.608
Tunisia;13.867;16.017;16.925;18.41;20.167;21.985;22.101;24.166;25.036;26.688;29.646;31.917;35.259;36.988;39.148;41.037;44.653;48.023;50.974;54.822;58.457;62.007;63.821;68.063;74.253;79.236;85.915;94.142;100.04;103.871;108.771;108.913;115.44;120.843;126.737;129.586;132.581;137.542;144.391;149.19;155.845;163.656;173.286;183.617;195.626
Turkey;155.853;178.045;195.528;212.853;235.579;253.38;276.423;311.662;329.497;343.282;389.089;405.974;440.075;486.733;470.003;514.359;560.479;613.063;639.136;626.389;682.914;656.281;709.532;763.239;859.377;965.985;1065.976;1149.677;1181.944;1134.928;1245.6;1412.942;1509.021;1665.879;1784.374;1912.676;1994.009;2183.336;2299.753;2346.576;2464.61;2590.9;2722.985;2873.792;3034.208
Turkmenistan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.88;10.945;9.245;8.759;8.322;7.509;8.102;9.575;11.609;14.282;16.796;20.033;23.594;27.502;31.442;35.856;41.945;44.856;49.536;58.014;65.661;73.603;82.722;88.976;95.471;103.562;112.613;121.885;131.809;142.388;153.877;166.161;179.383
Tuvalu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.022;0.022;0.025;0.024;0.024;0.024;0.026;0.028;0.031;0.03;0.029;0.032;0.031;0.033;0.034;0.038;0.04;0.042;0.044;0.047;0.05;0.053;0.057;0.06;0.063
Uganda;4.701;5.344;6.14;6.693;6.726;6.731;6.931;7.387;8.282;9.157;10.117;10.646;11.525;12.587;13.845;15.432;16.751;17.827;19.123;20.942;22.253;24.735;26.899;29.086;31.603;35.848;39.537;43.873;49.39;53.782;58.58;63.883;66.567;70.927;75.535;80.649;83.377;89.201;96.953;104.756;113.476;122.932;132.992;146.214;164.2
Ukraine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;319.748;278.882;219.991;197.332;181.15;178.422;177.155;179.349;194.234;208.833;223.38;249.143;286.041;304.093;337.107;374.549;390.234;333.834;351.571;378.532;386.713;393.393;374.419;341.344;353.297;369.038;390.415;409.257;429.947;452.614;476.417;502.18;529.27
United Arab Emirates;75.278;89.012;87.718;86.368;93.467;93.992;77.409;83.531;84.208;101.277;129.823;137.088;144.552;147.935;162.218;176.517;189.348;209.088;213.114;224.3;257.586;266.615;277.546;307.615;346.15;374.302;423.542;448.974;472.42;451.133;463.667;506.158;539.001;576.172;612.649;650.379;676.751;692.881;722.015;746.35;780.308;818.103;853.848;891.865;932.263
United Kingdom;498.662;541.632;586.659;635.373;673.285;723.721;761.477;821.673;899.632;958.92;1002.162;1024.786;1052.03;1104.163;1171.665;1225.603;1279.687;1357.639;1418.794;1485.536;1571.191;1651.263;1719.318;1809.727;1902.08;2023.081;2137.417;2250.707;2286.545;2206.138;2270.037;2355.574;2435.496;2528.937;2651.663;2742.208;2820.178;2925.667;3038.833;3131.199;3239.575;3357.472;3476.24;3600.161;3728.817
United States;2857.325;3207.025;3343.8;3634.025;4037.65;4339;4579.625;4855.25;5236.425;5641.6;5963.125;6158.125;6520.325;6858.55;7287.25;7639.75;8073.125;8577.55;9062.825;9630.7;10252.35;10581.825;10936.45;11458.25;12213.725;13036.625;13814.6;14451.875;14712.825;14448.925;14992.05;15542.6;16197.05;16784.825;17527.275;18224.775;18715.05;19519.4;20580.25;21439.453;22321.762;23180.283;24013.801;24881.411;25793.419
Uruguay;12.499;13.941;13.42;13.488;13.822;14.47;16.068;17.772;18.668;19.615;20.409;21.846;24.116;25.344;27.769;27.941;30.04;32.101;33.851;33.322;33.462;33.012;31.17;32.488;34.91;38.448;41.235;45.112;49.29;51.773;56.464;60.619;63.967;68.108;71.615;72.629;74.621;77.997;81.191;82.969;86.562;90.999;94.681;98.507;102.901
Uzbekistan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.911;45.918;44.459;44.983;46.585;49.853;52.582;55.635;59.04;62.869;66.418;70.493;77.747;85.781;95.005;106.825;118.704;129.298;141.89;156.85;172.934;190.091;207.509;225.287;241.492;257.017;276.793;297.222;321.309;347.617;375.863;406.388;439.442
Vanuatu;0.11;0.125;0.136;0.145;0.165;0.172;0.175;0.174;0.177;0.187;0.217;0.231;0.243;0.25;0.279;0.288;0.3;0.32;0.327;0.333;0.361;0.356;0.343;0.364;0.389;0.422;0.472;0.51;0.553;0.576;0.592;0.612;0.635;0.658;0.686;0.694;0.726;0.772;0.816;0.862;0.907;0.951;0.998;1.047;1.099
Venezuela;117.546;127.009;138.424;129.668;141.364;147.1;159.185;170.954;188.505;168.628;186.253;211.288;229.2;235.276;234.654;249.042;253.1;273.868;277.765;264.952;280.862;296.764;274.763;258.16;313.59;356.721;403.799;450.943;483.977;472.05;470.441;500.326;538.611;555.422;543.671;515.155;431.796;370.985;311.619;NA;NA;NA;NA;NA;NA
Vietnam;23.666;27.407;31.472;35.024;39.336;42.86;45.191;47.489;51.671;57.885;63.083;69.004;76.717;84.879;94.349;105.518;117.486;129.254;138.244;146.935;160.415;175.236;190.612;208.405;230.686;255.824;281.958;310.174;334.11;354.83;382.022;414.339;444.445;476.763;514.642;554.733;595.287;647.814;710.552;770.227;836.573;909.34;987.867;1073.133;1165.89
Yemen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.032;28.606;31.659;33.706;36.74;39.637;42.233;45.209;48.464;51.02;55.385;58.753;62.031;65.55;69.989;76.205;81;85.953;90.821;95.051;103.565;92.285;96.306;102.723;104.426;75.976;69.566;67.281;69.439;72.171;75.063;87.044;96.002;104.332;110.227
Zambia;8.038;9.382;9.671;9.935;10.117;10.566;10.961;11.4;12.896;12.911;13.317;13.676;14.275;14.601;12.928;13.582;14.691;15.514;15.628;16.591;17.623;18.967;20.135;21.934;24.108;26.658;29.635;32.973;36.227;39.869;44.488;47.944;52.576;56.204;59.934;62.326;65.337;68.914;73.186;75.996;78.818;81.836;84.812;87.79;90.904
Zimbabwe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29.633;29.727;29.106;29.609;27.76;23.688;22.801;21.768;21.629;21.455;18.302;19.805;23.98;27.956;33.239;34.49;35.966;36.991;37.651;40.165;42.582;40.274;42.191;44.148;46.161;48.102;50.13
Africa (Region);666.366;723.828;790.523;833.593;889.509;945.964;980.442;1013.073;1085.994;1165.759;1421.133;1496.658;1534.375;1582.911;1652.259;1725.408;1843.872;1934.692;2062.016;2155.681;2296.47;2446.024;2606.461;2795.016;3036.381;3317.241;3615.066;3940.946;4184.14;4346.243;4651.188;4828.981;5146.225;5403.056;5688.505;5931.545;6111.54;6432.486;6810.011;7146.231;7559.24;8007.923;8496.156;9021.034;9586.788
Asia and Pacific;2843.823;3274.627;3622.258;3966.904;4369.708;4777.888;5134.628;5620.135;6271.362;6869.014;7524.955;8152.133;9046.562;9719.771;10452.837;11349.393;12299.84;13090.683;13417.556;14209.467;15338.525;16241.435;17343.156;18724.038;20548.97;22711.019;25188.035;28054.162;30006.543;31429.47;34432.906;37359.923;40225.115;43319.6;46553.587;49633.02;52835.551;56905.586;61375.291;65434.493;70001.793;75105.95;80543.351;86398.543;92655.488
Australia and New Zealand;183.268;208.534;222.489;230.231;253.864;274.471;286.585;306.974;329.612;356.874;375.564;383.733;401.648;427.739;459.288;483.208;512.236;543.715;572.848;606.969;640.27;670.979;710.874;745.274;798.224;846.415;896.533;960.327;1001.137;1025.716;1061.923;1112.828;1176.198;1222.5;1278.801;1326.446;1379.944;1440.355;1516.003;1571.06;1639.413;1716.545;1797.98;1882.453;1970.662
Caribbean;38.725;43.711;47.189;49.291;51.13;52.242;54.737;58.833;61.073;65.244;67.026;69.792;75.365;79.303;81.745;89.831;95.651;102.767;108.936;115.905;123.351;128.239;134.746;140.534;148.352;162.334;180.6;194.866;202.913;201.494;212.136;221.343;229.046;240.427;254.637;268.562;279.545;292.331;313.208;329.175;348.056;368.834;390.722;413.719;438.268
Central America;56.322;62.164;64.136;66.359;70.236;72.92;75.427;79.325;81.627;87.386;93.852;100.208;108.709;116.556;123.03;130.743;137.345;146.159;154.966;162.503;171.498;179.091;187.244;196.845;210.6;226.539;247.55;271.516;289.541;290.083;304.918;328.607;351.62;371.672;393.227;413.985;434.12;458.814;482.261;503.628;530.833;560.859;592.577;626.538;663.109
Central Asia and the Caucasus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;687.914;712.216;672.122;707.638;759.806;822.779;854.431;855.035;934.426;938.845;1039.51;1129.251;1268.066;1435.285;1610.943;1777.447;1863.4;1852.928;2021.912;2254.717;2418.499;2652.433;2839.02;3010.902;3127.649;3383.195;3578.949;3704.665;3909.827;4129.388;4358.753;4626.096;4900.121
East Asia;1535.479;1761.247;1959.659;2156.46;2403.304;2657.702;2866.964;3160.679;3547.337;3869.182;4214.269;4609.353;4970.404;5337.731;5779.806;6275.025;6781.504;7235.989;7471.773;7914.245;8576.888;9129.162;9755.704;10513.755;11518.433;12716.097;14144.608;15859.858;17058.716;17888.362;19668.26;21389.093;23054.312;24856.823;26692.536;28379.29;30132.417;32388.043;34887.162;37214.247;39688.825;42422.076;45279.745;48307.707;51522.912
Eastern Europe ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2750.881;2666.565;2470.254;2640.276;2669.115;2808.647;2794.626;2944.553;3231.919;3443.599;3648.841;3944.506;4339.137;4731.176;5240.037;5794.822;6190.584;5842.287;6108.309;6507.91;6785.623;7015.014;7225.85;7269.326;7455.741;7818.663;8263.01;8599.57;8981.887;9386.58;9799.641;10224.513;10661.594
Europe;4139.303;4531.215;4843.494;5133.289;5451.739;5765.948;6042.247;6369.087;6855.764;7367.337;7825.408;8167.126;10610.449;10696.801;10894.846;11454.362;11810.236;12383.637;12772.535;13370.792;14295.168;14998.416;15523.657;16169.85;17193.68;18245.847;19603.967;20965.805;21704.783;20801.19;21557.28;22526.992;23032.189;23573.854;24377.413;24975.874;25682.151;26830.412;28097.235;29020.185;30100.545;31257.805;32426.023;33623.105;34859.029
Middle East (Region);840.831;907.821;895.157;920.723;922.129;919.878;940.573;967.212;1002.893;1074.234;1274.51;1430.513;1550.254;1620.6;1685.672;1760.57;1866.515;1944.5;2102.616;2142.95;2328.032;2386.811;2492.44;2819.153;3169.861;3438.66;3744.977;4029.22;4281.164;4310.112;4582.495;4952.667;5021.884;5257.145;5516.373;5666.441;6067.084;6221.207;6371.483;6394.24;6661.974;6969.186;7259.965;7560.101;7882.134
North Africa;325.916;338.768;378.82;406.379;433.355;470.395;479.718;485.267;518.389;560.938;596.63;642.129;658.116;672.779;708.087;723.79;775.094;810.26;864.931;912.49;972.988;1025.297;1074.591;1158.464;1241.997;1352.609;1468.63;1592.515;1657.968;1719.011;1813.852;1761.452;1924.428;1962.931;2008.137;2102.453;2191.923;2326.946;2481.879;2612.052;2779.909;2960.579;3152.278;3354.288;3572.048
North America;3574.393;4041.049;4214.78;4529.927;5007.959;5372.194;5627.598;5959.494;6411.687;6903.983;7311.651;7573.305;8004.172;8419.801;8957.329;9305.414;9844.651;10482.838;11080.396;11754.675;12531.662;12931.722;13354.517;13961.438;14873.979;15847.867;16811.463;17592.659;17945.741;17570.046;18277.595;19007.421;19824.962;20538.913;21453.78;22274.462;22890.293;23871.717;25116.299;26094.173;27137.127;28181.996;29211.397;30286.94;31419.948
Pacific Islands ;5.449;6.099;6.496;6.824;7.298;7.618;8.208;8.399;8.938;9.583;9.951;10.796;12.202;14.002;15.125;15.289;16.462;15.971;16.713;17.535;17.543;18.012;18.701;19.693;20.673;21.906;23.076;24.86;25.484;26.629;28.973;30.166;31.857;33.625;37.855;41.219;43.226;45.495;46.707;49.601;51.97;54.461;57.239;60.297;63.588
South America;1110.742;1185.428;1252.215;1262.7;1365.354;1460.338;1595.171;1696.64;1772.728;1831.503;1872.265;2007.541;2110.647;2261.215;2426.848;2564.915;2655.529;2830.413;2897.249;2899.178;3057.024;3150.01;3198.906;3323.441;3657.574;3962.839;4313.307;4727.031;5058.554;5043.698;5439;5828.495;6091.749;6403.641;6555.958;6541.893;6436.835;6586.61;6758.802;6823.934;7077.723;7399.427;7749.889;8129.024;8517.56
South Asia;519.456;602.778;666.169;739.029;796.563;868.09;929.281;991.016;1111.879;1219.467;1332.58;1408.14;1518.991;1623.045;1760.792;1922.06;2101.163;2222.914;2370.201;2583.617;2752.961;2935.302;3095.763;3383.246;3737.918;4197.017;4695.228;5252.01;5579.141;6022.114;6642.208;7210.211;7747.104;8355.17;9099.63;9877.275;10740.373;11700.774;12785.876;13781.459;14977.909;16353.925;17868.941;19532.524;21337.18
Southeast Asia;444.318;517.924;571.917;621.507;673.099;716.627;767.167;841.406;944.099;1070.626;1203.501;1334.137;1455.402;1605.037;1765.705;1946.174;2128.67;2249.315;2131.589;2232.066;2416.436;2549.135;2722.604;2932.819;3205.656;3494.299;3817.645;4179.66;4478.665;4613.72;5009.63;5362.909;5797.145;6199.05;6605.745;6997.888;7411.941;7947.724;8560.593;9113.461;9733.848;10429.555;11180.692;11989.466;12861.025
Sub-Saharan Africa (Region) ;340.45;385.06;411.702;427.213;456.154;475.569;500.724;527.806;567.604;604.821;824.504;854.529;876.259;910.133;944.172;1001.618;1068.778;1124.432;1197.085;1243.191;1323.482;1420.727;1531.87;1636.553;1794.384;1964.631;2146.436;2348.431;2526.172;2627.232;2837.336;3067.529;3221.797;3440.125;3680.368;3829.092;3919.617;4105.541;4328.132;4534.179;4779.331;5047.345;5343.878;5666.747;6014.74
