country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Greece;87.318;94.092;98.776;101.538;107.313;113.49;116.37;116.557;125.842;135.744;140.825;150.103;154.595;155.727;162.233;169.112;177.14;188.274;197.809;206.83;219.741;233.839;246.856;266.01;286.996;297.707;324.054;343.653;349.162;336.694;321.957;298.666;282.173;277.816;285.051;286.758;289.175;299.055;312.267;324.128;337.9;350.763;362.609;373.184;384.243
Grenada;0.191;0.212;0.234;0.252;0.271;0.296;0.324;0.363;0.386;0.417;0.451;0.472;0.479;0.481;0.5;0.522;0.555;0.592;0.67;0.727;0.78;0.781;0.821;0.915;0.934;1.091;1.079;1.176;1.21;1.139;1.146;1.179;1.188;1.237;1.352;1.455;1.525;1.622;1.732;1.819;1.905;1.996;2.101;2.211;2.323
Guatemala;19.483;21.464;21.983;22.267;23.188;23.778;24.281;25.771;27.719;29.941;32.025;34.102;36.483;38.617;40.822;43.512;45.55;48.235;51.022;53.673;56.245;58.858;62.101;64.855;68.7;73.15;79.418;86.692;91.278;92.458;96.219;102.318;107.377;113.301;120.215;126.495;131.757;137.944;145.749;153.322;161.902;171.391;181.114;191.231;201.843
Guinea;2.708;2.982;3.224;3.393;3.565;3.862;4.062;4.3;4.732;5.115;5.536;5.866;6.196;6.663;7.077;7.564;8.046;8.609;9.023;9.502;9.958;10.548;11.269;11.621;12.213;12.971;13.697;14.981;15.905;15.78;16.637;17.938;19.364;20.479;21.631;22.69;25.407;28.487;30.864;33.265;35.948;38.888;41.762;44.724;47.885
Guinea-Bissau;0.464;0.506;0.56;0.562;0.614;0.661;0.667;0.722;0.762;0.815;0.885;0.981;1.035;1.083;1.139;1.21;1.278;1.378;1.158;1.33;1.357;1.415;1.419;1.451;1.531;1.646;1.735;1.84;1.936;2.017;2.134;2.355;2.359;2.479;2.549;2.733;2.935;3.167;3.367;3.585;3.835;4.11;4.407;4.729;5.079
Guyana;1.28;1.409;1.363;1.254;1.327;1.374;1.398;1.431;1.393;1.376;1.384;1.517;1.672;1.853;2.053;2.202;2.42;2.614;2.598;2.715;2.738;2.861;2.94;2.975;3.103;3.138;3.398;3.734;3.882;4.042;4.268;4.594;4.918;5.255;5.561;5.79;6.047;6.292;6.712;7.135;13.506;14.442;17.771;22.874;24.09
Haiti;6.411;7.092;7.319;7.492;7.778;8.085;8.27;8.438;8.784;9.025;9.322;9.759;9.756;9.496;8.574;9.619;10.201;10.658;11.013;11.475;11.833;11.966;12.125;12.395;12.28;12.892;13.58;14.411;14.816;15.389;14.712;15.849;16.619;17.628;18.458;18.876;19.348;19.944;20.733;21.124;21.801;22.584;23.381;24.206;25.065
Honduras;5.192;5.827;6.101;6.281;6.791;7.299;7.5;8.149;8.825;9.568;9.935;10.605;11.457;12.459;12.56;13.346;14.077;15.035;15.645;15.754;17.281;18.141;19.119;20.36;22.211;24.289;26.667;29.078;30.898;30.376;31.877;33.791;35.861;37.509;39.372;41.309;43.303;46.294;49.198;51.757;54.647;57.801;61.167;64.797;68.705
Hong Kong SAR;34.607;41.364;45.187;49.781;56.737;58.949;66.814;77.637;87.217;92.7;99.853;109.116;118.562;128.897;139.596;145.906;154.905;165.612;157.624;163.908;180.414;185.404;191.458;200.973;224.34;248.418;273.935;299.479;311.8;306.452;331.004;354.188;367.119;385.146;403.111;417.033;430.521;455.514;480.622;490.88;507.953;531.198;556.24;582.96;611.668
Hungary;68.285;76.888;83.959;87.878;93.469;96.181;99.623;106.223;109.897;115.047;115.179;104.914;104.018;105.869;111.316;116.538;118.689;124.768;131.517;137.668;146.669;155.642;165.264;174.812;188.503;202.903;217.095;223.868;230.165;216.611;220.571;228.912;229.496;238.412;253.083;264.761;273.603;290.288;312.052;332.225;350;367.583;384.703;401.82;418.925
Iceland;2.511;2.866;3.108;3.161;3.41;3.634;3.939;4.382;4.532;4.722;4.956;5.112;5.052;5.24;5.545;5.668;6.048;6.456;6.992;7.38;7.914;8.403;8.594;8.952;9.932;10.89;11.808;13.261;13.788;12.952;12.653;13.16;13.586;14.396;14.968;15.842;17.067;18.154;19.493;20.003;20.733;21.594;22.476;23.395;24.328
India;383.126;444.562;488.436;544.561;585.769;636.047;679.845;724.285;822.018;905.053;990.883;1035.221;1116.863;1197.637;1304.662;1432.913;1569.313;1661.023;1783.599;1962.478;2086.097;2237.256;2361.454;2596.382;2875.556;3240.424;3647.774;4112.907;4356.042;4761.455;5311.154;5782.036;6214.485;6727.337;7359.577;8030.815;8776.851;9583.103;10485.23;11325.669;12362.812;13556.982;14857.195;16281.952;17827.323
Indonesia;184.979;217.878;236.536;256.106;285.446;305.975;334.573;365.38;404.665;458.735;518.744;584.17;636.456;703.37;772.555;853.591;937.177;998.143;876.88;896.579;962.256;1019.188;1081.897;1154.666;1245.405;1357.299;1475.301;1611.057;1764.614;1861.668;2003.475;2171.519;2346.626;2520.492;2695.668;2856.55;3031.39;3244.985;3495.941;3737.484;4004.994;4301.259;4620.355;4962.341;5329.183
Iran;251.961;252.196;302.826;358.037;334.293;337.747;313.411;330.702;309.865;338.773;414.995;475.254;496.33;514.473;517.632;533.891;577.458;584.186;602.046;612.624;669.326;689.519;772.245;859.154;917.472;994.715;1079.328;1182.911;1205.01;1214.263;1298.757;1366.488;1285.267;1303.564;1370.372;1362.674;1549.136;1637.215;1595.849;1470.661;1500.535;1546.643;1593.03;1640.845;1692.142
Iraq;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.378;101.721;99.48;94.983;88.963;164.727;259.469;272.033;296.068;309.763;341.771;356.014;383.222;420.752;488.584;535.081;549.008;568.795;662.032;657.673;669.906;705.059;752.678;796.843;831.705;865.876;901.681
Ireland;25.449;28.557;30.775;31.747;33.946;35.702;36.575;38.844;41.42;45.46;50.798;53.378;56.549;59.228;64.058;71.675;79.623;89.701;98.577;110.494;123.659;133.08;143.22;150.327;164.848;179.744;194.577;210.375;204.713;195.743;201.514;206.412;210.846;217.445;240.369;303.886;318.283;350.659;389.019;412.797;435.728;458.729;481.432;504.439;528.406
Israel;27.987;32.082;34.549;36.831;39.003;42.028;44.396;48.902;52.431;55.26;61.13;66.116;72.461;76.976;84.131;94.187;100.759;106.666;112.378;118.032;131.373;134.45;136.358;140.426;151.383;162.564;177.153;192.864;202.859;207.123;221.146;237.392;247.764;262.874;277.855;287.239;301.769;318.442;337.426;354.197;372.314;392.005;412.233;433.309;455.251
Italy;605.82;666.829;709.133;743.722;793.773;840.342;880.491;929.94;1001.524;1074.642;1136.962;1192.33;1228.319;1246.921;1299.962;1362.827;1405.633;1456.115;1496.302;1541.586;1634.518;1699.967;1731.154;1765.97;1842.201;1917.619;2015.297;2099.938;2118.294;2017.433;2075.362;2130.933;2110.582;2110.497;2152;2194.495;2242.028;2322.722;2399.733;2442.768;2504.627;2576.115;2645.836;2716.215;2788.786
Jamaica;6.119;6.994;7.655;8.285;8.666;8.859;9.67;10.673;10.608;11.542;12.558;13.091;13.761;14.398;14.981;15.681;16.006;16.015;15.999;16.389;16.886;17.477;17.873;18.873;19.638;20.43;21.659;22.562;22.812;22.205;22.141;22.924;23.247;23.704;24.281;24.742;25.374;26.022;27.092;27.867;28.71;29.801;30.999;32.275;33.641
Japan;1044.882;1191.883;1307.445;1406.515;1522.876;1653.26;1742.646;1870.225;2067.549;2252.995;2451.67;2621.208;2703.684;2753.407;2840.126;2979.19;3127.788;3215.961;3215.462;3253.674;3418.865;3508.044;3567.748;3689.536;3872.397;4059.4;4241.64;4427.641;4464.397;4254.78;4484.786;4573.186;4730.59;4909.869;5019.478;5133.759;5218.51;5419.727;5596.959;5747.496;5888.913;6037.682;6190.91;6346.423;6506.753
Jordan;8.416;10.555;11.813;12.192;13.352;13.655;14.725;15.523;16.43;15.298;16.055;16.998;19.701;20.713;22.176;24.146;24.899;26.354;27.418;28.511;30.403;32.534;35.125;37.205;41.258;45.759;50.143;55.7;60.89;64.714;66.981;70.15;73.39;76.79;80.634;83.39;85.975;89.448;93.404;97.161;101.468;106.255;111.42;117.059;122.998
Kazakhstan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;123.355;114.66;102.376;95.952;98.197;101.589;100.781;104.996;117.863;136.708;152.48;169.756;191.061;216.122;246.488;275.637;290.27;295.993;321.302;352.286;376.278;405.852;430.725;440.431;449.887;477.152;508.817;537.664;569.813;603.138;635.658;682.739;721.133
Kenya;16.081;18.324;20.439;21.578;22.714;24.387;26.615;28.858;31.695;34.438;37.204;38.977;39.435;40.331;42.235;44.969;47.692;48.714;50.731;52.596;53.958;57.335;58.523;61.367;65.941;71.846;78.354;85.971;87.846;91.443;100.282;108.633;115.769;124.726;133.839;142.966;152.938;163.395;177.954;191.263;206.852;223.399;241.188;260.371;281.153
Kiribati;0.054;0.059;0.063;0.064;0.067;0.066;0.068;0.07;0.08;0.08;0.082;0.085;0.088;0.091;0.095;0.097;0.099;0.103;0.111;0.111;0.12;0.121;0.128;0.133;0.134;0.145;0.15;0.157;0.157;0.159;0.159;0.165;0.176;0.187;0.189;0.211;0.224;0.229;0.24;0.25;0.261;0.272;0.283;0.294;0.305
Korea, Republic of;85.412;100.206;115.191;135.553;155.111;172.418;195.631;225.463;261.201;290.523;330.967;377.588;410.043;448.498;500.245;559.615;613.14;660.65;631.534;713.102;790.005;846.506;926.326;973.224;1051.368;1130.825;1226.38;1332.361;1399.2;1421.043;1535.428;1625.275;1696.247;1780.629;1871.663;1944.273;2022.294;2125.48;2235.287;2319.585;2418.098;2535.826;2661.527;2792.802;2932.097
Kosovo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.161;8.128;8.242;8.876;9.374;10.037;10.693;11.892;12.667;13.223;13.82;14.726;15.43;16.241;16.744;17.613;18.518;19.664;20.912;22.179;23.524;24.97;26.489;28.1;29.812
Kuwait;45.999;40.824;39.227;42.905;46.782;46.207;51.175;56.71;52.81;69.093;52.878;32.249;60.297;83.411;92.532;96.05;98.393;102.585;107.531;107.132;114.665;117.425;122.878;146.858;167.043;189.601;210.029;228.593;238.818;223.611;220.854;247.177;268.608;276.465;282.989;287.632;299.113;294.137;304.851;312.1;328.07;343.646;358.455;375.315;393.869
Kyrgyz Republic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.106;7.219;5.913;5.709;6.226;6.961;7.189;7.559;8.149;8.771;8.908;9.711;10.674;10.987;11.671;13.008;14.264;14.788;14.89;16.106;16.4;18.51;19.611;20.583;21.698;23.154;24.539;25.915;27.325;28.943;30.876;32.55;34.319
Lao P.D.R.;1.876;2.369;2.634;2.819;3.109;3.499;3.742;3.798;3.849;4.396;4.865;5.231;5.725;6.204;6.854;7.491;8.153;8.867;9.35;9.868;10.737;11.496;12.473;13.489;14.848;16.373;18.379;20.354;22.373;24.206;26.452;29.161;32.04;35.219;38.601;41.838;45.24;49.241;53.623;58.091;63.099;68.739;74.865;81.524;88.797
Latvia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.082;14.586;15.225;15.221;15.865;17.587;18.945;19.722;21.253;23.122;25.156;27.784;30.91;35.282;40.672;45.932;45.164;38.954;37.855;41.112;43.591;45.434;47.135;49.041;50.571;53.913;57.86;60.562;63.49;66.676;70.069;73.631;77.37
Lebanon;15.164;16.69;11.202;14.284;21.383;27.419;26.077;31.192;23.183;13.926;12.508;17.871;19.1;20.921;23.084;25.098;26.59;29.804;31.315;31.513;32.572;34.584;36.326;37.63;41.541;44.012;46.116;51.778;57.667;63.949;69.894;72.008;75.386;78.718;81.685;82.878;85.081;87.162;89.508;91.286;93.902;98.079;102.617;107.941;113.138
Lesotho;0.651;0.735;0.824;0.881;0.953;1.015;1.078;1.128;1.258;1.38;1.506;1.631;1.772;1.884;2.01;2.11;2.254;2.373;2.434;2.508;2.69;2.839;2.929;3.105;3.265;3.471;3.735;4.026;4.332;4.502;4.841;5.272;5.637;5.86;6.132;6.328;6.566;6.724;7.078;7.403;7.537;7.976;8.498;8.789;9.087
Liberia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.805;2.946;3.125;2.261;2.414;2.635;2.944;3.42;3.699;3.921;4.218;4.638;5.125;5.676;5.821;5.882;5.846;6.103;6.33;6.471;6.702;6.926;6.975;7.08;7.493
Libya;104.827;91.749;98.897;97.93;93.036;96.562;87.323;76.327;85.007;94.7;101.899;121.838;121.235;119.437;124.347;111.216;116.234;117.521;118.395;120.66;127.898;128.398;129.178;148.704;159.52;184.014;201.906;220.503;184.057;179.918;187.796;63.924;146.399;94.105;45.031;39.575;37.03;61.878;74.719;61.559;62.758;64.054;65.338;66.646;67.987
Lithuania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.741;26.514;29.208;31.742;31.835;33.794;36.788;39.896;44.92;49.151;54.598;60.416;68.918;72.105;61.891;63.639;68.895;72.904;76.778;80.965;83.461;86.31;91.575;97.084;102.179;107.04;111.938;116.909;121.988;127.287
Luxembourg;5.703;6.292;6.75;7.147;7.755;8.448;9.479;10.097;11.338;12.937;14.135;15.876;16.533;17.636;18.701;19.366;20.02;21.574;23.234;25.554;28.33;29.685;31.306;32.407;34.481;36.683;39.751;44.229;44.512;42.896;45.508;47.638;48.381;51.028;54.206;56.915;58.891;60.928;64.036;66.848;70.066;73.414;76.858;80.435;84.17
Macao SAR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.12;16.734;19.031;24.772;27.602;32.224;37.87;39.917;40.753;51.643;64.148;71.418;80.81;81.317;64.421;64.53;72.125;77.36;77.7;78.399;79.966;81.923;83.852;85.755
Madagascar;7.851;7.751;8.074;8.465;8.925;9.314;9.688;10.044;10.753;11.63;12.442;12.052;12.472;13.036;13.308;13.816;14.372;15.159;15.931;16.92;18.069;19.57;17.413;19.471;21.047;22.735;24.687;26.798;29.268;28.304;28.712;29.736;31.226;32.486;34.189;35.615;37.493;39.836;42.927;45.974;49.376;52.985;56.671;60.601;64.792
Malawi;2.422;2.512;2.734;2.946;3.217;3.47;3.533;3.679;3.929;4.138;4.538;5.101;4.834;5.429;4.973;5.779;6.472;7.017;7.172;7.533;7.761;7.608;7.864;8.468;9.167;9.761;10.529;11.85;13.004;14.194;15.346;16.428;17.058;18.26;19.658;20.449;21.13;22.389;23.661;25.167;26.975;29.046;31.406;34.117;37.066
Malaysia;46.616;54.569;61.383;67.774;75.67;77.379;79.847;86.231;98.143;111.231;125.788;142.458;158.652;178.483;199.086;223.24;250.065;273.016;255.773;275.374;305.94;314.268;336.45;362.536;397.548;430.328;468.11;510.964;546.073;541.907;589.491;633.662;681.166;725.649;783.473;831.268;877.249;945.089;1014.018;1078.537;1148.342;1229.475;1314.828;1406.053;1504.637
Maldives;0.224;0.264;0.302;0.327;0.398;0.467;0.518;0.577;0.65;0.738;0.735;0.812;0.884;0.954;1.048;1.149;1.276;1.433;1.591;1.731;1.854;1.96;2.112;2.698;2.935;2.621;3.397;3.771;4.211;3.962;4.292;4.751;4.958;5.412;5.916;6.15;6.667;7.262;7.998;8.667;9.373;10.094;10.859;11.69;12.576
Mali;3.952;4.129;3.878;4.16;4.414;4.701;5.089;5.344;5.535;6.367;7.22;8.038;8.093;8.579;9.096;9.565;10.449;11.139;11.594;12.496;12.768;15.054;15.767;17.524;18.277;20.078;21.65;23.008;24.575;25.953;27.65;29.135;29.445;30.652;33.436;35.868;38.328;41.166;44.13;47.181;50.523;54.092;57.881;61.873;66.148
Malta;1.93;2.17;2.306;2.459;2.568;2.713;2.873;3.112;3.44;3.829;4.158;4.552;5.032;5.354;5.72;6.241;6.61;7.049;7.371;7.76;7.855;8.077;8.445;8.818;9.098;9.74;10.22;10.911;11.492;11.297;11.833;12.238;12.822;13.648;15.111;16.92;18.065;19.643;21.484;22.982;24.45;25.889;27.332;28.796;30.311
Marshall Islands;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.099;0.098;0.097;0.105;0.113;0.118;0.12;0.123;0.132;0.138;0.147;0.146;0.145;0.157;0.162;0.17;0.178;0.18;0.181;0.186;0.198;0.208;0.217;0.226;0.236;0.245;0.254;0.262
Mauritania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.768;3.895;4.054;4.394;4.351;4.878;5.256;5.131;5.333;5.827;5.931;6.183;6.323;6.825;7.412;8.328;10.199;10.768;11.096;11.065;11.728;12.536;13.517;14.592;15.691;15.923;16.385;17.206;18.254;19.811;21.392;23.111;25.735;27.951;30.17
Mauritius;1.92;2.225;2.492;2.6;2.822;3.111;3.483;3.932;4.347;4.72;5.248;5.666;6.173;6.64;7.062;7.52;8.085;8.692;9.324;9.706;10.735;11.324;11.69;12.619;13.516;14.14;15.225;16.53;17.759;18.488;19.522;20.742;21.879;23.011;24.314;25.44;26.69;28.23;30.006;31.663;33.528;35.565;37.733;40.032;42.476
Mexico;404.79;480.863;507.915;509.405;545.789;575.369;568.88;592.991;621.781;672.688;733.983;790.789;837.453;880.763;944.018;903.176;982.009;1067.339;1135.09;1183.187;1269.42;1292.015;1311.932;1355.623;1446.697;1526.184;1643.052;1725.853;1779.54;1698.329;1806.054;1911.319;2018.932;2082.17;2180.178;2275.306;2365.776;2461.36;2571.633;2627.851;2715.04;2823.709;2941.048;3067.989;3204.741
Micronesia, Fed. States of;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.217;0.214;0.205;0.213;0.219;0.235;0.245;0.25;0.259;0.258;0.271;0.279;0.281;0.28;0.286;0.295;0.311;0.311;0.304;0.303;0.321;0.327;0.341;0.353;0.365;0.375;0.386;0.396;0.406;0.417
Moldova;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.827;11.962;8.442;8.496;8.141;8.414;7.956;7.796;8.138;8.823;9.662;10.491;11.571;12.826;13.848;14.647;16.097;15.246;16.519;17.845;18.08;20.061;21.454;21.604;22.79;24.309;25.897;27.282;28.88;30.597;32.396;34.3;36.32
Mongolia;2.938;3.486;4.009;4.408;4.837;5.273;5.887;6.246;6.799;7.361;7.447;6.99;6.488;6.431;6.709;7.286;7.585;8.017;8.378;8.76;9.058;9.686;10.358;11.326;12.727;13.978;15.576;17.395;19.12;18.867;20.483;24.526;28.076;31.897;35.049;36.257;37.06;39.773;43.559;47.217;50.738;54.448;58.642;63.423;67.935
Montenegro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.939;5.103;5.282;5.515;5.912;6.353;7.108;7.795;8.519;8.086;8.401;8.851;8.775;9.246;9.585;10.013;10.415;11.112;11.94;12.516;13.081;13.74;14.461;15.223;15.984
Morocco;28.985;30.85;35.907;37.106;40.112;43.997;48.609;48.544;55.489;59.029;63.709;70.617;70.711;71.85;81.154;78.377;89.688;89.81;97.395;99.87;104.056;114.122;119.546;129.024;138.854;147.892;163.909;174.257;188.168;197.649;207.582;223.035;234.155;249.069;260.451;275.135;280.93;298.244;314.539;328.651;347.535;369.358;392.962;418.552;446.336
Mozambique;2.096;2.409;2.381;2.086;2.021;2.105;2.098;2.466;2.763;3.058;3.204;3.529;3.421;3.809;4.13;4.311;5.568;6.278;7.101;7.768;8.075;9.301;10.279;11.151;12.345;13.84;15.664;17.279;18.826;20.175;21.775;23.812;26.015;28.362;31.038;33.429;35.046;37.04;39.183;40.6;43.908;46.607;49.443;55.094;62.651
Myanmar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39.599;43.558;50.061;57.538;65.288;75.136;87.726;102.731;119.924;138.54;151.909;159.78;170.123;183.179;198.801;218.267;240.535;261.201;277.498;300.632;328.974;355.609;385.368;416.973;451.391;489.595;531.662
Namibia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.571;6.068;6.781;6.829;7.185;7.637;8.026;8.508;8.887;9.319;9.86;10.318;11.181;11.785;12.905;13.928;14.916;15.875;16.613;16.789;18.011;19.323;20.69;22.236;24.086;25.817;26.378;26.641;27.27;27.707;28.695;30;31.582;33.469;35.158
Nauru;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.035;0.036;0.04;0.032;0.04;0.043;0.049;0.055;0.062;0.083;0.107;0.112;0.117;0.112;0.113;0.117;0.12;0.124;0.129;0.134;0.139
Nepal;6.039;7.162;7.892;7.957;9.042;9.901;10.561;11.007;12.272;13.305;14.443;15.882;16.911;17.977;19.87;20.991;22.516;24.109;25.098;26.602;28.86;31.153;31.684;33.545;36.061;38.478;40.977;43.513;47.067;49.576;52.569;55.504;59.273;62.803;67.796;70.779;71.932;79.314;86.655;94.419;102.331;110.459;118.64;127.029;136.026
Netherlands;166.047;180.823;189.532;200.418;214.124;226.765;238.561;248.985;269.585;292.706;316.346;335.063;348.146;360.899;379.694;398.363;419.832;445.554;471.604;502.489;535.294;559.768;569.856;581.352;608.843;640.656;682.894;727.69;757.956;735.726;754.28;781.97;788.75;801.569;828.03;853.035;880.758;923.466;970.536;1005.274;1042.034;1079.777;1117.826;1156.94;1198.187
New Zealand;27.648;31.159;34.037;35.326;39.111;40.837;42.413;44.521;46.347;48.886;51.251;51.836;53.478;57.414;62.553;66.639;70.397;73.771;75.17;79.659;84.798;88.561;94.532;100.719;107.991;114.2;120.889;129.057;131.03;132.454;136.692;142.15;148.571;154.491;162.282;170.537;179.511;187.686;197.66;206.225;215.995;226.23;236.754;247.442;258.708
Nicaragua;6.047;6.974;7.345;7.985;8.143;8.058;8.136;8.279;7.508;7.67;7.947;8.203;8.423;8.588;9.21;9.959;10.785;11.406;11.963;12.99;13.825;14.546;14.888;15.546;16.813;18.079;19.335;20.862;21.999;21.436;22.643;24.576;26.674;28.48;30.395;32.183;34;36.26;35.726;34.531;34.934;35.62;36.496;37.59;38.906
Niger;3.105;3.392;3.68;3.677;3.169;3.521;3.82;3.918;4.335;4.548;4.656;4.934;4.717;4.899;5.204;4.962;5.31;5.428;6.187;6.339;6.313;6.97;7.459;8.133;8.283;9.26;10.094;10.693;11.953;11.959;13.11;13.679;15.594;16.703;18.293;19.285;20.445;21.849;23.832;25.78;27.883;30.05;34.297;37.131;40.439
Nigeria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;184.454;189.64;198.216;206.096;211.037;219.496;232.572;243.41;252.293;257.272;277.537;302.533;352.201;392.831;445.531;491.605;540.549;595.691;650.996;710.754;799.992;856.619;910.41;976.355;1057.17;1096.512;1089.953;1119.429;1168.751;1216.797;1272.229;1331.152;1394.921;1459.934;1528.634
North Macedonia ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.961;11.326;11.36;11.471;11.821;12.187;12.741;13.487;14.414;14.278;14.721;15.328;16.476;17.792;19.272;21.07;22.656;22.747;23.785;24.85;25.211;26.403;27.868;29.244;30.388;31.035;32.638;34.267;36.119;38.045;40.088;42.293;44.672
Norway;61.378;68.258;72.646;78.491;86.245;93.914;99.677;103.933;107.324;112.69;119.166;126.997;134.534;141.64;151.978;161.612;172.846;185.118;192.115;198.812;209.771;218.819;225.496;231.773;247.461;261.868;276.267;292.183;299.285;296.359;301.916;311.248;325.793;334.937;347.854;358.39;365.981;381.536;395.872;410.713;429.091;444.853;461.174;478.209;496.068
Oman;11.752;15.063;17.833;21.487;25.358;29.959;31.218;30.713;33.464;35.813;40.266;44.144;48.984;53.226;56.452;60.421;63.304;68.374;71.014;72.278;78.733;84.067;84.457;83.731;87.095;92.044;99.925;107.178;118.223;126.405;130.38;136.518;151.804;162.35;167.708;177.347;187.958;192.16;200.314;203.959;215.663;229.626;236.331;239.58;248.386
Pakistan;72.024;83.733;95.63;106.12;114.318;128.204;139.106;150.83;166.199;181.02;196.412;213.465;234.856;245.463;261.656;280.665;304.665;315.196;329.88;348.639;370.361;385.929;404.234;431.199;475.941;534.73;582.967;631.771;676.185;683.798;709.617;750.693;794.446;838.158;888.272;933.94;986.671;1057.711;1143.372;1202.091;1254.766;1319.093;1406.469;1506.563;1613.992
Palau;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.158;0.171;0.18;0.178;0.192;0.206;0.209;0.218;0.21;0.198;0.201;0.215;0.223;0.224;0.238;0.265;0.27;0.265;0.276;0.282;0.293;0.305;0.318;0.33;0.344
Panama;7.077;8.46;9.463;9.392;9.994;10.82;11.432;11.503;10.315;10.887;12.209;13.811;15.284;16.5;17.332;18.006;19.687;21.324;23.146;24.39;25.618;26.326;27.344;29.029;32.048;35.419;39.608;45.598;51.066;52.095;55.773;63.38;70.913;77.138;82.546;88.187;93.525;100.357;106.582;113.156;121.749;131.084;141.067;151.804;163.377
Papua New Guinea;3.264;3.614;3.869;4.159;4.266;4.559;4.914;5.174;5.512;5.647;5.683;6.436;7.493;9.067;9.811;9.672;10.499;10.003;10.589;10.941;10.911;11.145;11.549;12.279;12.682;13.59;14.323;15.857;16.117;17.345;19.324;19.946;21.275;22.477;25.993;28.754;30.237;31.63;32.048;34.257;35.832;37.494;39.413;41.568;43.909
Paraguay;10.639;12.714;13.311;13.411;14.287;15.309;15.658;16.699;18.305;20.129;21.742;23.262;24.196;25.992;27.959;30.493;31.54;33.445;33.844;33.864;33.82;34.273;34.808;36.986;39.523;41.623;44.945;48.654;52.755;53.02;59.615;63.446;64.315;70.952;75.778;78.925;83.182;88.95;94.508;97.163;103.082;109.637;116.352;123.509;130.913
Peru;54.669;63.109;66.791;62.932;67.681;71.28;81.518;89.998;84.394;75.931;74.764;79.007;80.371;86.59;99.324;108.922;114.021;123.499;124.4;128.083;134.475;138.272;148.12;157.154;169.388;185.641;205.659;229.173;254.992;259.632;284.854;309.567;334.28;360;375.44;391.767;411.846;429.983;458.039;478.303;505.45;536.523;569.138;603.154;638.429
Philippines;90.557;102.518;112.792;119.406;114.654;109.638;115.667;123.638;136.642;150.811;161.206;165.695;170.043;177.756;189.517;202.544;218.31;233.59;234.857;245.591;262.156;275.659;290.229;310.312;340.009;367.35;398.31;436.073;463.016;471.903;513.839;543.771;591.243;644.114;696.35;746.284;805.918;875.925;953.288;1025.758;1110.798;1206.224;1310.016;1423.349;1546.388
Poland;169.226;166.713;168.435;184.834;190.802;204.438;215.842;226.271;241.946;261.017;251.368;241.665;252.197;269.241;289.397;315.343;341.152;371.627;394.532;418.336;445.905;461.177;475.236;501.305;541.239;577.596;631.85;694.468;738.062;764.663;801.475;859.27;889.833;918.048;966.067;1013.597;1055.457;1128.428;1215.444;1286.92;1352.928;1417.999;1482.964;1550.264;1620.791
Portugal;58.834;66.669;72.32;75.882;77.801;81.575;85.98;94.831;103.418;114.619;128.254;137.06;144.571;146.979;152.353;159.137;167.729;178.131;188.796;199.005;211.217;220.045;225.249;227.297;237.591;246.907;258.513;272.112;278.29;271.657;279.598;280.597;274.376;276.614;283.965;292.063;301.047;317.471;333.145;345.572;358.07;370.943;384.056;397.619;411.706
