ID	COUNTRY	TOTPOL98	TOTPOL99	TOTPOL2000	TOTPOLPER98	TOTPOLPER99	TOTPOLPER2000	FEPOL98	FEPOL99	FEPOL2000	FEPOLPER98	FEPOLPER99	FEPOLPER2000	MAPOL98	MAPOL99	MAPOL2000	MAPOLPER98	MAPOLPER99	MAPOLPER2000	POLBUD98	POLBUD99	POLBUD2000	POLBUDPER98	POLBUDPER99	POLBUDPER2000	GTPOL98	GTPOL99	GTPOL2000	GTPOLPER98	GTPOLPER99	GTPOLPER2000	CIHPOL98	CIHPOL99	CIHPOL2000	CIHPOLPER98	CIHPOLPER99	CIHPOLPER2000	AIHPOL98	AIHPOL99	AIHPOL2000	AIHPOLPER98	AIHPOLPER99	AIHPOLPER2000	HFAPOL98	HFAPOL99	HFAPOL2000	HFAPOLPER98	HFAPOLPER99	HFAPOLPER2000	NIHPOL98	NIHPOL99	NIHPOL2000	NIHPOLPER98	NIHPOLPER99	NIHPOLPER2000	MASPOL98	MASPOL99	MASPOL2000	MASPOLPER98	MASPOLPER99	MASPOLPER2000	TASPOL98	TASPOL99	TASPOL2000	TASPOLPER98	TASPOLPER99	TASPOLPER2000	RAPPOL98	RAPPOL99	RAPPOL2000	RAPPOLPER98	RAPPOLPER99	RAPPOLPER2000	ROBPOL98	ROBPOL99	ROBPOL2000	ROBPOLPER98	ROBPOLPER99	ROBPOLPER2000	MTFPOL98	MTFPOL99	MTFPOL2000	MTFPOLPER98	MTFPOLPER99	MTFPOLPER2000	TFTPOL98	TFTPOL99	TFTPOL2000	TFTPOLPER98	TFTPOLPER99	TFTPOLPER2000	ATMPOL98	ATMPOL99	ATMPOL2000	ATMPOLPER98	ATMPOLPER99	ATMPOLPER2000	BURPOL98	BURPOL99	BURPOL2000	BURPOLPER98	BURPOLPER99	BURPOLPER2000	FRDPOL98	FRDPOL99	FRDPOL2000	FRDPOLPER98	FRDPOLPER99	FRDPOLPER2000	EMBPOL98	EMBPOL99	EMBPOL2000	EMBPOLPER98	EMBPOLPER99	EMBPOLPER2000	DRGPOL98	DRGPOL99	DRGPOL2000	DRGPOLPER98	DRGPOLPER99	DRGPOLPER2000	BRIPOL98	BRIPOL99	BRIPOL2000	BRIPOLPER98	BRIPOLPER99	BRIPOLPER2000	FCALL98	FCALL99	FCALL2000	FCALLPER98	FCALLPER99	FCALLPER2000	CIHSUS98	CIHSUS99	CIHSUS2000	CIHSUSPER98	CIHSUSPER99	CIHSUSPER2000	AIHSUS98	AIHSUS99	AIHSUS2000	AIHSUSPER98	AIHSUSPER99	AIHSUSPER2000	FCIHFA98	FCIHFA99	FCIHFA2000	FCIHFAPER98	FCIHFAPER99	FCIHFAPER2000	NIHSUS98	NIHSUS99	NIHSUS2000	NIHSUSPER98	NIHSUSPER99	NIHSUSPER2000	MASSUS98	MASSUS99	MASSUS2000	MASSUSPER98	MASSUSPER99	MASSUSPER2000	TASSUS98	TASSUS99	TASSUS2000	TASSUSPER98	TASSUSPER99	TASSUSPER2000	RAPSUS98	RAPSUS99	RAPSUS2000	RAPSUSPER98	RAPSUSPER99	RAPSUSPER2000	ROBSUS98	ROBSUS99	ROBSUS2000	ROBSUSPER98	ROBSUSPER99	ROBSUSPER2000	MTFSUS98	MTFSUS99	MTFSUS2000	MTFSUSPER98	MTFSUSPER99	MTFSUSPER2000	TTFSUS98	TTFSUS99	TTFSUS2000	TTFSUSPER98	TTFSUSPER99	TTFSUSPER2000	FCAT98	FCAT99	FCAT2000	FCATPER98	FCATPER99	FCATPER2000	BURSUS98	BURSUS99	BURSUS2000	BURSUSPER98	BURSUSPER99	BURSUSPER2000	FRDSUS98	FRDSUS99	FRDSUS2000	FRDSUSPER98	FRDSUSPER99	FRDSUSPER2000	EMBSUS98	EMBSUS99	EMBSUS2000	EMBSUSPER98	EMBSUSPER99	EMBSUSPER2000	DRGSUS98	DRGSUS99	DRGSUS2000	DRGSUSPER98	DRGSUSPER99	DRGSUSPER2000	BRISUS98	BRISUS99	BRISUS2000	BRISUSPER98	BRISUSPER99	BRISUSPER2000	TFSUSP98	TFSUSP99	TFSUSP2000	TFSUSPPER98	TFSUSPPER99	TFSUSPPER2000	TMSUSP98	TMSUSP99	TMSUSP2000	TMSUSPPER98	TMSUSPPER99	TMSUSPPER2000	ADSUSP98	ADSUSP99	ADSUSP2000	ADSUSPPER98	ADSUSPPER99	ADSUSPPER2000	AFSUSP98	AFSUSP99	AFSUSP2000	AFSUSPPER98	AFSUSPPER99	AFSUSPPER2000	AMSUSP98	AMSUSP99	AMSUSP2000	AMSUSPPER98	AMSUSPPER99	AMSUSPPER2000	JUSUSP98	JUSUSP99	JUSUSP2000	JUSUSPPER98	JUSUSPPER99	JUSUSPPER2000	JFSUSP98	JFSUSP99	JFSUSP2000	JFSUSPPER98	JFSUSPPER99	JFSUSPPER2000	JMSUSP98	JMSUSP99	JMSUSP2000	JMSUSPPER98	JMSUSPPER99	JMSUSPPER2000	TOTPRO98	TOTPRO99	TOTPRO2000	TOTPROPER98	TOTPROPER99	TOTPROPER2000	FEPRO98	FEPRO99	FEPRO2000	FEPROPER98	FEPROPER99	FEPROPER2000	MAPRO98	MAPRO99	MAPRO2000	MAPROPER98	MAPROPER99	MAPROPER2000	PROBUD98	PROBUD99	PROBUD2000	PROBUDPER98	PROBUDPER99	PROBUDPER2000	GTPRO98	GTPRO99	GTPRO2000	GTPROPER98	GTPROPER99	GTPROPER2000	CIHPRO98	CIHPRO99	CIHPRO2000	CIHPROPER98	CIHPROPER99	CIHPROPER2000	AIHPRO98	AIHPRO99	AIHPRO2000	AIHPROPER98	AIHPROPER99	AIHPROPER2000	IHFAPR98	IHFAPR99	IHFAPR2000	IHFAPRPER98	IHFAPRPER99	IHFAPRPER2000	NIHPRO98	NIHPRO99	NIHPRO2000	NIHPROPER98	NIHPROPER99	NIHPROPER2000	MASPRO98	MASPRO99	MASPRO2000	MASPROPER98	MASPROPER99	MASPROPER2000	TASPRO98	TASPRO99	TASPRO2000	TASPROPER98	TASPROPER99	TASPROPER2000	RAPPRO98	RAPPRO99	RAPPRO2000	RAPPROPER98	RAPPROPER99	RAPPROPER2000	ROBPRO98	ROBPRO99	ROBPRO2000	ROBPROPER98	ROBPROPER99	ROBPROPER2000	MTFPRO98	MTFPRO99	MTFPRO2000	MTFPROPER98	MTFPROPER99	MTFPROPER2000	TFTPRO98	TFTPRO99	TFTPRO2000	TFTPROPER98	TFTPROPER99	TFTPROPER2000	ATPRO98	ATPRO99	ATPRO2000	ATPROPER98	ATPROPER99	ATPROPER2000	BURPRO98	BURPRO99	BURPRO2000	BURPROPER98	BURPROPER99	BURPROPER2000	FRDPRO98	FRDPRO99	FRDPRO2000	FRDPROPER98	FRDPROPER99	FRDPROPER2000	EMBPRO98	EMBPRO99	EMBPRO2000	EMBPROPER98	EMBPROPER99	EMBPROPER2000	DRGPRO98	DRGPRO99	DRGPRO2000	DRGPROPER98	DRGPROPER99	DRGPROPER2000	BRIPRO98	BRIPRO99	BRIPRO2000	BRIPROPER98	BRIPROPER99	BRIPROPER2000	TFPROS98	TFPROS99	TFPROS2000	TFPROSPER98	TFPROSPER99	TFPROSPER2000	TMPROS98	TMPROS99	TMPROS2000	TMPROSPER98	TMPROSPER99	TMPROSPER2000	ADPROS98	ADPROS99	ADPROS2000	ADPROSPER98	ADPROSPER99	ADPROSPER2000	AFPROS98	AFPROS99	AFPROS2000	AFPROSPER98	AFPROSPER99	AFPROSPER2000	AMPROS98	AMPROS99	AMPROS2000	AMPROSPER98	AMPROSPER99	AMPROSPER2000	JUPROS98	JUPROS99	JUPROS2000	JUPROSPER98	JUPROSPER99	JUPROSPER2000	JFPROS98	JFPROS99	JFPROS2000	JFPROSPER98	JFPROSPER99	JFPROSPER2000	JMPROS98	JMPROS99	JMPROS2000	JMPROSPER98	JMPROSPER99	JMPROSPER2000	PROJUD98	PROJUD99	PROJUD2000	PROJUDPER98	PROJUDPER99	PROJUDPER2000	PFEJUD98	PFEJUD99	PFEJUD2000	PFEJUDPER98	PFEJUDPER99	PFEJUDPER2000	PMAJUD98	PMAJUD99	PMAJUD2000	PMAJUDPER98	PMAJUDPER99	PMAJUDPER2000	LAYJUD98	LAYJUD99	LAYJUD2000	LAYJUDPER98	LAYJUDPER99	LAYJUDPER2000	LFEJUD98	LFEJUD99	LFEJUD2000	LFEJUDPER98	LFEJUDPER99	LFEJUDPER2000	LMAJUD98	LMAJUD99	LMAJUD2000	LMAJUDPER98	LMAJUDPER99	LMAJUDPER2000	CORBUD98	CORBUD99	CORBUD2000	CORBUDPER98	CORBUDPER99	CORBUDPER2000	TOTCOR98	TOTCOR99	TOTCOR2000	TOTCORPER98	TOTCORPER99	TOTCORPER2000	TOTCON98	TOTCON99	TOTCON2000	TOTCONPER98	TOTCONPER99	TOTCONPER2000	TOTACQ98	TOTACQ99	TOTACQ2000	TOTACQPER98	TOTACQPER99	TOTACQPER2000	O198	O199	O12000	O1PER98	O1PER99	O1PER2000	O298	O299	O22000	O2PER98	O2PER99	O2PER2000	O398	O399	O32000	O3PER98	O3PER99	O3PER2000	GTCON98	GTCON99	GTCON2000	GTCONPER98	GTCONPER99	GTCONPER2000	CIHCON98	CIHCON99	CIHCON2000	CIHCONPER98	CIHCONPER99	CIHCONPER2000	AIHCON98	AIHCON99	AIHCON2000	AIHCONPER98	AIHCONPER99	AIHCONPER2000	HFACON98	HFACON99	HFACON2000	HFACONPER98	HFACONPER99	HFACONPER2000	NIHCON98	NIHCON99	NIHCON2000	NIHCONPER98	NIHCONPER99	NIHCONPER2000	MASCON98	MASCON99	MASCON2000	MASCONPER98	MASCONPER99	MASCONPER2000	TASCON98	TASCON99	TASCON2000	TASCONPER98	TASCONPER99	TASCONPER2000	RAPCON98	RAPCON99	RAPCON2000	RAPCONPER98	RAPCONPER99	RAPCONPER2000	ROBCON98	ROBCON99	ROBCON2000	ROBCONPER98	ROBCONPER99	ROBCONPER2000	MTFCON98	MTFCON99	MTFCON2000	MTFCONPER98	MTFCONPER99	MTFCONPER2000	TFTCON98	TFTCON99	TFTCON2000	TFTCONPER98	TFTCONPER99	TFTCONPER2000	ATCON98	ATCON99	ATCON2000	ATCONPER98	ATCONPER99	ATCONPER2000	BURCON98	BURCON99	BURCON2000	BURCONPER98	BURCONPER99	BURCONPER2000	FRDCON98	FRDCON99	FRDCON2000	FRDCONPER98	FRDCONPER99	FRDCONPER2000	EMBCON98	EMBCON99	EMBCON2000	EMBCONPER98	EMBCONPER99	EMBCONPER2000	DRGCON98	DRGCON99	DRGCON2000	DRGCONPER98	DRGCONPER99	DRGCONPER2000	BRICON98	BRICON99	BRICON2000	BRICONPER98	BRICONPER99	BRICONPER2000	TOTSEN98	TOTSEN99	TOTSEN2000	TOTSENPER98	TOTSENPER99	TOTSENPER2000	TOTDTH98	TOTDTH99	TOTDTH2000	TOTDTHPER98	TOTDTHPER99	TOTDTHPER2000	TOTCRP98	TOTCRP99	TOTCRP2000	TOTCRPPER98	TOTCRPPER99	TOTCRPPER2000	TOTLIF98	TOTLIF99	TOTLIF2000	TOTLIFPER98	TOTLIFPER99	TOTLIFPER2000	TOTDPL98	TOTDPL99	TOTDPL2000	TOTDPLPER98	TOTDPLPER99	TOTDPLPER2000	TOTCIF98	TOTCIF99	TOTCIF2000	TOTCIFPER98	TOTCIFPER99	TOTCIFPER2000	TOTWRN98	TOTWRN99	TOTWRN2000	TOTWRNPER98	TOTWRNPER99	TOTWRNPER2000	TOTFIN98	TOTFIN99	TOTFIN2000	TOTFINPER98	TOTFINPER99	TOTFINPER2000	TOTCSO98	TOTCSO99	TOTCSO2000	TOTCSOPER98	TOTCSOPER99	TOTCSOPER2000	TFCONV98	TFCONV99	TFCONV2000	TFCONVPER98	TFCONVPER99	TFCONVPER2000	TMCONV98	TMCONV99	TMCONV2000	TMCONVPER98	TMCONVPER99	TMCONVPER2000	ADCONV98	ADCONV99	ADCONV2000	ADCONVPER98	ADCONVPER99	ADCONVPER2000	AFCONV98	AFCONV99	AFCONV2000	AFCONVPER98	AFCONVPER99	AFCONVPER2000	AMCONV98	AMCONV99	AMCONV2000	AMCONVPER98	AMCONVPER99	AMCONVPER2000	JUCONV98	JUCONV99	JUCONV2000	JUCONVPER98	JUCONVPER99	JUCONVPER2000	JFCONV98	JFCONV99	JFCONV2000	JFCONVPER98	JFCONVPER99	JFCONVPER2000	JMCONV98	JMCONV99	JMCONV2000	JMCONVPER98	JMCONVPER99	JMCONVPER2000	TOADPR98	TOADPR99	TOADPR2000	TOADPRPER98	TOADPRPER99	TOADPRPER2000	ADPRBD98	ADPRBD99	ADPRBD2000	ADPRBDPER98	ADPRBDPER99	ADPRBDPER2000	TOJUPR98	TOJUPR99	TOJUPR2000	TOJUPRPER98	TOJUPRPER99	TOJUPRPER2000	JUPRBD98	JUPRBD99	JUPRBD2000	JUPRBDPER98	JUPRBDPER99	JUPRBDPER2000	TPRSTA98	TPRSTA99	TPRSTA2000	TPRSTAPER98	TPRSTAPER99	TPRSTAPER2000	FPRSTA98	FPRSTA99	FPRSTA2000	FPRSTAPER98	FPRSTAPER99	FPRSTAPER2000	MPRSTA98	MPRSTA99	MPRSTA2000	MPRSTAPER98	MPRSTAPER99	MPRSTAPER2000	TPRSTJ98	TPRSTJ99	TPRSTJ2000	TPRSTJPER98	TPRSTJPER99	TPRSTJPER2000	FPRSTJ98	FPRSTJ99	FPRSTJ2000	FPRSTJPER98	FPRSTJPER99	FPRSTJPER2000	MPRSTJ98	MPRSTJ99	MPRSTJ2000	MPRSTJPER98	MPRSTJPER99	MPRSTJPER2000	PRIBUD98	PRIBUD99	PRIBUD2000	PRIBUDPER98	PRIBUDPER99	PRIBUDPER2000	TOTPRI98	TOTPRI99	TOTPRI2000	TOTPRIPER98	TOTPRIPER99	TOTPRIPER2000	REMPRI98	REMPRI99	REMPRI2000	REMPRIPER98	REMPRIPER99	REMPRIPER2000	SENPRI98	SENPRI99	SENPRI2000	SENPRIPER98	SENPRIPER99	SENPRIPER2000	ADTPRI98	ADTPRI99	ADTPRI2000	ADTPRIPER98	ADTPRIPER99	ADTPRIPER2000	NPFPRI98	NPFPRI99	NPFPRI2000	NPFPRIPER98	NPFPRIPER99	NPFPRIPER2000	CLIPRI98	CLIPRI99	CLIPRI2000	CLIPRIPER98	CLIPRIPER99	CLIPRIPER2000	ALDAT1798	ALDAT1799	ALDAT172000	ALDAT17PER98	ALDAT17PER99	ALDAT17PER2000	ALDAS1898	ALDAS1899	ALDAS182000	ALDAS18PER98	ALDAS18PER99	ALDAS18PER2000	TOPROD98	TOPROD99	TOPROD2000	TOPRODPER98	TOPRODPER99	TOPRODPER2000	ADPROD98	ADPROD99	ADPROD2000	ADPRODPER98	ADPRODPER99	ADPRODPER2000	JUPROD98	JUPROD99	JUPROD2000	JUPRODPER98	JUPRODPER99	JUPRODPER2000	TOPARD98	TOPARD99	TOPARD2000	TOPARDPER98	TOPARDPER99	TOPARDPER2000	ADPARD98	ADPARD99	ADPARD2000	ADPARDPER98	ADPARDPER99	ADPARDPER2000	JUPARD98	JUPARD99	JUPARD2000	JUPARDPER98	JUPARDPER99	JUPARDPER2000	FPRCV98	FPRCV99	FPRCV2000	FPRCVPER98	FPRCVPER99	FPRCVPER2000	MPRCV98	MPRCV99	MPRCV2000	MPRCVPER98	MPRCVPER99	MPRCVPER2000	ADPRCV98	ADPRCV99	ADPRCV2000	ADPRCVPER98	ADPRCVPER99	ADPRCVPER2000	AFPRCV98	AFPRCV99	AFPRCV2000	AFPRCVPER98	AFPRCVPER99	AFPRCVPER2000	AMPRCV98	AMPRCV99	AMPRCV2000	AMPRCVPER98	AMPRCVPER99	AMPRCVPER2000	JUPRCV98	JUPRCV99	JUPRCV2000	JUPRCVPER98	JUPRCVPER99	JUPRCVPER2000	JFPRCV98	JFPRCV99	JFPRCV2000	JFPRCVPER98	JFPRCVPER99	JFPRCVPER2000	JMPRCV98	JMPRCV99	JMPRCV2000	JMPRCVPER98	JMPRCVPER99	JMPRCVPER2000	PRCVFB98	PRCVFB99	PRCVFB2000	PRCVFBPER98	PRCVFBPER99	PRCVFBPER2000
1	Albania	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	270	262	264	8.026159334	7.74460538	7.739665787	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3581	3734	4090	106.450654	110.3754064	119.9061859	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3581	3734	4090	106.450654	110.3754064	119.9061859	202	185	138	6.004756243	5.468519066	4.045734389	142	136	146	4.221165279	4.020100503	4.280269716	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	93	-9	-9	2.764565993	-9	-9	7	5	9	.208085612	.147797813	.263852243	-9	-9	-9	-9	-9	-9	-9	42	244	-9	1.241501626	7.15332747	534	210	755	15.87395957	6.207508129	22.13427147	-9	-9	-9	-9	-9	-9	3	-9	10	.089179548	-9	.293169159	36	33	46	1.070154578	.975465563	1.34857813	-9	-9	-9	-9	-9	-9	79	155	223	2.348394768	4.58173219	6.537672237	-9	-9	1	-9	-9	.029316916	-9	-9	-9	-9	-9	-9	9	-9	-9	.267538644	-9	-9	-9	-9	-9	-9	-9	-9	30	-9	287	.891795482	-9	8.413954852	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	642	-9	539	19.08442331	-9	15.80181765	-9	-9	-9	-9	-9	-9	1190	-9	1584	35.3745541	-9	46.43799472	-9	-9	-9	-9	-9	-9	1499	-9	1884	44.56004756	-9	55.23306948	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	387	-9	302	11.50416171	-9	8.85370859	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
2	Argentina	-9	198459	-9	-9	542.2377049	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	922948	1062241	1129900	2556.642659	2902.297814	3053.783784	2607	2668	2653	7.221606648	7.289617486	7.17027027	-9	783	876	-9	2.139344262	2.367567568	-9	-9	-9	-9	-9	-9	-9	4446	4744	-9	12.14754098	12.82162162	-9	-9	-9	-9	-9	-9	-9	-9	107864	-9	-9	291.5243243	-9	2888	3023	-9	7.890710383	8.17027027	-9	340578	359232	-9	930.5409836	970.8972973	-9	-9	-9	-9	-9	-9	-9	298154	394495	-9	814.6284153	1066.202703	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	14720	15994	-9	40.21857923	43.22702703	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	116	-9	-9	.313513514	-9	-9	27524	-9	-9	74.38918919	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	30145	30956	33007	83.50415512	84.57923497	89.20810811	20323	21017	-9	56.29639889	57.42349727	-9	8840	9050	-9	24.48753463	24.72677596	-9	982	889	-9	2.720221607	2.428961749	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	538	499	-9	1.490304709	1.363387978	-9	8302	8551	-9	22.99722992	23.36338798	-9	8832	9027	-9	24.46537396	24.66393443	-9	538	498	-9	1.490304709	1.360655738	-9	8294	8529	-9	22.97506925	23.30327869	-9	8	23	-9	.022160665	.06284153	-9	-9	1	-9	-9	.00273224	-9	8	22	-9	.022160665	.06010929	-9	-9	-9	-9	-9	-9	-9
