country;country_text_id;ELF85;legor_uk;legor_fr;legor_so;legor_ge;legor_sc;protmg80;no_cpm80;catho80;muslim80;ht_colonial
Barbados;BRB;0.077;1;0;0;0;0;33.2;60.7;5.9;0.2;5
