"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Czech Republic","CZE","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70324.770609352","84856.0083068683","94762.0057440928","114622.14632248","132467.19731493","153617.520554595","176277.219310727","190091.236223608","208501.187979103","218052.073832199","232021.295237289","251385.758772117","262985.789036607","275689.871628384","300324.964909144","319739.686243049","343083.36682487","372869.320664448","387508.025102163","376334.075582233","378299.493718501","384310.32590428","386261.539932555","389768.117088848","409847.675330799","435782.030045536","451243.629293496","476407.243121343","",
"Germany","DEU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","5147.42185386898","5702.79429394224","6187.91138120242","6870.29781191924","7432.83407097708","7815.03473708586","8509.39651722463","9087.45731789996","9701.21328840844","10531.4490463205","11238.6596953814","11751.9506712505","12253.4363670776","12829.1777553742","13500.3192887216","14139.6857725442","14890.1190505416","15268.6428852959","16039.5808878408","17012.2832855942","18355.5888646774","19744.070454962","21027.3296494452","21545.4455493527","22474.5472489201","23248.351016603","23516.1322618123","23978.7345782924","24598.4033945341","25150.7172761961","25744.3276676059","26470.5766277261","26783.0077394429","26898.917607174","27517.2432681753","27899.5528791265","29052.5990249325","30549.9068319191","31198.8426953143","30039.2026808231","31549.9738129079","33673.2553403344","34295.7012699764","35045.1831814021","36286.7286142068","37323.8644947579","38370.3833755953","39636.0551609407","",
"Djibouti","DJI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","142385.21826166","","135329.265392695","132970.007882813","128979.688541918","136159.336583119","135425.414109722","138135.838479223","133916.361490392","140405.324198301","140319.929947905","136394.990072738","135162.40943002","134285.319682874","136084.610890745","136521.020535575","138841.371291","140782.422365492","145726.620222379","153583.772731047","160789.475700092","171619.72750839","186178.190812476","215766.999540668","222801.252330195","235656.397374833","254316.422557299","273006.235920947","262558.437271381","283490.688078021","313073.357206167","332733.537189083","342571.242495964","",
"Dominica","DMA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","1687.1716500252","2077.68624228873","1982.62194194194","2610.04015189739","2941.16027860697","3215.70383131568","3563.96934994047","3971.32700470268","4380.97604660321","4997.42948305375","5665.96154483902","6439.55698196314","7016.51492097358","7667.95774469165","8375.83213348014","8904.56953642384","9309.42985535739","10001.1811189105","10385.7443111759","11092.4478178368","11562.3478863087","12384.5013515436","12814.1753572808","12922.1826740915","13184.350509545","12884.208868011","13224.4132795001","14087.1225791784","13925.1093774336","14880.9496236248","16035.4446793517","17405.9923460056","18538.8072273933","18663.5764277716","18862.3260548258","18213.7943478985","18720.2168508287","19422.9038995301","19959.0333779831","21127.2887970303","18142.210348326","",
"Denmark","DNK","GDP per capita (current LCU)","NY.GDP.PCAP.CN","9424.91075492788","10385.1403132953","11611.1085801726","12262.7314049384","13905.7513396661","15499.1491780227","16875.9368930673","18398.5694300769","20344.593002545","23011.775558581","25983.4274645717","28557.8081233481","32344.1640709705","37019.1448946914","41266.946227348","45964.4946838471","53120.9266419009","58734.3534406266","65215.6791754633","72349.3057478686","78248.2700169255","86063.4195907038","98359.2591362321","108440.514893836","119752.469814358","129838.701634495","139173.96115327","145976.886396475","151640.817574212","160101.110666458","166420.375732916","172778.329852096","178485.391685375","178942.487301075","190789.792131659","198052.575270289","206727.855242013","216864.891539077","223593.332024941","233289.720261889","248503.263156002","255939.828128887","262330.561906394","266530.243346998","278655.674145526","292647.6427788","309394.122640913","318385.926929867","327920.327958554","311807.600629719","326429.249832768","331537.587163401","338903.263697579","343668.810236705","351054.093444199","358293.673087436","366657.181115256","377809.983729345","",
"Dominican Republic","DOM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","204.126025108362","192.026654148682","234.034347756695","258.558967830732","272.914291705384","228.953829749716","245.890475149168","250.853977434293","253.904388797713","281.189400313616","329.882832191235","359.848623894812","417.526797640472","479.564514189367","582.869954674525","698.882607256208","748.287687121631","847.600596097648","854.042659199927","968.792608648696","1163.88137646923","1272.17703909976","1360.03369074919","1483.6383202381","1825.37488357213","2419.81020999695","2683.25470509355","3311.87660984557","4758.65511588923","6019.22181044641","8394.78973871567","16865.7223509485","19423.751849589","21482.4649394039","23831.8270791941","27130.1934399613","29299.6661897771","34343.5763483969","38408.219348812","41584.4654691977","45932.5389349197","49133.3650104644","54055.1159524404","70096.7732967876","102821.590700119","117286.848169745","134601.875164464","153447.217090948","172431.819837452","177731.78488861","200364.183437336","220424.154204184","234960.905469746","254809.286348725","276529.977885504","294408.739747012","313032.649743994","335576.095045248","",
"Algeria","DZA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1208.70006960969","1053.97991329836","845.262829323106","1113.44455332005","1168.14450588282","1226.26773270382","1156.21405938722","1246.21415274913","1383.71256571865","1485.97737145866","1650.27271413936","1667.25807946988","1971.66641315104","2183.23924155939","3399.1990330836","3677.30813013915","4294.13999421416","4916.07550266294","5741.10830763737","6827.91484844351","8403.26800762138","9597.03299754749","10089.5708389231","11008.8947677319","12222.6089258935","12908.8559089476","12886.5585110832","13533.7985066162","14212.2330194524","16759.2645078295","21449.2177654014","31802.723247121","38563.5699578538","41963.1875201336","52587.5009788538","68868.6517243906","87381.0392053562","93024.2208418227","93305.8118426152","105253.797842416","132233.159414257","133802.62883951","141358.551133197","162091.096465649","187295.504527171","227165.497376762","251692.142543434","272678.298266744","316795.093944573","281060.529928021","332014.076286331","396228.819476866","431498.270224015","434234.309570609","440479.12279893","419163.414053256","431588.596694897","450022.948756989","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","379.212132194392","343.590772943275","315.2950685328","368.1001801446","439.863757787244","454.447603949549","449.183590978757","458.560162068049","450.355144544336","527.246902249127","471.160029424324","440.546117796357","495.349689852289","588.315096562025","970.270097728724","1105.98805763124","1265.78366796441","1494.53638167707","1573.80500871703","1822.84877505789","2240.71538135097","2664.03460555866","2373.45912159505","1992.07955926724","1915.78479492452","1894.86113111693","1650.70184039394","1466.599096035","1339.50038483748","1391.56513781127","1490.68676331029","1623.17725186622","1689.31006353924","1728.5087061676","2027.18363514101","2134.56499550766","2158.07123888356","2360.41832477386","2299.25767959825","1583.67121174324","1450.56513012215","1903.7415713596","2183.96679635803","2440.46890497314","2708.55789200118","3021.94254731609","3350.78654130881","3590.71808551266","4274.95206457671","4255.56570141121","4657.3023611471","5223.35176320248","5702.10431276527","6074.09082895834","6396.63048339218","6150.15595531519","6099.31530342138","6273.48889235625","",
"Egypt, Arab Rep.","EGY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","54.2588190861397","56.4143538415537","57.2612755916472","62.1728922091782","68.0886254185164","73.3742272791871","77.144602925343","77.9122875712166","76.069757555586","78.7507292464824","91.3535085456876","94.1266498513721","98.0840681162782","106.620594761528","115.909854652241","135.414931960032","167.242751084636","200.112234838005","232.588507154743","293.168493608879","374.088919915948","362.272573648216","484.178179985088","558.887449228437","646.627344221078","742.954111031006","854.523596990938","970.485391000744","1129.2952083271","1374.838628316","1668.63445348695","1914.81572068813","2316.96107452093","2532.81889475062","2800.19063697857","3201.78868238642","3532.8475354831","4019.58443120469","4265.48370585224","4482.22282814155","4865.10540413219","5036.01586703009","5219.71875014723","5643.26900204918","6437.88504187192","7013.7142795667","7903.11570836943","9364.16549362096","11061.8538473776","12638.0855146076","14345.90826423","15962.0364540968","19071.1523204293","20715.4345453789","23199.4387347806","26060.4354710604","28314.7387097958","35570.3528223296","",
"Euro area","EMU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701.184063782835","789.468504349886","1061.50073101334","1197.12286649328","1414.65463603753","1563.46497540608","1702.26718189158","1700.80335818195","2003.89563077823","2433.11689834275","2816.3292378575","3230.69942874569","3962.83391769551","4253.07876756075","4579.10640409497","4878.94004139327","5013.5194238295","6622.84966779837","7413.04226526132","8960.17377740134","","","","","","","",
"Spain","ESP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","142.941926908554","162.292486381418","187.590111015033","219.785579485805","243.497041667781","279.384666072401","320.817814495059","358.877882585068","399.902651316544","453.388565085299","508.624895610707","567.15944927156","658.319851693144","784.955386053773","950.809351168048","1104.3861244648","1315.03014349624","1651.49728697464","2001.99477020118","2321.38231679265","2668.00996981556","2972.36503887019","3397.70200146306","3849.98185951439","4326.44429622427","4790.0026727659","5467.52495761006","6098.00954198695","6774.70615361197","7579.57959670302","8433.89788985205","9224.90935261724","9886.90296170471","10175.9818727357","10771.312007846","11563.1966025619","12233.4873541271","12932.6701747835","13774.0842053338","14715.5728191399","15930.0967879403","17124.1357369909","18084.9583305557","19045.1967631756","20069.4773611463","21317.2679042328","22703.4880191752","23897.4883986383","24289.9948918602","23274.0171429141","23207.5357016591","22900.8822490495","22231.0687210831","22001.1156145388","22327.8895611318","23278.4780015998","24067.4936126355","25031.9730331297","",
"Estonia","EST","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1934.70584713991","2577.91697336948","3211.61564376739","3642.6055220336","3868.89107235852","4417.20662712914","5025.78489534369","5635.87283865589","6353.50465448815","7124.62441745257","8313.03766308059","10039.8018280233","12118.0276426888","12353.147955635","10600.0038965467","11052.8046715109","12556.2333184425","13559.3456848739","14364.4315578867","15260.9364456903","15700.0903902746","16478.804976478","17925.7612055407","",
"Ethiopia","ETH","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","419.779310729748","429.624331607249","463.239518336302","424.085384068206","481.009186613946","484.004047413233","501.033481422867","502.569768439749","511.344953335434","524.109403143284","559.405894488484","569.368517532065","704.652952472866","722.814446678268","836.233269027958","912.996576392641","915.371939494674","856.847699079489","894.804175132651","1009.35571190855","1000.82607585847","951.344420923886","1019.99360839369","1170.20388437268","1398.32890688676","1682.31419639212","2139.60378767964","3007.83633162618","3956.68441695751","4399.8260395037","5720.12323242383","8084.08353827953","9136.28282410905","10895.0346449806","12996.1151775575","15051.0634453245","17213.2250408018","",
"European Union","EUU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","634.729431822132","714.423179530173","759.780195362604","819.314334704969","918.980995892531","1012.94176608092","1081.89967973326","1180.33242663943","1347.12933254281","1538.5297785256","1743.02529119314","1913.07447501412","2217.73609557775","2684.09050335817","3364.88920119371","3873.18034401372","4383.37856859904","4794.29142024883","5286.87906730902","6118.09490229165","7047.12906171835","7936.30952232142","8873.3363400735","9841.86497471985","10958.6560539211","11889.545237389","12756.8189202697","13736.6809384113","15516.8896837974","17309.1414803608","18251.5310048409","17344.7366636483","16829.062798989","16924.6811424258","17838.4551482774","19295.2333592415","19915.8056681015","21545.0495978957","23359.279464162","24571.4139689794","26324.4780108377","27840.5507470305","28513.8362934416","29075.1185398696","30312.1243907048","31335.1109091408","32777.2912430587","35279.6139708663","36457.0776634693","33907.730679389","34884.9003384451","36536.5742486645","36903.2268551125","37385.3735595624","37622.1822821226","38315.6879667256","39319.578920398","40646.9320182549","",
"Fiji","FJI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","226.749299670044","228.168073170971","231.5116811401","235.667388035066","246.864246864247","251.787627483654","251.299535610215","268.080579939456","292.247620727532","312.562541939889","368.471305153027","398.607226096264","481.380362334059","610.532081348909","795.913602694079","975.381506950286","1061.23995778867","1103.36777215219","1152.38493792515","1371.11487954075","1548.51217227727","1622.53919241729","1666.12291566272","1666.49416172666","1820.90506963502","1849.89763384533","2034.24127546107","2030.13613218331","2196.10273378548","2420.95072754974","2717.43605790609","2776.44454657071","3092.28225554074","3339.6200925531","3490.29016530685","3573.05886024206","3808.91193612042","3812.90517872008","4113.00550408277","4743.12270147081","4419.00192672052","4641.74090968267","4940.32911972794","5376.43945590893","5775.9478172038","6186.7447375754","6491.89580510774","6568.12911170419","6657.93321791923","6589.55170798869","7005.5678818536","7806.01728086949","8138.20724911744","8770.71517480093","9552.88178224126","10256.1343452719","10887.2223953002","11552.707779773","",
"France","FRA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1007.27106926895","1084.23307741672","1193.64047796774","1319.36848827793","1444.53590948307","1537.09202732285","1648.05558200974","1765.9898485835","1905.94645055955","2157.96464838281","2415.63890678013","2671.32003380842","2954.8580277643","3358.73417964066","3885.62754869789","4347.7384132963","4998.2496812106","5602.30099585384","6344.45582389524","7223.03119026797","8163.41915804515","9174.73131278939","10490.5541438494","11583.9573715383","12520.2828387196","13340.6082990176","14257.9665991927","14891.1693977051","15997.0818420746","17137.7568542623","18005.3912298996","18642.7227601773","19217.6654562641","19322.9817607351","19887.4573399665","20460.768307037","20957.3394518443","21558.9129038276","22461.8604157811","23158.2645524671","24273.9175046173","25069.4985106123","25690.8363489474","26197.5899514058","27175.2149493273","27950.6669829514","29049.2122451727","30326.0609220222","30949.5975214846","29925.9845651426","30683.7689471934","31501.0955687144","31812.5298879654","32079.2725185633","32416.9433868329","33012.7778794062","33331.9732727759","34150.7708912083","",
"Faroe Islands","FRO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159059.682267067","167309.37213712","181704.684921072","202247.191011236","209633.862965522","204173.09375912","209563.176370396","214973.594283939","242151.168798958","255985.799207398","253748.582035681","249397.118535771","266570.545829042","272671.16524029","280483.294291703","301105.709069276","322963.842594488","340310.425814357","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","1320.06247056199","","","1275.86755810252","1296.37858253721","1355.12546049271","1436.90682424461","1528.0646936085","1682.20326116661","1756.18510447379","1908.90372736544","1909.35063220721","2065.00427684183","2019.91526988112","1906.88005751046","2029.28915907537","2046.63964532166","2170.9202099933","2240.02146223114","2257.77366497481","2296.26085979629","2252.80313763758","2355.5444649516","2397.45183755346","2441.50155122861","2516.01868335918","2693.02327818392","2861.77134805435","3000.94811922527","3150.91060162507","3047.58442460126","3057.24558957843","3018.00867541869","3143.74910660682","3187.55684832866","",
"Gabon","GAB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","69488.4056780666","81550.1415205676","87852.4052286556","73315.4207625929","100894.49682983","104223.199145182","111324.690309037","120616.153536419","128827.52843836","143052.647602178","151664.616229297","174662.764590822","176962.860633185","257916.400505266","583795.092163293","711695.571603593","1083357.18697742","1016833.29060925","776126.621488574","905931.277958998","1240058.75261774","1403849.98669051","1550358.28155258","1642031.32603909","1925792.27628845","1807646.20490673","1381785.10176114","1124805.12976371","1266947.54641925","1441256.52099777","1701931.92272309","1558132.45037175","1473370.51945105","1484085.37436597","2197831.20785368","2278902.20110354","2614735.80647652","2721732.18806573","2258321.20926484","2390959.82338044","2930822.45301441","2914637.96257345","2859430.82905017","2843238.61985053","3003604.29700815","3600961.7097823","3734245.35797636","4003227.92277428","4520158.99391504","3590344.18693761","4335711.01048037","5056612.71969081","4989984.28965567","4782188.09407073","4791960.22520503","4405539.16764024","4197744.66300903","4315530.15549072","",
"United Kingdom","GBR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","492.96673221374","518.766196363636","540.590041539906","568.791135433364","617.643121777778","661.055566115068","699.867390760954","732.762245502661","790.161804689948","846.811960733563","978.221717201205","1088.8034420501","1213.38517865356","1398.60595320964","1568.25610483121","1943.48501933276","2302.89037380794","2683.86951286103","3116.97325513345","3685.40865441755","4316.79631303044","4776.6147761765","5235.2146791574","5733.79496097907","6149.1183804806","6741.80712989724","7238.90074972748","8027.26310053951","8987.98589320919","9925.44927825291","10754.5670135331","11283.7120108374","11673.589913457","12261.7982476156","12878.0161734719","14583.628854188","15524.7782460659","16260.4000202068","16915.3934195553","17543.9457503371","18493.5389241492","19053.9450378895","19873.2100510761","20931.5627355659","21839.2524293022","22952.9522970121","24051.1336500412","25057.1311853537","25441.5701653187","24560.4947117096","25291.6669620744","25997.0617897701","26599.8276303251","27466.0178499246","28543.6434311524","29109.0458345341","30025.2616163913","31044.0300687833","",
"Georgia","GEO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","0.000994492044063648","0.00105881463180982","0.00112337111188776","0.00116270440095985","0.00124990809499302","0.0013835287264254","0.00144126831611818","0.00145055049580292","0.00153211549793754","0.00168243953732913","0.00180924104657636","0.00191138540899042","0.00205850735344571","0.00220569843327194","0.00241524084691436","0.00252926561765562","0.00273060273060273","0.00286167121599014","0.00288027231665539","0.00305049543507421","0.00302386926590748","0.00291210543097035","0.00299357014862443","0.00306844511240529","0.00299793891699457","0.00312369845897543","0.00397030542401621","0.0306145480660716","3.3387428478345","186.576885888477","522.187348235897","861.24992054733","1047.13053905883","1183.45141808575","1363.58771683495","1482.18364098158","1662.52565713339","1874.07260247409","2167.17229626827","2501.51386915843","2977.84362630191","3553.783519416","4402.35316526487","4956.50385483336","4715.25403872802","5477.96013379535","6480.59867929902","7017.4759198771","7221.55777467356","7837.38548658558","8524.34977560514","9129.01584113228","10151.9788987875","",
"Ghana","GHA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.0130631766188079","0.0135439411324978","0.0139299275248593","0.0150614122237326","0.0164508512849699","0.0190129133476747","0.0192371250661514","0.0186659690095271","0.0206786992368344","0.0238289545495738","0.0262766600794721","0.0283213173536153","0.0309900080067612","0.0374434057520814","0.0485200550254907","0.0537359505104407","0.0651071804261038","0.109549759614677","0.202675184960663","0.267487408747242","0.396703285716349","0.653252206747766","0.752526134421113","1.54717163543889","2.19768928316898","2.69771822273083","3.90248358248318","5.53354746530147","7.58755422718315","9.95662881377199","13.1306867665737","16.1410069500916","18.1253327922004","24.3582962516368","31.8735121867042","46.2499046118464","65.9778810269616","80.1496432581596","95.8944681821201","111.376946328346","143.369983740225","196.022419362354","245.235494231681","323.560450734986","380.662678204731","451.493637385445","845.88711156232","1020.01021840677","1295.29440345016","1531.03458604606","1878.34141451097","2381.05272807724","2926.79523907175","4693.26772905944","5764.75415560457","6540.26806757728","7625.02636604997","8901.80610633507","",
"Gibraltar","GIB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","127213.350728527","162520.256962625","203622.687214598","249347.907307528","291420.726113515","356574.943025376","438349.313890938","437392.401981451","437953.891227154","465240.326949998","477649.377464786","497048.400645336","521940.713113984","554924.438126324","594026.098768174","615192.763070553","637945.892302414","734807.915231269","859591.301084515","1105780.00204551","2198854.65946825","2611730.71233876","3104384.40157076","3054833.01132077","3635614.78094193","4093788.85871264","4729710.1113339","5015737.02511525","5215637.63154981","5444235.1519861","6284243.11088064","7722547.83609191","",
"Gambia, The","GMB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","193.419569797638","205.841874049753","201.522878428239","215.925727057031","243.580714756811","248.80811136173","249.505309363403","261.298613280094","324.225735491937","399.65839522521","465.5031887981","573.831723198089","631.173711896673","668.392927026422","686.500962160534","696.158206363495","763.101309760726","836.554234906526","906.570209269951","1200.59391118105","1677.03945660582","1940.99176123115","2121.99750904454","2445.30380031278","2724.99792759225","6349.26639796186","6485.3379237699","6824.71880026737","6898.66323183476","7035.85553866311","7577.53987387709","7265.92762254591","7703.42075069943","7766.18703049974","8127.33511710898","8487.65197816599","8782.70368910183","10261.0564660603","12427.6673437854","12350.0558092901","12330.4769013984","12910.6578061693","13491.9915496433","14636.2438703067","15756.295692637","15154.3522165781","16198.0994659083","26437.3151185585","27397.5794085336","29965.7676091414","31049.6264733577","33048.3136403401","",
"Guinea-Bissau","GNB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","60.732172283434","58.2312572977022","63.6887887901388","69.7239117787063","78.1010345343295","89.1907202589695","94.3276592922837","89.9508613874223","107.96618875199","114.257465973132","105.986859027988","125.380260697575","148.937391613464","172.954983708245","292.999214253375","393.667767637678","811.492188805437","1584.34513155231","2907.29459835028","6004.62175777931","8103.0844232821","13955.5255482546","22715.5837410613","33752.2785418288","41967.9390341263","62097.764795686","94664.187703829","132865.484980847","101507.190092632","113198.138998062","211992.31999897","226865.702257651","224068.686834328","209564.472351692","207781.715043193","224150.841735236","219065.471104696","230687.889966375","261471.015456757","257276.031864024","270274.699848317","324710.522919468","308324.66518409","307263.570394203","301824.778588249","350023.451335931","384802.390375492","421209.131174572","",
"Equatorial Guinea","GNQ","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","8512.12917475913","9962.56536058035","11474.7455398093","14004.888318505","14556.2155103416","15197.6553980371","15682.6047857496","15366.7305613699","15148.3614178751","14956.2761464666","14372.575490883","16834.6849523701","20160.6378003608","23050.5068393475","27497.4820971157","32022.0369146698","","","21943.099578968","25111.631730374","33488.8186169426","40539.8305111694","47855.2214525298","77759.4980161384","70368.7325808991","71901.0380010918","74427.3760582214","67990.8110340032","71515.6468609288","71006.9285831003","78339.1053020117","81859.0255200697","114892.06634643","140245.492016773","226941.318971983","474039.665391197","385915.383122189","648240.53239493","1212271.29588181","1674171.26525177","1889653.57776854","2079055.87861407","3214797.33022266","5723362.9540866","6657451.17814942","7554126.20112453","10184159.0109832","7805338.40202131","8487287.40495256","10122417.8651098","11005765.4923536","10002824.4625586","9515338.79216309","6632204.31703887","5466935.07855161","5644938.19178048","",
"Greece","GRC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","46.9863304417753","52.5858264716214","55.5199384297284","61.7714259769742","69.1082360242944","78.2616611540159","86.425746295038","92.6298784627701","99.8699514287365","113.063451382027","131.506131262307","145.404740734836","167.171423981294","217.494567753071","248.929862033367","296.719442270808","363.466475841165","420.117056717859","506.081511064894","620.236686105466","737.29709240493","874.83152523036","1093.53001523161","1297.13664384769","1605.22874297897","1950.9971412178","2323.69240027277","2608.88510133647","3163.05907860958","3739.72681296929","4466.00612231769","5449.75899538824","6252.11084923918","6998.4541531096","7896.99410877395","8811.04460425824","9712.37494344318","10759.7221772776","11684.3849764969","12431.9348303586","13071.4219797353","14011.4148401069","14993.6190093911","16371.1344729673","17682.6408350198","18133.85071183","19769.0028875639","21061.2446353446","21844.5444288287","21385.9564183615","20324.1180357657","18643.0219041164","17311.3370280935","16475.2211608149","16401.9193359635","16381.1359849284","16377.9158926838","16758.9226831633","",
"Grenada","GRD","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","2140.45880644017","2677.24723541365","3116.92460030711","3364.20688725353","3447.64586185576","3638.1185399233","3707.55421159556","3991.70998283201","4532.92924348888","5057.68462099198","5841.47552827531","6507.77379616977","7451.14158296256","7798.53826739923","8419.00076720509","8615.74517994197","8509.15924927522","8830.56083698003","9215.15934367363","9828.37513393389","10471.6540416527","11883.8375662577","12829.2551408687","13817.4927917023","13796.8885310607","14289.027424094","15587.2986568987","15757.6780704489","18237.1834597713","18269.5145217366","19775.3142316529","21458.0515731743","19966.6717803176","19887.2321522397","20008.2893171544","20474.6077492629","21481.406679319","23138.8021812712","25199.8296247063","26709.6946429736","28217.7806631115","",
"Greenland","GRL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","11237.0732758621","13919.1504237288","15265.6086956522","17303.2673469388","20922","24466.6048387097","29286.0684104628","34302.0141700405","39901.162601626","44616.935483871","53446.2151394422","60862.7450980392","65106.7961165049","73051.8234165067","74554.0796963947","82236.8421052632","91196.261682243","99556.3770794824","110383.211678832","122911.392405063","113417.26618705","117153.153153153","113291.139240506","108913.043478261","115279.279279279","121379.928315412","124221.824686941","126446.428571429","137344.028520499","140713.012477718","153612.099644128","160425.909494232","163048.278542281","180898.440940721","192136.8452496","194837.97312725","210862.36657625","216555.565378835","226187.686408181","240803.934449514","247394.780774976","253332.747407277","266088.716775216","265439.158684914","282916.77768896","302165.235057205","324196.419036771","","",
"Guatemala","GTM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","247.841986231897","248.308208470062","256.168506729799","274.789958024245","274.619789706883","273.40401370429","277.410244610528","281.652804930581","303.203451304358","313.858957770105","338.682043021158","343.362488928255","353.660911338709","420.867798176109","504.330462406362","566.685442716882","661.487898407295","810.063888696738","875.495024016766","971.356509049562","1081.72504300498","1152.81780403317","1138.75974075938","1153.23767959924","1177.43645106981","1356.77408902362","1876.85073265673","2050.0958663788","2323.41816721939","2616.94838883969","3704.40678152722","4987.97618332073","5560.6091397433","6463.95277165245","7340.44477859819","8181.46543652974","8967.92356937012","9907.88099599968","11139.5808021215","11880.6145811223","12852.6586673485","12325.2420561184","13310.5758995358","13922.9974767504","14881.7052324023","15861.9798736132","17155.7780962066","19106.1781188289","21124.0703222168","21511.7460487627","22767.1846834553","24818.6209444819","25847.7899278438","27128.2314412974","28514.526997388","30034.16923095","31469.1919520549","32852.3842754514","",
"Guam","GUM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21536.5038969302","22572.5046603345","24396.1062372311","26495.8775773033","26555.6452019565","27540.8391300242","29056.4969975163","30025.5603494294","30700.4340081784","30862.1099963677","32499.234245779","33272.0187061574","34404.5673958016","35291.1364240375","35562.5675277478","35675.7941654641","",
