"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Kenya","KEN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","697.296926508616","677.395020786489","718.602192706153","742.948414432994","775.421343353162","749.94431703968","846.831442792715","867.006142311121","920.412730801843","958.527072293755","1017.83676007057","1089.66628734051","1245.69774135766","1401.93196216524","1632.14810124488","1774.64657773266","2077.06042794075","2560.38338433841","2717.93517918259","2975.44789416385","3313.66618333406","3669.22169912489","4000.57405052442","4363.75004358695","4712.42130395932","5130.04151140705","5763.89203079737","6210.22894773401","6779.78982821526","7529.00341810298","8393.69944425185","9273.52345973659","10594.150401581","12953.7087705677","15091.5512545612","17013.2005405015","24442.3938353261","26604.6130784731","28579.5710505709","29637.7733269278","30773.3566444751","31564.7964409553","31172.7801362371","33160.0863640908","36331.6181577093","39273.016238663","50254.736242664","56486.7442181832","63426.780792357","71170.1538705323","76646.2720620713","87695.8156383439","97633.42784846","105853.748497915","117386.964480681","133037.313560331","148450.564960064","164923.315078823","",
"Kyrgyz Republic","KGZ","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.40722868310573","8.08363360515835","8.70574579222287","9.74676625979231","20.7231830809212","164.171501971032","1185.53368609826","2662.00084162034","3540.28155424963","5055.5915651197","6533.87701217954","7167.41455231705","10070.2421287497","13342.7037399967","14940.7089846515","15101.4286573026","16630.3015882458","18483.1038062962","19544.2606438616","21807.4697225203","26933.73699795","35345.4603568541","37379.0983225902","40450.3203069072","51860.3525187684","55370.1134255957","62118.819497867","68664.8958958101","72267.3538249761","78350.3906571264","84049.9822529121","",
"Cambodia","KHM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","3896.98679043823","3831.0815994851","3831.76658868773","4123.7133893091","4327.51169810141","4700.64542644982","4859.70192410786","5040.89477528454","5502.51112193255","6061.76542159651","5704.19833283011","9736.8235980279","11281.1355160824","23114.4643047768","62837.5193721665","","","","","","","","","","","","","","","","","","","683487.714273533","688781.5042806","791632.890363952","838041.147829385","898144.178859903","1010569.23144244","1125587.58454904","1166409.23119916","1260492.0025869","1328128.17481879","1442074.66510087","1641102.42505441","1940761.21509388","2215259.13401243","2562182.30068482","3023548.01238197","3055791.06759105","3288059.27189955","3581586.25819462","3835831.59513661","4082286.20718577","4416064.34743717","4731565.18765907","5154165.65014018","5607716.87402724","",
"Kiribati","KIR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","250.302864512095","257.703027390678","299.333636225958","414.633236325647","671.018756895918","762.692816618028","600.961109026922","615.08537229361","685.026533939163","651.693843366492","572.978985153103","598.672941646018","656.598818122127","679.963735267452","748.824982075998","718.716310172961","732.6230959431","713.637917961374","795.970939824597","733.841377363816","704.303154173342","827.679782903664","869.344246947264","911.264015636762","978.205579684627","977.743470989322","1077.21748387342","1134.8897535668","1275.29123237278","1289.68493117663","1374.30988318366","1420.95087237066","1521.41327868289","1565.08802519827","1537.39369574341","1590.46195505009","1553.06598769361","1646.29170084414","1708.15725314913","1688.30045342455","1658.05829404201","1683.25752942975","1723.40146136025","1766.6282765928","1804.87606148944","2026.34177586805","2097.01472966476","2080.23333734257","",
"St. Kitts and Nevis","KNA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","414.102939740209","418.025901978786","421.849860691441","435.428005937655","460.64490286401","473.442516357134","512.84172215559","622.625580413677","629.283220550838","696.183071990161","726.300545839367","869.760647263738","994.901412263683","1069.59111833198","1459.47531073064","1635.19739813895","1782.64021020205","2734.08565836785","3054.0613230213","3655.79282969372","4277.71066882666","5081.98885424423","5431.43108367242","5513.70511494523","6294.76041518892","7134.08226025278","8462.20027819747","9647.20775797441","11359.3897483373","12723.9001517674","14365.4565068325","14518.729914905","15806.3303353401","17018.0562777804","18807.3933164987","19733.8634911753","20788.3812048971","23046.9659261962","23326.4773563192","24467.1198688203","25771.0325516816","27884.6341595999","28761.0764777771","27730.4489493933","29788.3354526693","32088.9000843431","36060.027311522","39263.0916377077","42559.302048796","40700.3745216759","40243.3607223248","42505.9792929662","41091.8335323534","43138.666338656","46065.5179800517","46567.3613131816","47230.5794257675","48394.976753817","",
"Korea, Rep.","KOR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","9988.65601481891","11707.4372557627","13797.3668041714","19018.2235936677","26428.8844883828","28958.6985032472","36210.2708997899","43585.0367045775","54877.8593581449","70119.2413226543","86685.1213214847","104410.513198671","127137.692347319","161671.287305463","227137.080062744","297757.486559587","402058.405586194","508634.63336537","676863.717715173","858386.993676919","1035346.05374205","1273756.78817025","1445814.2468948","1691518.87541702","1926834.74683782","2137924.50396199","2471029.39669975","2888035.06056578","3427768.86919391","3852101.43042582","4611980.56426556","5517341.85913688","6246402.97529746","7016094.80681679","8199856.00855168","9512056.98464314","10568790.1470413","11540931.0874147","11331095.8056175","12374815.9912814","13512234.0908359","14527391.1232395","15992089.8711665","16932049.4534302","18219367.8330372","19089045.9705548","19944026.9281171","21429331.1440694","22515518.7958717","23357500.8920996","25533864.8788621","26687439.3906935","27439456.8446246","28345762.0217838","29284278.5965476","30660110.2614102","32037532.4317411","33622036.7227027","",
"Kuwait","KWT","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","1581.65700215815","1627.11296050726","1506.02669743198","1497.88075861124","1430.99189876275","1374.32425374983","1724.78774050044","1713.07412555991","1765.61880861181","3951.97505477626","3402.15046734443","3525.21875966871","3501.45596538733","3473.68566822608","5262.66774282652","5640.82100504402","4841.19457432513","4110.52885105279","3848.72443911889","3879.96247206089","3709.00647155769","2833.61240234082","3208.40957170284","2831.54758605807","3406.3575738269","2527.70150718108","1537.48580927767","","","","5037.71456386269","5778.67791437361","5367.23888454242","4305.87152905787","4685.12564216025","5641.86311191906","5073.11476731039","5406.20468105491","6577.32774335006","7933.6430943065","10363.1563065119","12396.6351149097","13014.6480201006","14937.7530784138","10811.8692884096","11033.4170201425","13322.131172457","14348.8135669092","13726.185497105","12236.7513119803","8758.91878487543","8267.95940565328","8807.94231297359","",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","17148.2054472182","28878.2384165723","44490.7962034168","48755.9684704582","58403.6756257936","100594.239958941","143854.412615605","164791.774840282","179372.475497866","205698.113438944","233694.337943372","292481.976507047","348119.086113476","435319.238393053","819771.575356894","1970777.12985978","2559129.30110574","2899917.40800005","3216500.72681491","3813367.61033297","4422068.38044312","5065641.73430916","5997425.42717523","6816007.11257395","7865386.54521752","8074304.87204561","9424306.49827401","11092923.5909381","12721389.0009757","14453268.1524236","16239483.9531433","17594862.6554123","19128790.6218719","20522851.6103445","",
"Lebanon","LBN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508134.461521743","504370.293786345","729925.367145441","1581772.94731044","3546886.40018541","4767367.19214411","5421662.23697658","6263892.87705455","7005238.59558574","7841121.10247779","8397370.41462759","8307234.95761007","8042366.76777836","7919082.31863301","8195667.29882762","8179196.12347979","8251272.63771828","8125738.76206089","8192135.61600552","9175844.08048421","10717591.0929989","12785090.5580619","13353863.0880573","13166790.1966669","13506082.1450393","13277911.2627277","13055005.6682525","12858241.8425666","12920972.8181248","13278948.592248","",
"Liberia","LBR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302.996475672572","302.895358680259","302.658003312587","240.033399299731","282.393919684273","290.994502074371","331.473251974769","390.841610369913","471.199371661371","463.855965376615","506.063004590787","589.165014605052","650.71362072029","715.53704589819","716.052908657476","706.059465897239","710.436009357099","694.319582848856","",
"Libya","LBY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1844.85584992858","1976.32503009819","2051.38503428507","1962.44644647255","2052.9338498864","2158.09980524564","2418.64189087755","2764.95138324759","2452.50603310325","3163.72474646688","3659.99091443945","3793.72293250371","4705.9121503967","5986.5184032912","7547.90868466135","10691.4095839444","12275.5756035729","14278.1961964785","17615.0051263176","12907.2563168461","15354.3281559504","6858.64101741487","16665.9729233601","13444.2226156679","8437.957559733","6167.73529384305","5787.86646776807","8281.9806692056","",
"St. Lucia","LCA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","2207.1489528587","2531.94991619087","3018.86904033021","3527.49289921771","3998.12842115825","4294.6608671608","4567.5235383738","4960.31446476203","5413.21921720008","6345.11416820221","6892.75509257139","7728.06987860679","8609.90120774368","10081.7336997503","10532.4809497988","11422.379425753","11487.3409257131","11843.5403140857","12501.1139522864","12765.8935330595","12877.2222442847","13809.3835477827","14329.2043667672","14339.3758482055","13598.4753634895","13592.971463981","14810.4073353917","15870.9856950034","16749.5479922304","18508.7801604527","20613.8144995457","20457.0423117835","19937.5296745448","21622.13234442","22335.465276819","22183.2419138044","22591.6457930092","23210.1495853668","24720.2639865467","24808.7144341769","26231.0259220326","",
"Latin America & Caribbean","LCN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","18528.0978133083","19957.6129982509","21542.0613064873","23274.2631742233","25147.5697315173","27142.3694093547","28468.013876118","29846.6980360065","31295.957855941","32877.6869572052","34640.0680429908","38323.672971324","39977.3712992646","41098.4494675883","43722.9276961238","47694.1703048758","50937.3637552681","56470.7574994605","60508.9873642997","64498.5214911817","68692.416599993","73116.4628280885","77763.5183238973","82629.0718272669","87747.1200395192","93135.7830895469","98802.3974461293","104770.494377788","111114.20182352","121853.11491383","126025.956858739","124890.855632443","123184.784525839","120488.913493197","124161.752803792","130738.551589579","142912.095740134","156372.798822264","154854.956247714","137040.76497232","147221.064911257","140555.371718509","139994.527295116","160843.242656242","164282.058878983","161289.201400957","162584.293527319","","",
"Sri Lanka","LKA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","679.630656031441","679.909087007199","673.287618037849","696.578067321411","718.250238088018","727.578538701166","732.55708818179","775.198453205875","897.834583485758","957.431898307061","1094.3670531444","1102.1473281517","1172.64094168136","1388.76238889769","1760.55581749233","1932.14750448941","2155.38388890685","2550.71156774705","2935.65651917352","3542.38908370477","4424.55687258511","5565.56170139297","6401.41293203071","7732.08691760728","9638.38835183471","10035.6642321077","10935.0612461281","11816.6536470417","13148.8872681143","14721.2451053325","18568.3398219001","21228.7794163082","23972.2508272955","27864.1761621224","31996.511504807","36596.0197227826","41809.4373431047","48184.0044965214","54816.7783219384","59240.2859419652","66959.863247339","74414.1057282446","82998.0639372905","94844.594468358","107928.088720229","125625.48150898","149397.938022947","180643.385783373","221133.016662328","240860.38784591","317534.230286783","355358.122251686","427537.983136616","465976.437799467","498659.691334132","522303.755114457","561559.762562586","621026.466938953","",
"Lower middle income","LMC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","29.0045338666097","29.4300269371305","33.8936939592142","37.3895422785588","40.5100554474559","41.9855299869866","42.5328132777991","43.5712579978425","44.2666650529354","46.5605746950391","47.5291612216253","51.8752376824761","57.7884311648736","76.5077531192147","91.2039364508767","96.1208376244421","108.839108841652","138.833943536458","186.431517382045","191.35825194276","256.541777152898","283.547544448496","274.926779472986","305.452203179294","340.801976408461","406.664891535887","485.77948223202","537.575288765356","689.838104784869","824.416410430819","962.072598816164","1189.87089152331","1421.67773065062","1605.81487941979","1800.24771151163","2063.15390559222","2275.90737397141","2540.11879899672","2802.81827425138","3013.5070712289","3295.15438280857","3769.2276857083","4298.59644474723","4566.32735466455","5048.27168040179","5487.73445879368","6201.17548184785","6099.90260101025","7264.0589028289","7441.31034815039","8473.12560217079","9807.15571823879","10522.0304785511","11518.5223810951","13223.647113297","14728.3028010302","15507.8716602966","15393.1286896221","",
"Late-demographic dividend","LTE","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2139.51735167543","2697.16618637261","3279.40943242175","3668.84860837155","3607.04353678724","3819.98542092437","4089.67569028396","4415.29804677051","4880.65737041877","5400.44982714331","6321.19593875507","7363.8680464808","8987.31653634736","10223.2395346052","8515.81910490193","9049.11451395126","10328.3122668723","11161.6498977667","11819.9195723418","12470.5674971789","12886.4255002737","13544.7361805935","14916.8385127579","",
"Luxembourg","LUX","GDP per capita (current LCU)","NY.GDP.PCAP.CN","2778.90601012836","2754.55115277186","2865.39981917381","3025.58825053996","3415.5180228833","3445.83490799397","3594.99306069273","3606.43013776325","3935.76503796338","4535.08892444444","5515.20530941619","5562.90210004643","6197.589728794","7449.14053359966","8963.47950992818","8212.61902771974","9402.75302094913","9645.53988011889","10534.6507111741","11440.0409528849","12405.8242482493","13184.6305701965","14763.2276862048","16236.952371575","17982.9471745747","19019.8305999902","20807.6662458769","21503.5913688469","23797.7555228277","26917.055953328","28700.0366636114","31326.7968992248","32649.6982214573","35572.4651864897","37722.6813923187","38609.0792291221","40348.9601062225","41717.1534151866","42816.5010595715","48482.8224635577","52898.0495072198","53840.5028027858","56244.0992883958","57985.0541372362","60981.9491590172","64560.944883244","71531.5241929853","77457.1108328663","78028.4068351581","74282.4021712272","79253.5244884634","83273.6487333774","83082.0742599059","85577.8121319199","89561.0360242954","90552.1379765592","91583.7557172164","92731.9112044217","",
"Latvia","LVA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1633.28472275876","1903.82757439092","2217.20277978388","2498.72096444053","2623.793862493","2893.40710861439","3191.94410333865","3634.81436238758","4175.19181976918","4882.07529244999","6073.44920200518","7709.24382324396","10267.5800165885","11184.030198565","8790.6175043856","8551.80483944402","9857.10165853526","10758.201147411","11321.7012223207","11845.9104355441","12298.3524371602","12777.3458730302","13918.4367804729","",
"Macao SAR, China","MAC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","28015.3969245957","32073.1655919417","38177.4530962194","38045.5672277057","41125.9583937878","50438.7316519341","56862.9100870427","64754.9872184223","75115.9376044892","84511.1430219016","107314.20657233","121027.690396792","131966.345645042","144529.487717988","144171.132234156","143220.009761831","131261.940722775","123916.637203658","126029.548178766","124903.84198356","131045.943826632","142854.348718996","180123.99963517","200746.43722322","239880.807589394","292527.335989028","326160.498339646","326409.207462979","419113.580113563","535722.800893275","611198.316181686","715240.839051057","750822.462002001","602742.028348826","591774.793479557","649245.783987908","",
"St. Martin (French part)","MAF","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","833.974342328104","804.235364209658","916.880129517522","994.560875527161","1018.52362462973","1044.81690284057","993.589721711601","1026.77993393867","1076.92847119807","1175.04090768937","1245.32854069589","1339.5991249162","1392.19469280713","1497.4676056389","1917.97692205991","2036.56293550543","2314.9943434144","2655.59649577176","2872.4473789139","3152.5840945697","4240.67456378859","4450.60032178728","5030.04936162949","5325.41638319806","5879.53898744369","6639.90452907656","7633.43460473073","7679.00238819537","8732.51857907862","9068.16232909784","9911.92235824796","10996.9588961727","11060.3184286834","11117.8409008418","12174.3762917155","12195.6851970955","13568.7944736376","13273.2464703668","14109.1704134878","14167.2506873169","14157.8949358997","15109.5720772643","15581.017837469","16486.8665541881","17282.0672529247","17851.9430329261","19275.3688880704","20434.4926080741","22359.210625455","23055.8267710011","23856.067968316","24592.6165742511","25063.3166655636","26155.9229428205","26566.0167278379","27963.85279649","28299.4189589374","29298.2174024793","",
"Monaco","MCO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","10566.9678504514","11667.5317875211","12868.754979003","14542.2934244445","16649.5974632575","18468.9958725245","21095.1508443365","23505.1493665001","26388.0957948403","29729.7904527373","33193.9046176855","36757.5060742159","41464.409643788","45182.0783413419","48470.1423611111","51440.1661522455","55090.1566406116","57768.139791581","62147.1691807765","66700.7632368996","69968.6474065016","72021.4386983527","73968.2684258112","73749.1771185878","75671.9492555954","77611.3192792675","79021.9071915265","80867.4346420915","83725.7843479364","85775.4591194968","89583.4206096877","92253.3189122373","94631.9684942842","96558.6645613822","99367.5571831662","100011.836770929","106170.076726343","122101.335763721","123323.013415893","107409.53632233","109149.727718769","116654.66570659","118301.881798693","129993.94274578","139549.459771321","147309.891142611","151881.867061482","","",
"Moldova","MDA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1763.14025826243","2125.98084710291","2440.19360693206","2497.33979936114","3378.54417917626","4401.47082420227","5246.24269784456","6225.63400791927","7644.58378565098","8887.9760928649","10472.8541241387","12483.0566363077","14937.3540290362","17624.5494534059","16947.9849697274","20180.9561642259","23131.7491136201","24786.425637846","28244.6555719354","31506.4876052927","34484.8108161035","38118.9595923821","42367.0600327511","",
"Madagascar","MDG","GDP per capita (current LCU)","NY.GDP.PCAP.CN","6516.57539073922","6608.13541625188","6819.05983051294","6833.24482225696","7043.1772122555","7133.29411369097","7509.65435208863","7774.70372235173","8169.77062185769","8571.02700892435","9390.50015168092","9838.08456831684","9734.70918230737","10316.885132039","12566.437110831","12950.8563760898","13413.6278761204","14491.8027062211","14639.7966736726","17397.9020793249","19595.3208911826","21776.7800926171","26710.4308484319","31807.85792213","34660.1458642951","37626.841012988","42575.1212988257","51526.5564925711","62760.1307476584","71090.6569619914","79391.8175012521","81546.419233181","91656.5697985975","101788.161273831","139770.468462852","200053.048250887","233405.451737103","251621.530948113","274752.758432474","305709.111664234","332877.591060612","367052.515809057","358385.211388623","392302.087181301","458101.128618962","550470.954053734","625875.036143555","708041.112056728","804186.945730269","813173.863851547","862587.015801139","921354.472759295","974359.107671677","1018983.20444894","1092613.41124921","1179529.39990975","1276150.05438339","1401384.41144512","",
"Maldives","MDV","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","2024.18158285191","2062.40278159026","2022.24052718287","2311.80112953344","4219.66297355058","4760.67434097776","5167.11907393167","6412.33926074713","7053.38637825476","7910.61658856391","9202.33855251663","10906.4477658713","12747.7877979593","14570.2984834549","16602.8667689075","18482.6158484269","20441.3732469045","22634.7244347744","23613.6438266606","25266.8712930444","26208.5147511984","37108.007260641","39009.176431418","44562.3707434259","50587.1613894589","46704.3846993439","61589.3435887724","71161.6874460678","84268.1759956413","84681.7763560611","90885.1955085032","107991.833252917","114824.156208005","127412.767081785","139294.952565481","150923.043873684","158588.01279481","171581.501885478","",
"Middle East & North Africa","MEA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","GDP per capita (current LCU)","NY.GDP.PCAP.CN","4.26990940876372","4.49305563981798","4.6740941138198","5.0548547110769","5.80155376242087","6.11791535597427","6.60711023298366","6.99981690840352","7.50603054332678","8.05180427745558","8.53356114097633","9.1215867301688","10.1841894478423","12.0634238612115","15.2314693393992","18.070587295237","21.8926480032827","28.7353267226852","35.3879182103895","45.3110927743295","68.0239295149566","91.0945738471673","143.410375227542","252.770785913113","408.007814136612","648.287301717654","1042.86642817666","2525.87498794456","5029.25809682649","6511.24827625585","8608.48323143568","10855.3315606831","12652.9081860276","17219.4865957238","19290.0802862857","24578.0660566724","32639.2632860576","40732.456129305","48674.8895300632","57212.6943454634","65805.1959526059","68590.0686725657","71442.8226511794","74486.7077860789","82511.5129659137","88157.5707378298","96563.8095854374","102865.266288296","108689.500806731","105300.539695052","113931.962367441","123146.984452945","130911.000714427","132835.992654532","140666.691919924","147361.342601365","157720.865258538","168664.587742417","",
"Marshall Islands","MHL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","972.62722227448","1047.64476447645","1196.52069242233","1234.75834906047","1144.67951895234","1392.62262461447","1494.15225488103","1604.2484624288","1588.9902649845","1659.18220643579","1702.05260443528","1844.20187127871","1987.31218030691","2136.84626791893","2356.75781632853","2156.72846831774","2056.20018571539","2093.44439094848","2073.36738416636","2126.91385954485","2206.69758350421","2391.48548640669","2434.71486683552","2522.07627606867","2649.67054077418","2763.7390068743","2891.92895640332","2925.9776322341","2917.00114678899","3146.76394849785","3297.55814396102","3516.89991075328","3614.13066126191","3461.7811637491","3390.91029173114","3665.20747748087","3843.11988350106","",
"Middle income","MIC","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.502623948767","485.626362688644","6238.37470375766","31366.9968367382","77710.9385210599","89908.3928819938","93288.9255937466","97851.1191493895","101930.014905144","108598.918985138","122195.635090885","123549.936803727","126203.068140999","130851.562218458","136499.554944539","149711.785628305","162295.912308636","180535.74558282","200684.151616202","200388.286075106","211178.714458944","223986.589351486","225021.648611692","241789.068856923","253974.618470803","268817.318069281","285793.429386615","295992.626586532","",
"Mali","MLI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","11876.8903608164","14722.0606192704","15075.5831530014","16715.6571348847","18004.0468655131","19949.8717030682","20082.3600861036","20363.051705089","27464.4192982775","34021.0279632178","38424.9996238306","40389.121037812","48785.6163208957","52437.2586326392","57806.1511938331","59325.9862532852","65555.5588783976","70023.5533458882","79860.953289813","80628.7763520652","77879.2260129766","78971.5634843256","83761.5619942931","86258.0066266691","88817.6899107011","84487.3493828498","87643.0942185095","123575.68430039","140654.369318389","144299.388514134","155645.978987342","165966.495460144","198586.774994062","191769.665079885","224930.901915107","232935.13031998","227709.209514467","232105.779369211","257372.919554804","272761.74062513","285468.95837742","308841.653006292","329121.081385349","350839.746508892","394050.147001584","396857.060213024","397155.582128653","418136.970712344","443538.597290288","461716.436609012","481395.960075461","",
"Malta","MLT","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","804.066082934082","828.87710604559","867.254422218548","982.484116479153","1118.20984383899","1398.32852324947","1709.81182180303","2004.67961038538","2296.98112720919","2668.28640909932","3176.8851553001","3511.5373281251","3636.5286071102","3552.78739214096","3579.18558469175","3630.74197805333","3839.78621598791","4091.33692323323","4481.13092924494","4903.76708618222","5324.18104300195","5691.38286907887","6106.82039508403","6497.36418283474","7042.855999381","7495.64807283152","7890.39365104434","8703.1826767087","9215.20840308653","9895.04048217391","11266.4610715046","11554.138636433","11963.5628041589","12029.3942024477","12129.5493286282","12733.2022563727","13288.9062145331","14155.7911507558","14970.7239501782","14882.2843455514","15921.2849932933","16427.7700904225","17057.9794680355","17941.4977168498","19454.41245212","21384.2971379077","22381.8608368791","23736.3592545279","",
"Myanmar","MMR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","291.66899955747","291.025138742958","298.337625958877","334.124532639201","296.181428677192","325.935263109181","313.729625631751","334.236586134024","371.735059643946","385.06878983875","388.909900300708","386.198186603989","389.159814342006","413.971811324385","666.56943321859","789.887163255379","901.372737390789","950.991901445669","997.733779531586","1083.37286250569","1157.00724057792","1256.03669454963","1340.60202655401","1395.68261678271","1469.66366783654","1504.17905708987","1555.1145902457","1776.3704210878","1936.96291985329","3115.49252625187","3739.98092366389","4535.12242099787","5979.04437065445","8536.42727047747","11068.8244908255","13986.1212154404","18084.4973809927","25230.3476159542","35804.6780984003","48097.2150840255","55379.2583747181","76101.7555248034","119330.259807867","162029.047245753","188854.34609817","253426.21583894","345014.827477619","474585.316406105","590813.147163713","680593.764865507","793062.592282271","916025.939176624","1005349.37532697","1127573.56934342","1256868.91321658","1387575.00357465","1508173.58754448","1694770.78854393","",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1761.63153979668","2132.25791049887","2230.71587398414","2466.45336103367","2722.38498874221","2954.76027291331","3527.71025568066","4366.35193829917","5029.96422834859","4842.17217052082","5045.12227409804","5265.10331748052","5126.4435603552","5412.82052520335","5561.05562792493","5873.91968933986","6354.16187934174","6907.57953831545","",
"Mongolia","MNG","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","3731.11991912984","3997.92168909272","4307.30128979309","4485.04724618476","4486.65665467722","4550.76141550908","4396.34520715131","4456.61887836927","4600.33511762854","5012.0786097016","5862.21532911048","10190.0404343172","25019.0396086119","100599.772092612","167552.686038476","283483.327741609","318573.387171621","399421.247594399","401369.161441507","454738.355255239","510571.319985184","575209.508028842","634544.312893084","740729.194714586","945661.120291634","1203827.72341067","1574487.77413867","1912530.21457207","2494384.54688902","2469986.24950296","3596700.05345327","4770482.37272571","5930021.0976304","6683000.19654199","7601862.13169004","7776735.68753428","7908727.70091676","9069806.81567163","",
"Northern Mariana Islands","MNP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18672.8327734392","18376.7909584409","18427.4248815924","16644.703815261","16048.5021398003","15761.2622452237","16350.0548484268","14279.5559866365","14681.0230780538","13628.0816569367","13980.4162478127","14471.8335924199","15513.6961151502","16984.0922358436","22717.7725678353","28888.0023211954","",
