ID	COUNTRY	TOTPOL2001	TOTPOLRT2001	TOTPOL2002	TOTPOLRT2002	FEPOL2001	FEPOLRT2001	FEPOL2002	FEPOLRT2002	MAPOL2001	MAPOLRT2001	MAPOL2002	MAPOLRT2002	POLBUD2001	POLBUDRT2001	POLBUD2002	POLBUDRT2002	GTPOL2001	GTPOLRT2001	GTPOL2002	GTPOLRT2002	CIHPOL2001	CIHPOLRT2001	CIHPOL2002	CIHPOLRT2002	AIHPOL2001	AIHPOLRT2001	AIHPOL2002	AIHPOLRT2002	HFAPOL2001	HFAPOLRT2001	HFAPOL2002	HFAPOLRT2002	NIHPOL2001	NIHPOLRT2001	NIHPOL2002	NIHPOLRT2002	MASPOL2001	MASPOLRT2001	MASPOL2002	MASPOLRT2002	TASPOL2001	TASPOLRT2001	TASPOL2002	TASPOLRT2002	RAPPOL2001	RAPPOLRT2001	RAPPOL2002	RAPPOLRT2002	ROBPOL2001	ROBPOLRT2001	ROBPOL2002	ROBPOLRT2002	MTFPOL2001	MTFPOLRT2001	MTFPOL2002	MTFPOLRT2002	TFTPOL2001	TFTPOLRT2001	TFTPOL2002	TFTPOLRT2002	ATMPOL2001	ATMPOLRT2001	ATMPOL2002	ATMPOLRT2002	BURPOL2001	BURPOLRT2001	BURPOL2002	BURPOLRT2002	FRDPOL2001	FRDPOLRT2001	FRDPOL2002	FRDPOLRT2002	EMBPOL2001	EMBPOLRT2001	EMBPOL2002	EMBPOLRT2002	DRGPOL2001	DRGPOLRT2001	DRGPOL2002	DRGPOLRT2002	BRIPOL2001	BRIPOLRT2001	BRIPOL2002	BRIPOLRT2002	TRCKDNP2001	TRCKDNPRT2001	TRCKDNP2002	TRCKDNPRT2002	FCALL2001	FCALLRT2001	FCALL2002	FCALLRT2002	CIHSUS2001	CIHSUSRT2001	CIHSUS2002	CIHSUSRT2002	AIHSUS2001	AIHSUSRT2001	AIHSUS2002	AIHSUSRT2002	FCIHFA2001	FCIHFART2001	FCIHFA2002	FCIHFART2002	NIHSUS2001	NIHSUSRT2001	NIHSUS2002	NIHSUSRT2002	MASSUS2001	MASSUSRT2001	MASSUS2002	MASSUSRT2002	TASSUS2001	TASSUSRT2001	TASSUS2002	TASSUSRT2002	RAPSUS2001	RAPSUSRT2001	RAPSUS2002	RAPSUSRT2002	ROBSUS2001	ROBSUSRT2001	ROBSUS2002	ROBSUSRT2002	MTFSUS2001	MTFSUSRT2001	MTFSUS2002	MTFSUSRT2002	TTFSUS2001	TTFSUSRT2001	TTFSUS2002	TTFSUSRT2002	FCAT2001	FCATRT2001	FCAT2002	FCATRT2002	BURSUS2001	BURSUSRT2001	BURSUS2002	BURSUSRT2002	FRDSUS2001	FRDSUSRT2001	FRDSUS2002	FRDSUSRT2002	EMBSUS2001	EMBSUSRT2001	EMBSUS2002	EMBSUSRT2002	DRGSUS2001	DRGSUSRT2001	DRGSUS2002	DRGSUSRT2002	BRISUS2001	BRISUSRT2001	BRISUS2002	BRISUSRT2002	KIDSUS2001	KIDSUSRT2001	KIDSUS2002	KIDSUSRT2002	TFSUSP2001	TFSUSPRT2001	TFSUSP2002	TFSUSPRT2002	TMSUSP2001	TMSUSPRT2001	TMSUSP2002	TMSUSPRT2002	ADSUSP2001	ADSUSPRT2001	ADSUSP2002	ADSUSPRT2002	AFSUSP2001	AFSUSPRT2001	AFSUSP200	AFSUSPRT2002	AMSUSP2001	AMSUSPRT2001	AMSUSP2002	AMSUSPRT2002	JUSUSP2001	JUSUSPRT2001	JUSUSP2002	JUSUSPRT2002	JFSUSP2001	JFSUSPRT2001	JFSUSP2002	JFSUSPRT2002	JMSUSP2001	JMSUSPRT2001	JMSUSP2002	JMSUSPRT2002	TOTPRO2001	TOTPRORT2001	TOTPRO2002	TOTPRORT2002	FEPRO2001	FEPRORT2001	FEPRO2002	FEPRORT2002	MAPRO2001	MAPRORT2001	MAPRO2002	MAPRORT2002	PROBUD2001	PROBUDRT2001	PROBUD2002	PROBUDRT2002	GTPRO2001	GTPRORT2001	GTPRO2002	GTPRORT2002	CIHPRO2001	CIHPRORT2001	CIHPRO2002	CIHPRORT2002	AIHPRO2001	AIHPRORT2001	AIHPRO2002	AIHPRORT2002	IHFAPR2001	IHFAPRRT2001	IHFAPR2002	IHFAPRRT2002	NIHPRO2001	NIHPRORT2001	NIHPRO2002	NIHPRORT2002	MASPRO2001	MASPRORT2001	MASPRO2002	MASPRORT2002	TASPRO2001	TASPRORT2001	TASPRO2002	TASPRORT2002	RAPPRO2001	RAPPRORT2001	RAPPRO2002	RAPPRORT2002	ROBPRO2001	ROBPRORT2001	ROBPRO2002	ROBPRORT2002	MTFPRO2001	MTFPRORT2001	MTFPRO2002	MTFPRORT2002	TFTPRO2001	TFTPRORT2001	TFTPRO2002	TFTPRORT2002	ATPRO2001	ATPRORT2001	ATPRO2002	ATPRORT2002	BURPRO2001	BURPRORT2001	BURPRO2002	BURPRORT2002	FRDPRO2001	FRDPRORT2001	FRDPRO2002	FRDPRORT2002	EMBPRO2001	EMBPRORT2001	EMBPRO2002	EMBPRORT2002	DRGPRO2001	DRGPRORT2001	DRGPRO2002	DRGPRORT2002	BRIPRO2001	BRIPRORT2001	BRIPRO2002	BRIPRORT2002	TPKID2001	TPKIDRT2001	TPKID2002	TPKIDRT2002	TFPROS2001	TFPROSRT2001	TFPROS2002	TFPROSRT2002	TMPROS2001	TMPROSRT2001	TMPROS2002	TMPROSRT2002	ADPROS2001	ADPROSRT2001	ADPROS2002	ADPROSRT2002	AFPROS2001	AFPROSRT2001	AFPROS2002	AFPROSRT2002	AMPROS2001	AMPROSRT2001	AMPROS2002	AMPROSRT2002	JUPROS2001	JUPROSRT2001	JUPROS2002	JUPROSRT2002	JFPROS2001	JFPROSRT2001	JFPROS2002	JFPROSRT2002	JMPROS2001	JMPROSRT2001	JMPROS2002	JMPROSRT2002	PROJUD2001	PROJUDRT2001	PROJUD2002	PROJUDRT2002	PFEJUD2001	PFEJUDRT2001	PFEJUD2002	PFEJUDRT2002	PMAJUD2001	PMAJUDRT2001	PMAJUD2002	PMAJUDRT2002	LAYJUD2001	LAYJUDRT2001	LAYJUD2002	LAYJUDRT2002	LFEJUD2001	LFEJUDRT2001	LFEJUD2002	LFEJUDRT2002	LMAJUD2001	LMAJUDRT2001	LMAJUD2002	LMAJUDRT2002	CORBUD2001	CORBUDRT2001	CORBUD2002	CORBUDRT2002	TOTCOR2001	TOTCORRT2001	TOTCOR2002	TOTCORRT2002	TOTCON2001	TOTCONRT2001	TOTCON2002	TOTCONRT2002	TOTACQ2001	TOTACQRT2001	TOTACQ2002	TOTACQRT2002	GTCON2001	GTCONRT2001	GTCON2002	GTCONRT2002	CIHCON2001	CIHCONRT2001	CIHCON2002	CIHCONRT2002	AIHCON2001	AIHCONRT2001	AIHCON2002	AIHCONRT2002	HFACON2001	HFACONRT2001	HFACON2002	HFACONRT2002	NIHCON2001	NIHCONRT2001	NIHCON2002	NIHCONRT2002	MASCON2001	MASCONRT2001	MASCON2002	MASCONRT2002	TASCON2001	TASCONRT2001	TASCON2002	TASCONRT2002	RAPCON2001	RAPCONRT2001	RAPCON2002	RAPCONRT2002	ROBCON2001	ROBCONRT2001	ROBCON2002	ROBCONRT2002	MTFCON2001	MTFCONRT2001	MTFCON2002	MTFCONRT2002	TFTCON2001	TFTCONRT2001	TFTCON2002	TFTCONRT2002	ATCON2001	ATCONRT2001	ATCON2002	ATCONRT2002	BURCON2001	BURCONRT2001	BURCON2002	BURCONRT2002	FRDCON2001	FRDCONRT2001	FRDCON2002	FRDCONRT2002	EMBCON2001	EMBCONRT2001	EMBCON2002	EMBCONRT2002	DRGCON2001	DRGCONRT2001	DRGCON2002	DRGCONRT2002	BRICON2001	BRICONRT2001	BRICON2002	BRICONRT2002	KIDCNV2001	KIDCNVRT2001	KIDCNV2002	KIDCNVRT2002	TFCONV2001	TFCONVRT2001	TFCONV2002	TFCONVRT2002	TMCONV2001	TMCONVRT2001	TMCONV2002	TMCONVRT2002	ADCONV2001	ADCONVRT2001	ADCONV2002	ADCONVRT2002	AFCONV2001	AFCONVRT2001	AFCONV2002	AFCONVRT2002	AMCONV2001	AMCONVRT2001	AMCONV2002	AMCONVRT2002	JUCONV2001	JUCONVRT2001	JUCONV2002	JUCONVRT2002	JFCONV2001	JFCONVRT2001	JFCONV2002	JFCONVRT2002	JMCONV2001	JMCONVRT2001	JMCONV2002	JMCONVRT2002	TOADPR2001	TOADPRRT2001	TOADPR2002	TOADPRRT2002	ADPRBD2001	ADPRBDRT2001	ADPRBD2002	ADPRBDRT2002	TOJUPR2001	TOJUPRRT2001	TOJUPR2002	TOJUPRRT2002	JUPRBD2001	JUPRBDRT2001	JUPRBD2002	JUPRBDRT2002	TPRSTA2001	TPRSTART2001	TPRSTA2002	TPRSTART2002	FPRSTA2001	FPRSTART2001	FPRSTA2002	FPRSTART2002	MPRSTA2001	MPRSTART2001	MPRSTA2002	MPRSTART2002	TPRSTJ2001	TPRSTJRT2001	TPRSTJ2002	TPRSTJRT2002	FPRSTJ2001	FPRSTJRT2001	FPRSTJ2002	FPRSTJRT2002	MPRSTJ2001	MPRSTJRT2001	MPRSTJ2002	MPRSTJRT2002	PRIBUD2001	PRIBUDRT2001	PRIBUD2002	PRIBUDRT2002	TOTPRI2001	TOTPRIRT2001	TOTPRI2002	TOTPRIRT2002	REMPRI2001	REMPRIRT2001	REMPRI2002	REMPRIRT2002	SENPRI2001	SENPRIRT2001	SENPRI2002	SENPRIRT2002	ADTPRI2001	ADTPRIRT2001	ADTPRI2002	ADTPRIRT2002	NPFPRI2001	NPFPRIRT2001	NPFPRI2002	NPFPRIRT2002	CLIPRI2001	CLIPRIRT2001	CLIPRI2002	CLIPRIRT2002	FPRCV2001	FPRCVRT2001	FPRCV2002	FPRCVRT2002	MPRCV2001	MPRCVRT2001	MPRCV2002	MPRCVRT2002	ADPRCV2001	ADPRCVRT2001	ADPRCV2002	ADPRCVRT2002	AFPRCV2001	AFPRCVRT2001	AFPRCV2002	AFPRCVRT2002	AMPRCV2001	AMPRCVRT2001	AMPRCV2002	AMPRCVRT2002	JUPRCV2001	JUPRCVRT2001	JUPRCV2002	JUPRCVRT2002	JFPRCV2001	JFPRCVRT2001	JFPRCV2002	JFPRCVRT2002	JMPRCV2001	JMPRCVRT2001	JMPRCV2002	JMPRCVRT2002	PRCVFB2001	PRCVFBRT2001	PRCVFB2002	PRCVFBRT2002	GTPRI2001	GTPRIRT2001	GTPRI2002	GTPRIRT2002	IHMPRI2001	IHMPRIRT2001	IHMPRI2002	IHMPRIRT2002	ATINHMSNT2001	ATINHMSNTRT2001	ATINHMSNT2002	ATINHMSNTRT2002	IHFSENT2001	IHFSENTRT2001	IHFSENT2002	IHFSENTRT2002	NIHPRI2001	NIHPRIRT2001	NIHPRI2002	NIHPRIRT2002	MAAVGSRV2001	MAAVGSRVRT2001	MAAVGSRV2002	MAAVGSRVRT2002	TASPRI2001	TASPRIRT2001	TASPRI2002	TASPRIRT2002	RAPPRI2001	RAPPRIRT2001	RAPPRI2002	RAPPRIRT2002	ROBPRI2001	ROBPRIRT2001	ROBPRI2002	ROBPRIRT2002	MTAVGSRV2001	MTAVGSRVRT2001	MTAVGSRV2002	MTAVGSRVRT2002	TTFPRI2001	TTFPRIRT2001	TTFPRI2002	TTFPRIRT2002	AUTFTSNT2001	AUTFTSNTRT2001	AUTFTSNT2002	AUTFTSNTRT2002	BURPRI2001	BURPRIRT2001	BURPRI2002	BURPRIRT2002	FRDPRI2001	FRDPRIRT2001	FRDPRI2002	FRDPRIRT2002	EMBPRI2001	EMBPRIRT2001	EMBPRI2002	EMBPRIRT2002	DRGPRI2001	DRGPRIRT2001	DRGPRI2002	DRGPRIRT2002	BRIPRI2001	BRIPRIRT2001	BRIPRI2002	BRIPRIRT2002	KIAVGSERV2001	KIAVGSERVRT2001	KIAVGSERV2002	KIAVGSERVRT2002	TOPROD2001	TOPRODRT2001	TOPROD2002	TOPRODRT2002	ADPROD2001	ADPRODRT2001	ADPROD2002	ADPRODRT2002	JUPROD2001	JUPRODRT2001	JUPROD2002	JUPRODRT2002	TOPARD2001	TOPARDRT2001	TOPARD2002	TOPARDRT2002	ADPARD2001	ADPARDRT2001	ADPARD2002	ADPARDRT2002	JUPARD2001	JUPARDRT2001	JUPARD2002	JUPARDRT2002
1	Afghanistan	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1920	7.043545251	1920	6.85787763	29	.106386881	29	.103582527	1891	6.93715837	1891	6.754295103	1032	3.785905572	1032	3.686109226	81	.297149565	81	.289316713	951	3.488756007	951	3.396792513	99.253	.364110936	139.8	.499339215	520	1.907626839	1035	3.69682466	520	1.907626839	971	3.468228739	0	0	64	.228595921	520	1.907626839	2583	9.225988499	49	.179757144	215	.767939422	-9	-9	-9	-9	-9	-9	-9	-9	56	.205436736	258	.921527306	49	.179757144	61	.217880487	105	.385193881	105	.375040183	48	.176088631	262	.935814552	70	.256795921	846	3.021752331	162	.594299131	60	.214308676	232	.851095051	211	.753652177	48	.176088631	40	.142872451	87	.319160644	69	.246454977	20	.073370263	45	.160731507	14	.051359184	37	.132157017	21	.077038776	132	.471479087	10	.036685132	150	.53577169	1	.003668513	92	.328606636	32	.117392421	82	.292888524	16	.05869621	656	2.34310819	48	.176088631	738	2.635996714	-9	-9	6	.021430868	-9	-9	74	.264314034	-9	-9	80	.285744901	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
2	Albania	13296	424.5210728	11987	380.5396825	1329	42.43295019	537	17.04761905	11128	355.3001277	11062	351.1746032	6888.3	219.9329502	7677.7	243.7365079	4670	149.1060026	5303	168.3492063	208	6.641123883	179	5.682539683	313	9.993614304	233	7.396825397	164	5.236270754	135	4.285714286	10	.319284802	16	.507936508	479	15.29374202	440	13.96825397	555	17.72030651	554	17.58730159	51	1.62835249	45	1.428571429	256	8.173690932	220	6.984126984	-9	-9	-9	-9	1241	39.62324393	1322	41.96825397	168	5.363984674	198	6.285714286	-9	-9	-9	-9	64	2.043422733	38	1.206349206	-9	-9	-9	-9	340	10.85568327	250	7.936507937	1	.03192848	5	.158730159	40	1.277139208	15	.476190476	5348	170.7535121	6037	191.6507937	262	8.365261814	185	5.873015873	374	11.9412516	266	8.444444444	206	6.577266922	139	4.412698413	10	.319284802	12	.380952381	558	17.81609195	508	16.12698413	644	20.56194125	636	20.19047619	68	2.171136654	60	1.904761905	358	11.43039591	312	9.904761905	-9	-9	-9	-9	1393	44.47637292	1364	43.3015873	169	5.395913155	163	5.174603175	10	.319284802	9	.285714286	67	2.139208174	47	1.492063492	-9	-9	-9	-9	345	11.01532567	319	10.12698413	1	.03192848	9	.285714286	85	2.713920817	24	.761904762	125	3.991060026	248	7.873015873	5223	166.7624521	5789	183.7777778	4822	153.9591315	5502	174.6666667	-9	-9	-9	-9	-9	-9	-9	-9	526	16.79438059	535	16.98412698	-9	-9	-9	-9	-9	-9	-9	-9	355	11.33461047	370	11.74603175	-9	-9	-9	-9	-9	-9	-9	-9	721.21	23.02713921	926.473	29.41184127	-9	-9	-9	-9	609	19.44444444	515	16.34920635	-9	-9	-9	-9	-9	-9	-9	-9	14	.446998723	27	.857142857	-9	-9	0	0	354	11.30268199	430	13.65079365	729	23.27586207	122	3.873015873	157	5.012771392	122	3.873015873	-9	-9	-9	-9	1771	56.54533844	1836	58.28571429	-9	-9	-9	-9	25	.798212005	28	.888888889	162	5.172413793	174	5.523809524	-9	-9	-9	-9	393	12.54789272	313	9.936507937	20	.638569604	22	.698412698	103	3.288633461	83	2.634920635	1	.03192848	-9	-9	58	1.851851852	41	1.301587302	59	1.883780332	41	1.301587302	-9	-9	-9	-9	-9	-9	-9	-9	1	.03192848	0	0	-9	-9	-9	-9	-9	-9	-9	-9	324	10.34482759	333	10.57142857	80	2.554278416	80	2.53968254	244	7.79054917	253	8.031746032	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	436.539	13.93802682	460.77	14.62761905	5042	160.9833972	5738	182.1587302	4256	135.8876117	4370	138.7301587	409	13.0587484	340	10.79365079	4256	135.8876117	4370	138.7301587	165	5.268199234	253	8.031746032	145	4.62962963	124	3.936507937	0	0	0	0	2	.06385696	10	.317460317	61	1.947637292	64	2.031746032	70	2.234993614	76	2.412698413	5	.159642401	7	.222222222	106	3.384418902	90	2.857142857	608	19.41251596	662	21.01587302	632	20.17879949	288	9.142857143	18	.574712644	19	.603174603	17	.542784163	58	1.841269841	65	2.075351213	49	1.555555556	0	0	0	0	267	8.524904215	218	6.920634921	1	.03192848	0	0	14	.446998723	25	.793650794	153	4.885057471	279	8.857142857	4103	131.0025543	4091	129.8730159	3992	127.458493	4064	129.015873	153	4.885057471	279	8.857142857	3839	122.5734355	785	24.92063492	293	9.3550447	274	8.698412698	-9	-9	-9	-9	-9	-9	-9	-9	11	.351213282	11	.349206349	1993	63.63346105	1993	63.26984127	1	.03192848	1	.031746032	150	4.789272031	150	4.761904762	1228	39.20817369	1500	47.61904762	120	3.831417625	125	3.968253968	1108	35.37675607	1375	43.65079365	118	3.767560664	118	3.746031746	8	.255427842	8	.253968254	110	3.512132822	110	3.492063492	790.879	25.2515645	992.974	31.52298413	1330	42.46487867	1532	48.63492063	340	10.85568327	374	11.87301587	1330	42.46487867	1462	46.41269841	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	40	1.277139208	37	1.174603175	1290	41.18773946	1462	46.41269841	1275	40.70881226	1455	46.19047619	39	1.245210728	30	.952380952	1236	39.46360153	1455	46.19047619	15	.478927203	7	.222222222	1	.03192848	0	0	14	.446998723	7	.222222222	-9	-9	-9	-9	10	.319284802	10	.317460317	12.5	.399106003	12.5	.396825397	7.5	.239463602	7.5	.238095238	7.5	.239463602	7.5	.238095238	2	.06385696	2	.063492063	3	.095785441	3	.095238095	3	.095785441	3	.095238095	6.5	.207535121	6.5	.206349206	7.5	.239463602	7.5	.238095238	3	.095785441	3	.095238095	3	.095785441	3	.095238095	2	.06385696	2	.063492063	2	.06385696	2	.063492063	4	.127713921	4	.126984127	-9	-9	-9	-9	7.5	.239463602	7.5	.238095238	2	.06385696	2	.063492063	5	.159642401	5	.158730159	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
3	Argentina	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1178530	3258.758468	1340529	3674.695724	3048	8.428038158	3453	9.465460526	888	2.455412692	862	2.362938596	-9	-9	-9	-9	4421	12.22452648	3767	10.32620614	116985	323.4757362	125267	343.3854167	184420	509.9405503	185973	509.7944079	3289	9.094428315	3036	8.322368421	383734	1061.064565	469899	1288.100329	-9	-9	-9	-9	314716	870.2225909	386718	1060.082237	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	15364	42.48306374	15508	42.51096491	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	23044	63.71906539	25538	70.00548246	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	166	.45504386	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	44969	123.2702851	-9	-9	26477	72.57949561	-9	-9	17756	48.67324561	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2366	6.485745614	-9	-9	42593	116.7571272	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2183	5.984100877	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
