"","mean_dim_uv","freedom_uv","equality_uv","control_uv"
"1",0.465523855514807,0.275227290206914,0.689996791827905,0.435581729713614
"2",0.86169134527357,0.365492010457143,0.496908061265541,0.608252147367023
"3",0.697419194090419,0.632185613687517,0.584813470587397,0.130341740139095
"4",0.435289034494014,0.375851218915398,0.557972779810557,0.503171498978809
"5",0.540797312621691,0.452484534043086,0.503394433790303,0.485660228583567
"6",0.875430568638199,0.402640939237534,0.569598237250708,0.450969880680561
"7",0.589420546392017,0.758036238017403,0.384641856460081,0.267475106444993
"8",0.883954973669413,0.378700803233603,0.658855894242325,0.348076799323424
"9",0.431207069726584,0.393627252159832,0.55666483866108,0.482073051192021
"10",0.0674178038382229,0.326529161801718,0.800945244651614,0.202523312913083
"11",0.426675975962148,0.275068092085113,0.732443882783413,0.372086830706686
"12",0.845154528354781,0.444804114148743,0.62232035843143,0.317149071187547
"13",0.370532477920364,0.265393869196691,0.577628731527086,0.616972492493339
"14",0.548409063220244,0.44158645654146,0.500417694253663,0.504265855690398
"15",0.0163646104972303,0.435254834019451,0.665852731061301,0.264207458947635
"16",0.877163215091727,0.440256590760443,0.564433785214408,0.409920546324521
"17",0.815240439063275,0.429365549097587,0.59331890445138,0.380701142424783
"18",0.564567598896863,0.570566907591963,0.676414734063327,0.072812933815737
"19",0.203899751614991,0.265229036133112,0.631578545910938,0.536222473729683
"20",0.798025816650637,0.414604109145319,0.636208313061559,0.33548631262314
"21",0.860004038781469,0.456169476601289,0.571245904594385,0.379053226209251
"22",0.600709052235674,0.558947053256594,0.451418338977287,0.425545494354447
"23",0.74002823634211,0.359462914751213,0.582536654724462,0.487568837572842
"24",0.744833686707266,0.531777951422894,0.337414240589702,0.631881528964346
"25",0.62920929756947,0.582959741103024,0.486494378788714,0.341753705789252
"26",0.576105991476043,0.276764556676432,0.5008541057151,0.717438642085194
"27",0.508952255181496,0.842527334017832,0.293974978121433,0.293928713283408
"28",0.836443644892882,0.229759302443379,0.762467319507373,0.38581016075283
"29",0.83212272468935,0.522734519312588,0.500635933893747,0.398662854033312
"30",0.966963587333816,0.371534856976379,0.619939376824943,0.415776376221878
"31",0.691919211983565,0.860425697967999,0.107639783141584,0.550346676608359
"32",0.784001053570765,0.46760173776562,0.562357422632493,0.377561029001687
"33",0.945881199941844,0.36641481654079,0.664308377038381,0.355833048263514
"34",0.403594255173071,0.509672636251533,0.477399398094715,0.450480034568391
"35",0.593591171132151,0.750398393422617,0.319756895650314,0.374758393897669
"36",0.531032245307383,0.730611108875807,0.409699325366562,0.265450054896611
"37",0.829912289946616,0.364714298993464,0.509020497254439,0.591083651308066
"38",0.742347725415535,0.448061044670273,0.608953879006592,0.332983187076327
"39",0.948230046361506,0.37177911829623,0.661989749239446,0.352353424452187
"40",0.342517609228813,0.399015084639088,0.612888777020477,0.390706579795293
"41",0.738233536334493,0.350649567072957,0.601174174605193,0.471032820886792
"42",0.905472934053083,0.422288847253011,0.543581423016448,0.464524236630122
"43",0.609595758046366,0.640916836255008,0.277952308244282,0.579528863397736
"44",0.827233389545849,0.405515019507975,0.595298471359694,0.408672265784355
"45",0.801372211531636,0.638405268697644,0.369142062418958,0.44593639764728
"46",0.345531866040459,0.437064605333537,0.689282501420881,0.22669794242515
"47",0.793374080753459,0.659483956702884,0.499069190867223,0.223605517765995
"48",0.64487729967917,0.644306260902012,0.359555137910323,0.452668229466524
"49",0.890855730662257,0.390827652076607,0.576287720617131,0.456256486001297
"50",0.72091323731891,0.576531530766006,0.239927247808166,0.7201227650172
"51",0.845200030525686,0.49123556788414,0.397568005138884,0.594203926284609
"52",0.521847038186422,0.569467291212654,0.419210472778395,0.46023248253014
"53",0.570468272830815,0.684240349001381,0.300395457080752,0.48964314281183
"54",0.828212552398316,0.491882669996413,0.590472020189834,0.303868453800868
"55",0.8422820370195,0.303846958669535,0.744204780476583,0.317101382797681
"56",0.58587380542201,0.752338499893375,0.316453870755234,0.377198377130956
"57",0.671307676331883,0.612453633459408,0.241494599965644,0.671167925361915
"58",0.875714049472924,0.33761044656367,0.683632913410383,0.364200879495346
"59",0.787288442963051,0.551657120437091,0.525525368366105,0.323788605951831
"60",0.523357048986617,0.539921793153904,0.533610623917987,0.326879401023843
"61",0.594487960209856,0.415206339841901,0.613104981281254,0.369376781764537
"62",0.582154867854284,0.716761754743357,0.270501568929982,0.492314800295143
"63",0.822227100059809,0.394285004845691,0.50470816902067,0.559192429463877
"64",0.256052480338321,0.500009258965677,0.56387715991355,0.333237203816591
"65",0.881631764372317,0.569566077509201,0.439228377635465,0.43006294467811
"66",0.601702699699024,0.0848733022185254,0.732174826966627,0.619235237270678
"67",0.730246507687939,0.474417864348846,0.574159547931952,0.35100654129356
"68",0.336630699824957,0.619788481335413,0.48063873237923,0.302762544840258
"69",0.80900787023178,0.664506982759578,0.354115446007285,0.434624793957154
"70",0.424612991441898,0.603808722221169,0.203409197449534,0.739538926533628
"71",0.917790966699346,0.204028295160797,0.714146465043067,0.491708000431315
"72",0.786320989723648,0.37216687772856,0.642617979116374,0.380922083069422
"73",0.630874283442199,0.0727507251240575,0.665574073530935,0.734911618074703
"74",0.492893384513787,0.298967366491405,0.485792480107592,0.711237727062886
"75",0.594771580727687,0.300357209746712,0.585603154055479,0.55964622605866
"76",0.521933545675372,0.801794044203711,0.352802850432566,0.258488578522301
"77",0.333988752668497,0.53247490115481,0.628264158234242,0.194491476407001
"78",0.61204610040049,0.570618329348937,0.533312480415775,0.287503421013626
