"freedom_uv","equality_uv","control_uv"
0.418283391100779,0.612924706100769,0.365655387015714
0.610093088279798,0.545556622560864,0.217916697639295
0.615437936423867,0.579012782962081,0.160774175388118
0.453638544955907,0.578645008761565,0.371232645256963
0.606207156257489,0.230427679962892,0.695880050851483
0.248797198931263,0.699841990520776,0.455095231250862
0.426271873711763,0.524699594036334,0.487693395047374
0.385511037256169,0.52527123478627,0.539715608200583
0.342975263807126,0.662436462298271,0.389051017338994
0.213004785032415,0.538667094508632,0.743408929780581
0.569218482156123,0.403446010361629,0.484213399356449
0.639520553684619,0.424875457201381,0.360848984031045
0.485032933622463,0.498957338865949,0.450093208085168
0.57027842895583,0.475316712812264,0.374980108643718
0.684168510255158,0.244972145431185,0.572911516933102
0.256882675710687,0.600450805827836,0.593764615915525
0.389274930653605,0.644698259404766,0.355605433218008
0.612834294647162,0.217563451470621,0.706588168001291
0.290646252948053,0.473996556855784,0.739735365768208
0.56629759264514,0.199446391692218,0.79415017017353
0.562578491180779,0.555461113019418,0.26469469408476
0.364419992163295,0.495193056635888,0.612216655611097
0.144147599007499,0.699877573212911,0.590806468192301
0.551657120437091,0.525525368366105,0.323788605951831
0.630575704186483,0.442443685958526,0.34608828049463
0.400665122383102,0.519115117552076,0.529294462995867
0.346269615910116,0.636668652260131,0.423447578050422
0.497800772810339,0.383218582536152,0.607221259961892
0.218613487416474,0.758406086785691,0.406364710721787
0.486138826136821,0.575710361979539,0.333473287797115
0.5089281544271,0.433826240601486,0.516837217721056
0.287239758402947,0.70772676547958,0.393389820376131
0.440318792299167,0.583236124752666,0.381622700670332
0.417894230136761,0.662350146148386,0.291986238485579
0.505271458642772,0.559498811930155,0.332981114234221
0.593134160890222,0.599227731278739,0.159372353167855
0.469774186270425,0.521196352238043,0.436514122315174
0.208917769851176,0.621406885842918,0.624541407563303
0.510784438891398,0.429622540523124,0.520737611609369
0.688126078123977,0.349499421394108,0.410910515461707
0.664684091073197,0.432253737293562,0.31713090223138
0.373076045396223,0.571311892909495,0.486753456594092
0.659639832011514,0.472787698246133,0.262844602260663
0.548370917919088,0.525810306555287,0.327624267603183
0.299415221619407,0.643095934969995,0.474587410550924
0.330103171587384,0.451781404089947,0.721885728885035
0.544199222275562,0.467158177349515,0.421057061048503
0.497990992900484,0.540470928478917,0.370981880516087
0.543096644341251,0.496784147399729,0.378027015905529
0.187998597490201,0.8248166054682,0.346418243083622
0.629093416066709,0.489264153833607,0.277746622247918
0.309083090291627,0.594338448626004,0.53521663607724
0.439322405984959,0.476294689128116,0.543405075516949
0.337397283699401,0.545703045526047,0.571472288080383
0.316229351732753,0.501935384503516,0.664617238547634
0.411020103805423,0.631732945803407,0.346852233256313
0.425420859279046,0.619702730035787,0.346223811452914
0.37103663084274,0.64754796190425,0.374989830857248
0.322386814247006,0.603671357179953,0.503951236725493
0.736023073718583,0.199647292385191,0.573659410268691
0.333728968355158,0.665155764356921,0.396965550061027
0.464257327123242,0.586171066353326,0.346162077710294
0.62895445845558,0.214328379794553,0.690530016407253
0.371217146382456,0.724496950891754,0.259276335109341
0.429089968583802,0.59691732529071,0.375658418330554
0.25542940289787,0.599199509234823,0.597527837058135
0.281016195620387,0.689648818736238,0.428593844850824
0.33766932441909,0.68853715810533,0.356764570765429
0.483234175750831,0.73479297130592,0.0985022410978081
0.328228119453133,0.690833951666973,0.365566033914874
0.459011062630471,0.654182370070119,0.25090189627032
0.411094349436027,0.557850122061902,0.457633748434981
0.370266207939045,0.580753376998264,0.476229655792529
0.679225197131903,0.406408731842095,0.337052606826941
0.381132199161109,0.660159390390632,0.342966296524553
0.510281376851891,0.430490934181106,0.520087026537127
0.466948479300043,0.529965475099086,0.42701993906888
0.555573978963713,0.49324385633886,0.367152851484308
0.361921391590002,0.793494986797103,0.167788848196873
0.356214538977878,0.65048265392999,0.389814747488281
0.490443271324795,0.570190860925005,0.336172275410771
0.406553750663831,0.644702825961635,0.333182319284942
0.735288929643366,0.435186772707186,0.221131735254537
0.441963770688869,0.424587952094323,0.617575982304401
0.436272896427508,0.58572305584537,0.383139345336072
0.495746705462585,0.444963881113269,0.517223312032888
0.426420229436287,0.641186961894856,0.312685368539302
0.507422658342413,0.496603717920418,0.424578577146988
0.39247990014085,0.633407690907315,0.368391587084236
0.306561042078085,0.719413789666402,0.350784803614943
0.538818926686537,0.654312181769798,0.147170275185516
0.598189249296009,0.364595743002322,0.504932458739792
0.53257838863183,0.543527010152312,0.321524416462497
0.441562380503983,0.610327539768898,0.339352584734967
0.647621599783419,0.353002309529723,0.458201150958317
0.466385100716741,0.631220051466571,0.275795502203073
0.335868321505514,0.588547161289301,0.509158594241853
0.464795069427532,0.569214766388282,0.370911202055673
0.259276597389103,0.761415884262341,0.349094525072709
0.392739127257607,0.594633557990392,0.426244614177601
0.628091391262783,0.293790445770835,0.572398948906241
0.378281717856106,0.66028419408459,0.346477003676335
0.454947247963456,0.619468073609091,0.308270617447655
0.606570033691146,0.231650153805057,0.69357468291608
0.655380767504656,0.503337423251655,0.222523246316323
0.357008421047843,0.640830619871904,0.403269877137702
0.450856484605894,0.566835588383368,0.392564582253982
0.37306231703447,0.506437889783144,0.584129336090073
0.299357548007295,0.641920299802746,0.476426537669931
0.134759434115884,0.793136755005531,0.463029547542307
0.615585340630609,0.218635481690345,0.701410341720984
0.397354209606808,0.568377735540485,0.459660129988611
0.664434547249178,0.434292299099297,0.314395320258516
0.28598946543509,0.585949315114184,0.577766380211813
0.310756878619129,0.682281372425555,0.401067000787045
0.313217531138379,0.480995786623058,0.699949139455513
0.690651420362153,0.396440698229941,0.337188353453782
0.542588569646818,0.495718059949801,0.380286058965277
0.349937424212929,0.715846576422459,0.299864907261969
0.439518371337125,0.672126422223635,0.249261173377001
0.462461405919679,0.729143385795325,0.13392977040618
0.600277094285142,0.612629782858403,0.129992840386147
0.333479496719306,0.63799688809576,0.438047213629196
0.468795303266993,0.632993406154208,0.270007365440582
0.402277504984329,0.627647528737428,0.364325322650905
0.528172544048713,0.553879569266459,0.311703883545175
0.428744114822881,0.531653318353206,0.474050461365981
0.334139756684976,0.602672775734343,0.490202436672947
0.504965109966112,0.432568675977107,0.523865837229602
0.420433949269271,0.505391956853005,0.524242548687093
0.356133872203903,0.685061772969744,0.338025633641919
0.460952354528463,0.424021747130185,0.593791318829829
0.476758197493622,0.563819672861875,0.363487680436155
0.348598866184242,0.587658444065017,0.493976649442805
0.782402916531492,0.123788610077253,0.627332696027064
0.506934553118287,0.582057467034578,0.296969190231376
0.467232708360344,0.557672987615314,0.385069831387622
0.647492840726228,0.392650399230738,0.398867295059315
0.377058247810869,0.538453110479614,0.530899254208784
0.784238927331373,0.151733201125321,0.583013631905177
0.468266081045471,0.693883185018281,0.179315096660269
0.369034880739475,0.713364502427449,0.278814193897107
0.668169502407353,0.503038680578299,0.206380419992563
0.41260409206407,0.642326771408529,0.328898860264535
0.496807091097061,0.518173750030048,0.405979730773725
0.391554115866635,0.67937233535469,0.300612318005596
0.509064745158824,0.536329907702269,0.362830150243555
0.439869789772624,0.55990184928353,0.417223544980691
0.6312566032839,0.202410546802938,0.705428779897706
0.409510627846245,0.523011553572712,0.511971478818444
0.822265104664157,0.450973122882798,0.0846043124848174
0.334755725069661,0.694799426597298,0.351146512799944
0.382203745772145,0.696145280706794,0.287571208911312
0.459600135262946,0.554848258747284,0.39921090875889
0.637484342158283,0.225054037344083,0.663367709773674
0.716761754743357,0.270501568929982,0.492314800295143
0.535773567711919,0.507811369659094,0.370978599517957
0.558676211146385,0.499230975134492,0.354143223599359
0.311113422959177,0.647457383644641,0.452865693779985
0.480604604812073,0.693151496885388,0.164406073187116
0.540434608665506,0.544409715970496,0.310007639596831
0.32572688267301,0.494799380733482,0.663005028304696
0.267577296031796,0.69114944082615,0.44377645560164
0.0672821890608812,0.660408843379848,0.749757684051124
0.492106637279139,0.447743013667968,0.517774951747608
0.597192263880625,0.431491893497016,0.405833116332652
0.554392320375385,0.458893761650176,0.420235910043418
0.200186872739444,0.602921889697934,0.663609131220253
0.575518117681173,0.395785118639948,0.487537614395028
0.708391605704649,0.282200508985699,0.48561671405646
0.0748474095099657,0.654423709019552,0.748925171217617
0.446164805818606,0.569541235279852,0.394590785445219
0.414697694006225,0.636167862604081,0.335425607591015
0.386055786764063,0.646776827131571,0.356662352428797
0.476349080246432,0.568191919374956,0.357456897101316
0.533642279441175,0.449214152000003,0.461681912467317
0.243676126875352,0.738114974086507,0.404301689136388
0.625626296889606,0.212795209414621,0.697148594469453
0.69570773674927,0.438863414812846,0.266963811615225
0.662335384134687,0.446528702863668,0.298755136057584
0.412006157415721,0.591321018822461,0.406220208791324
0.484163647287093,0.489708511868907,0.465100906079736
0.423526783348629,0.658981123596541,0.289734959278529
0.244425569367132,0.718581497321016,0.432643804229866
0.386070826733214,0.604683618357912,0.419813191534959
0.693117533048066,0.30145328305639,0.476539035603368
0.558666415802398,0.496874093455688,0.35769296373632
0.648123896760885,0.448309481018409,0.314519607610803
0.51490639367026,0.360339387448502,0.619365085900169
0.238793971146477,0.75514346203638,0.385080350515131
0.402667163456694,0.674832477568958,0.293008153742341
0.964322721266237,0.0409675967326157,0.515615025767675
0.255590433171555,0.600302542789411,0.595663577754594
0.184742043732121,0.464660133862965,0.891139047552632
0.965938712789551,0.0402691120015886,0.514566791935989
