"country_text_id","greenhouse_oecd_num_env","sulphur_oecd_num_env","nitrogen_oecd_num_env","co2_oecd_num_env","water_oecd_num_env","waste_oecd_num_env","GDP_capita_wdi_gen_num_aux","educ_equal_vdem_gen_num_aux","Renewable_wdi_pr_env_num_aux","Renewable_oecd_pr_env_num_aux","freedom_dim_index_context_num_aux","equality_dim_index_context_num_aux","control_dim_index_context_num_aux","cluster_label_1st_fact_anal","greenhouse_oecd_num_env_lag","water_oecd_num_env_lag","waste_oecd_num_env_lag","greenhouse_oecd_num_env_lead","water_oecd_num_env_lead","waste_oecd_num_env_lead","year_0",".imp"
"AUS",-1.22828312952666,-1.24574486320796,-1.63442151451993,-0.118349024010783,0.0502771810456194,-0.6902378126436,1.02632813092138,0.899555791646516,-0.34955641293128,-0.323511178097319,1.15455086360607,1.03012802681463,1.09347407418821,2,1.52232290824827,0.249774543093757,0.6525388335008,1.17212174378454,-0.0871730679903193,0.735273537635566,0,"1"
"AUS",-1.17212174378454,-1.21230049024425,-1.57771776636846,-0.079627339972698,-0.404100140338943,-0.665563831653634,1.0484557396028,0.899555791646516,-0.312603001766614,-0.300799034538304,1.15455086360607,1.02841646471263,1.09347407418821,2,1.22828312952666,0.278896488465698,0.766166811342606,1.1889531840242,0.0629587744844693,0.596912476601011,1,"1"
"AUS",-1.1889531840242,-1.24411224411444,-1.61169415045123,-0.0958448622810245,-0.299786751049822,-0.596912476601011,1.03929762115557,0.899555791646516,-0.33308604892678,-0.37337596535906,1.15455086360607,1.02841646471263,1.09347407418821,2,1.17212174378454,-0.250131027436208,0.610170377459262,1.24447388271812,0.608270870195808,0.373205045360453,2,"1"
"AUS",-1.24447388271812,-1.3017817739049,-1.69363462150281,-0.14966947777515,-0.378244687129719,-0.271818260372244,1.00456601674177,0.899555791646516,-0.314457640239905,-0.310451740242136,1.13397791923286,1.02341950854778,1.09065578983121,2,1.1889531840242,0.718892194751878,0.596912476601011,1.20077165112843,0.273973345945537,0.613329846940264,3,"1"
"AUS",-1.20077165112843,-1.28886871278918,-1.66043522774343,-0.138217988620586,-0.273973345945537,-0.913227412279039,1.02005537290763,0.899555791646516,-0.32808539588521,-0.322414464480364,1.13397791923286,1.02341950854778,1.09065578983121,2,1.24447388271812,0.630086669212922,0.648712959240211,1.05799568703665,0.566863415071005,0.610441703324787,4,"1"
"AUS",-1.05799568703665,-1.17752223614828,-1.52122607594264,-0.0490030820961156,-0.566863415071005,-0.538419249258675,1.10005873377544,0.899555791646516,-0.350859355143003,-0.313696084128961,1.13397791923286,1.02341950854778,1.09065578983121,2,1.20077165112843,0.273973345945537,0.845072980173995,0.965788883137548,0.496623339224634,0.374953131129059,5,"1"
"AUS",-0.965788883137548,-1.15629918608076,-1.4579400897135,-0.00121937816642073,-0.496623339224634,-0.0354679251646609,1.14969728706173,0.899555791646516,-0.367284498150603,-0.293373097454187,1.12396628416665,1.028325321222,1.09276594842997,5,1.05799568703665,0.566863415071005,0.739030147602815,0.89325721911023,0.420537661548374,0.514569267427144,6,"1"
"AUS",-0.89325721911023,-1.12544834546087,-1.39948749251135,0.0538029464970412,-0.420537661548374,-0.309240119440675,1.19810518639774,0.899555791646516,-0.352353882050515,-0.277693862627012,1.10446850598638,1.028325321222,1.09276594842997,5,0.965788883137548,0.496623339224634,0.453935127445412,1.04505210898688,0.433317937024345,0.18564255928276,7,"1"
"AUS",-1.04505210898688,-1.15205334735698,-1.52683564376804,-0.0902378267930349,-0.433317937024345,-0.385401595024881,1.13261561487844,0.899555791646516,-0.402318020264766,-0.316954020957231,1.10832290627191,1.02811989128504,1.09205153631122,5,0.89325721911023,0.420537661548374,0.24470526977777,1.0958396915361,0.445921487344712,0.704298490635633,8,"1"
"AUS",-1.0958396915361,-1.19838343408063,-1.5866805237835,-0.130504257598867,-0.445921487344712,-0.628066160978485,1.10676237677595,0.899555791646516,-0.397311397298044,-0.322414464480364,1.10832290627191,1.02811989128504,1.09205153631122,5,1.04505210898688,0.433317937024345,0.576856918203363,1.03845130169461,0.458353256748945,0.391446449363254,9,"1"
"AUS",-1.03845130169461,-1.30718726430444,-1.51267865258433,-0.0839694410591237,-0.458353256748945,-0.391446449363254,1.14369830184997,0.899555791646516,-0.404723947511871,-0.32460944452218,1.12880349086522,1.02811989128504,1.09205153631122,5,1.0958396915361,0.445921487344712,0.517932006758405,1.18004041085639,0.470617983171859,0.656719894885082,10,"1"
"AUS",-1.18004041085639,-1.42308604611245,-1.66341431140385,-0.190425840735335,-0.470617983171859,-0.591340259602975,1.07162504392685,0.899555791646516,-0.41794375946818,-0.297607839037015,1.1404037570762,0.969124570899081,1.09287637638035,5,1.03845130169461,0.458353256748945,0.391446449363254,1.13511062149239,0.311414477772304,0.491856451918466,11,"1"
"AUS",-1.13511062149239,-1.44063775039898,-1.66833901741558,-0.172368537852212,-0.311414477772304,-0.565680840317749,1.09183709239389,0.899555791646516,-0.429341291068962,-0.293373097454187,1.14118424330955,0.971229608693176,1.09287637638035,5,1.18004041085639,0.470617983171859,0.908796630771789,0.921908212915895,0.118077961968175,0.148517009520782,12,"1"
"AUS",-0.921908212915895,-1.33909723797486,-1.51461486061843,-0.0234484657150632,-0.118077961968175,-0.505011965361334,1.19719267198764,0.899555791646516,-0.402013834837466,-0.313696084128961,1.14118424330955,0.971229608693176,1.09287637638035,5,1.13511062149239,0.311414477772304,0.497607484587243,0.610512132221391,-0.128934772903768,0.353376901555123,13,"1"
"AUS",-0.610512132221391,-1.11403909852183,-1.23347226294816,0.198802170455854,0.128934772903768,0.0655509349242231,1.37686575755767,0.899555791646516,-0.41378454329903,-0.333452061613511,1.14962523603634,0.973588134350675,1.09049679005868,5,0.921908212915895,0.118077961968175,0.138185494422068,0.463365611516197,-0.473486971199693,-0.397336687594635,14,"1"
"AUS",-0.463365611516197,-1.04072104240165,-1.09837922259552,0.30315084956645,0.473486971199693,0.273965378120401,1.45439298436636,0.899555791646516,-0.385707819727903,-0.345778104540708,1.15296357142439,0.989774712964836,1.09049679005868,5,0.610512132221391,-0.128934772903768,-0.204879518799202,0.378331119203179,-0.510652510032066,-0.265408676332015,15,"1"
"AUS",-0.378331119203179,-0.986961042074016,-1.04252194192732,0.359489333589772,0.510652510032066,0.637737523911936,1.49582991080416,0.899555791646516,-0.364344297924206,-0.35258530880319,1.15296357142439,0.990013899369303,1.09049679005868,5,0.463365611516197,-0.473486971199693,-0.385648011435623,0.222071325635491,-0.549493420215828,-0.638676888074325,16,"1"
"AUS",-0.222071325635491,-0.896730982604333,-0.892637096670109,0.461432146172447,0.549493420215828,0.638676888074325,1.58606577357335,0.899555791646516,-0.392627382163105,-0.353725712800144,1.20831207079647,1.01930778442628,1.10470962638373,5,0.378331119203179,-0.510652510032066,-0.955510901736466,-0.0471770448507361,-0.590172481278083,-0.904754161127926,17,"1"
"AUS",0.0471770448507361,-0.785002062778376,-0.677753569591462,0.656639990961115,0.590172481278083,0.904754161127926,1.72345843868422,0.899555791646516,-0.417148391252927,-0.359453217386848,1.21294680984001,1.01914344348404,1.10470962638373,5,0.222071325635491,-0.549493420215828,-0.638676888074325,0.130319753338602,-0.632877659779205,-0.705527866736021,18,"1"
"AUS",-0.130319753338602,-0.883185014146065,-0.829182454211256,0.520352303402016,0.632877659779205,0.705527866736021,1.61687743715031,0.899555791646516,-0.447340323114612,-0.508897816775576,1.21294680984001,1.01971364032619,1.10470962638373,5,-0.0471770448507361,-0.590172481278083,-0.904754161127926,-0.153463033344992,-0.847080050349735,-0.968937115763135,19,"1"
"AUS",0.153463033344992,-0.701543633147733,-0.628867821306839,0.738099627500346,0.847080050349735,0.968937115763135,1.75774183343196,0.899555791646516,-0.394251696118176,-0.397158286429467,1.27503997569624,1.09615434809615,1.14275371972642,2,0.130319753338602,-0.632877659779205,-0.705527866736021,-0.40951360742351,-1.01283592077681,-1.2457508715526,20,"1"
"AUS",0.40951360742351,-0.613391271525099,-0.385528006250312,0.93114626406545,1.01283592077681,1.2457508715526,1.89192832134959,0.899555791646516,-0.319120196634864,-0.379252553919279,1.27503997569624,1.09652738704715,1.14275371972642,2,-0.153463033344992,-0.847080050349735,-0.968937115763135,-0.535148231072104,-0.953105271904793,-1.39736220140623,21,"1"
"AUS",0.535148231072104,-0.554462606256443,-0.352636156734747,1.02936614512133,0.953105271904793,1.39736220140623,1.95371572008276,0.899555791646516,-0.312812373895538,-0.37337596535906,1.27503997569624,1.09749125991209,1.14275371972642,2,-0.40951360742351,-1.01283592077681,-1.2457508715526,-0.585667038957146,-0.802133844005284,-1.43620950489448,22,"1"
"AUS",0.585667038957146,-0.516864367841593,-0.370900509949446,1.05751011476728,0.802133844005284,1.43620950489448,1.95508401830046,0.490039069387553,-0.221133614178161,-0.304003336941585,1.09205132570655,1.06381572374613,1.08593066854165,1,-0.535148231072104,-0.953105271904793,-1.39736220140623,-0.50657988069749,-0.775850581787368,-1.35013862721393,23,"1"
"AUS",0.50657988069749,-0.581353996265229,-0.469454401038465,1.01273717364882,0.775850581787368,1.35013862721393,1.89093527316493,0.490039069387553,-0.172020146729373,-0.275626792727215,1.09022284569353,1.06741211779831,1.10222648217103,1,-0.585667038957146,-0.802133844005284,-1.43620950489448,-0.373295140215915,-0.758402057715063,-1.21253117762968,24,"1"
"AUS",0.373295140215915,-0.603157575921949,-0.599892869434845,0.919092362273579,0.758402057715063,1.21253117762968,1.81981277761598,0.392034674268449,-0.209546186388017,-0.26945801700553,1.04546918950282,1.00644074995344,1.12718331248339,1,-0.50657988069749,-0.775850581787368,-1.35013862721393,-0.200524441463715,-0.734228409119208,-1.48637685749955,25,"1"
"AUS",0.200524441463715,-0.689848304207851,-0.75771909203278,0.781709058648878,0.734228409119208,1.36780880337991,1.72871485451873,0.392034674268449,-0.830645724420341,-0.270482790502908,1.06433971743629,1.01146090889405,1.12606288710154,1,-0.373295140215915,-0.758402057715063,-1.21253117762968,-0.703858516743992,-0.748639884373345,-1.43071160713266,26,"1"
"AUT",0.149232280731853,0.231786743005984,-0.0513411699885055,0.737726275004326,0.328156446468537,0.298152688869648,1.14406163162476,0.402874234433994,0.715333100775513,0.573502965766886,1.0081854797408,0.994605076200916,0.68746367479067,2,-0.528100798408871,-0.141583064767973,-0.0143598089684937,-0.143813187304638,-0.392426023957348,-0.391183984120669,0,"1"
"AUT",0.143813187304638,0.282045126741609,-0.0471135737898607,0.71072327474162,0.392426023957348,0.391183984120669,1.16661040751564,0.402874234433994,0.696719832187251,0.555250410797905,1.0081854797408,0.994605076200916,0.68746367479067,2,-0.149232280731853,-0.328156446468537,-0.298152688869648,-0.406384310182949,-0.461837978832208,-0.528060050772125,1,"1"
"AUT",0.406384310182949,0.511610382720274,0.154237611917345,0.898875346188911,0.461837978832208,0.528060050772125,1.23814809713191,0.402874234433994,0.822707257424472,0.62665875274736,1.00960003716079,0.979720762958602,0.688142536388227,2,-0.143813187304638,-0.392426023957348,-0.391183984120669,-0.373388432503298,-0.537315233450541,-0.425028890356276,2,"1"
"AUT",0.373388432503298,0.513371177130712,0.176436343453397,0.872276398322926,0.537315233450541,0.425028890356276,1.2157594919637,0.402874234433994,0.854007621616412,0.661258205555336,0.995786644880087,0.979720762958602,0.688142536388227,2,-0.406384310182949,-0.461837978832208,-0.528060050772125,-0.451733637539679,-0.620056942887338,-0.492759051866959,3,"1"
"AUT",0.451733637539679,0.621636489784849,0.286375588691441,0.929151547990878,0.620056942887338,0.492759051866959,1.25901904741255,0.402874234433994,0.793901633700655,0.637255267915406,0.996457018215035,0.977246530063946,0.687372605198339,2,-0.373388432503298,-0.537315233450541,-0.425028890356276,-0.617439914916647,-0.711661834626643,-0.694665908416384,4,"1"
"AUT",0.617439914916647,0.728820230956955,0.481900557175296,1.03630259883936,0.711661834626643,0.694665908416384,1.3751275094452,0.402874234433994,0.788646614253444,0.642325715241898,0.997742739994947,1.01710955763588,0.712989875378001,2,-0.451733637539679,-0.620056942887338,-0.492759051866959,-0.54516479422891,-0.724501258596405,-0.534370300812123,5,"1"
