"country_text_id","year","water_ugdp_cap_oecd_num_env","waste_ugdp_cap_oecd_num_env","GHG_ugdp_oecd_num_env","CO2_ugdp_oecd_num_env","CH4_ugdp_oecd_num_env","N2O_ugdp_oecd_num_env","SOX_ugdp_oecd_num_env","NOX_ugdp_oecd_num_env","CO_ugdp_oecd_num_env","NMVOC_ugdp_oecd_num_env","GEP_env"
"NLD",2016,-0.285336571032956,-0.389141564212267,1.1524018813626,0.94996468261799,0.933585017638706,1.17424614487731,1.96442231462053,1.94410836569652,1.48943668587886,1.52610745036914,1.83698004625376
"NLD",2017,-0.436531319079658,-0.297693656185342,1.26621274636319,1.064245019604,1.00579423318983,1.20020360057611,2.14740921073779,2.1512431424289,1.5454490543841,1.59649783054765,2.00522744639079
"NOR",1993,-0.502221636758562,-0.352179941681254,0.336217477608515,0.388463461094065,0.193022304912061,0.0260393107804455,0.482958785694938,-0.420995883466434,-0.593843898432308,-1.28566172318508,-0.0185465742598494
"NOR",1994,-0.379806605907145,-0.565431160490202,0.396327663106305,0.425377913188525,0.255953089606932,0.0863655196625351,0.529603262786483,-0.354343823941988,-0.515804341053191,-1.24143288583517,0.0485246611187169
"NOR",1995,-0.0824073322850645,-1.08047071531071,0.496245603481105,0.508181517497405,0.341156252551737,0.149134009855031,0.577577311984005,-0.338885232296069,-0.427497146970505,-1.21103949114848,0.108289270718775
"NOR",1996,-0.207084834747019,-1.11696552535677,0.51431740345375,0.489337091576805,0.397931221856306,0.22190757129361,0.634714344505546,-0.311969752801015,-0.337280392894441,-1.1234125818673,0.148298895309195
"NOR",1997,-0.245715798873393,-1.03673277777569,0.639516124992965,0.610699361125754,0.469723261059799,0.304117782663214,0.722446398398974,-0.268895364865357,-0.25760832843592,-1.02280487270903,0.229627705804566
"NOR",1998,-0.372507575232387,-1.21016781068144,0.69955241359951,0.666331870890148,0.544289306044079,0.319018071619971,0.767281107832195,-0.238310410105561,-0.193819915162792,-0.949400181994004,0.274904715376944
"NOR",1999,-0.126301968447451,-0.884113872345035,0.730517017670169,0.697056274161353,0.603879524948303,0.29490936412718,0.800162406614514,-0.154241891443987,-0.124688052398404,-0.928898199500514,0.339579266131206
"NOR",2000,-0.121679915667573,-1.01008817378112,0.845606080507272,0.816579192021224,0.647826998359472,0.415424641718436,0.883227722362816,-0.0155812130083542,-0.0493852250084593,-0.893019753228239,0.457870662687456
"NOR",2001,-0.226335242933993,0.774399684163196,0.880492027607011,0.837139307591743,0.685603851968987,0.485418362761695,0.947241536084191,0.0504561735978804,0.0130120824189031,-0.866710756311633,0.517254111259795
"NOR",2002,-0.18584281214552,0.529900452905296,0.972181895276161,0.932739214326079,0.746568006336592,0.447660234656024,1.0278425602583,0.116940040241035,0.0526724582410996,-0.671786817463234,0.594762616243248
"NOR",2003,-0.176563962665649,0.453837496811047,1.00095126379699,0.926566128646672,0.754832280644798,0.522499262406492,1.0418723640732,0.149850494948842,0.110319759214753,-0.471969650138667,0.626795303374442
"NOR",2004,-0.131832355508261,0.361710409767077,1.10731628650773,1.03905324972764,0.827233228094607,0.55506863476186,1.04092182578296,0.246850229469949,0.213607845005103,-0.252880867392406,0.707336737806268
"NOR",2005,-0.406562080899502,0.277929850599118,1.24596871875869,1.18272695778833,0.928527029225232,0.600510062879691,1.10129606628094,0.302585861829353,0.260398890226382,0.040550038332217,0.781989927757065
"NOR",2006,-0.438569670638107,0.0336980769286784,1.35464261038958,1.26731887059046,1.01372532282013,0.762179017983199,1.20342956457222,0.378481578468736,0.34381847104438,0.257692254969242,0.877542488892156
"NOR",2007,-0.472744289187715,-0.19157075853975,1.40812174717291,1.30416793752896,1.05312186615758,0.883804860016442,1.30008039358398,0.441657269098744,0.418681049985209,0.347355967041786,0.951629353362543
"NOR",2008,-0.49066156730316,-0.166617897866898,1.51239375189801,1.39578747849283,1.11155216920487,1.07323441470499,1.30843674748639,0.512276205842333,0.461879780018859,0.578282834826889,1.01437855443324
"NOR",2009,-0.622558729886105,-0.0430394081732659,1.58870824805068,1.44788114224858,1.09255047372751,1.30989980208983,1.5228181049405,0.558699453654049,0.53554177557223,0.680528593839032,1.11618108623075
"NOR",2010,-0.610275469721427,-0.0394866144660407,1.5365170836234,1.37460773824654,1.11022395516063,1.38410105540903,1.35451478795854,0.551821971590789,0.532038261221644,0.696073876413146,1.05589094105283
"NOR",2011,-0.287757792187011,-0.150881052889345,1.63856132786546,1.47652893292978,1.18103859065191,1.43012128052254,1.37978516787118,0.584400298923747,0.607804403561752,0.786886901256741,1.11630751468228
"NOR",2012,-0.420053128881479,-0.0908079568423737,1.7717478625683,1.60862242353927,1.24558956252545,1.49109584944922,1.48501454905806,0.668415263616541,0.663064683875155,0.842191601718197,1.21690229475342
"NOR",2013,-0.721860173192112,-0.224638144511496,1.84584864606249,1.68128111950014,1.27296191287318,1.54881132474237,1.49639678045377,0.751202610389912,0.749145401761551,0.856268023964484,1.27871253459755
"NOR",2014,-0.785326261459273,0.294286027144936,1.94280837594881,1.78356805761703,1.29896795512105,1.60431218660755,1.53239051159229,0.84962875175951,0.823673775042747,0.831179665405268,1.36185843251974
"NOR",2015,-0.552597582744382,0.309559577362843,2.01205609373089,1.84084333369337,1.36381257041356,1.6301785621599,1.57838000333302,0.963960057354034,0.841263927890198,0.879817470227652,1.44553135798068
"NOR",2016,-0.49241153924778,-1.87459441532114,2.12723919117396,1.9587908321585,1.4166735391964,1.71214357484571,1.66388609616231,1.05771253613195,0.868405112496903,0.959935411723074,1.54041393099005
"NOR",2017,-0.807858599793708,-0.833249241626648,2.34828698685765,2.16240463799513,1.49279050152093,1.82337732657529,1.73212480826288,1.17830819389147,0.900148292111184,1.0479115025821,1.66223387790528
"NZL",1990,-0.803159750157489,-1.98439101136159,-2.27031446629554,-0.848701104770132,-2.58346796265741,-2.17670531858989,-0.462429882104282,-0.848638856400228,-1.39561415248708,-1.43318722215732,-1.19285665957543
"NZL",1991,-0.690091928680789,-1.79276351199881,-2.27289360769198,-0.877013466070149,-2.58346796265741,-2.17670531858989,-0.433029101739477,-0.850231311633229,-1.3656057507167,-1.41170474020777,-1.1807453104819
"NZL",1992,-0.730329320790064,-1.70222459466384,-2.2393263176397,-0.960788626838112,-2.58346796265741,-2.17670531858989,-0.469431415335046,-0.929574495785152,-1.34235120149789,-1.40671574480389,-1.21349664828216
"NZL",1993,-0.937593587733556,-1.7884745248963,-2.06716891268356,-0.792520895425475,-2.58346796265741,-2.17670531858989,-0.40332894411555,-0.848270390488215,-1.26604923954428,-1.29870232915559,-1.11346308721912
"NZL",1994,-0.964488960584605,-1.70461438088508,-1.91714362857202,-0.639354007460202,-2.58346796265741,-2.11021500370472,-0.35436790342879,-0.778986228820787,-1.22079250877275,-1.24136712343799,-1.0292584092958
"NZL",1995,-0.989578197594856,-1.98439101136159,-1.79935340673444,-0.526913833413554,-2.58346796265741,-2.05074741315159,-0.344070447782657,-0.727294862659883,-1.15802960107352,-1.16843950087305,-0.968381995690593
"NZL",1996,-1.24035237540355,-1.77316528493457,-1.74520037748939,-0.508579434700868,-2.58346796265741,-1.97819349888314,-0.293845832875706,-0.715731801006484,-1.0957789541629,-1.08041154992869,-0.933487477330135
"NZL",1997,-1.0130940722229,-1.70505376804406,-1.72636874595453,-0.544777303424307,-2.58346796265741,-1.93656535122036,-0.273210582609875,-0.736332164168143,-1.07996343830672,-1.09513325979199,-0.926309813148183
"NZL",1998,-1.19686338206911,-1.504784535276,-1.62371309027726,-0.422441508274543,-2.58346796265741,-1.8842247651373,-0.261519928500957,-0.657136676397027,-1.06914726992317,-1.08257686153679,-0.866311499047263
"NZL",1999,-0.942798361005908,-1.49346846095545,-1.55342321450065,-0.410883116615855,-2.58346796265741,-1.80193443658505,-0.268241135246332,-0.659698404401035,-1.02607001189839,-1.02251550873557,-0.842234240125482
"NZL",2000,-1.28091623053923,-1.60006283692355,-1.47987709269559,-0.341396017663321,-2.58346796265741,-1.77437265140949,-0.269080483671028,-0.642278495228673,-0.959617710815932,-0.938970219811508,-0.814528712449836
"NZL",2001,-1.35596695722201,-1.69985461766593,-1.46769883106253,-0.382239112432554,-2.58346796265741,-1.76077885113798,-0.278425510617073,-0.648170821866656,-0.921370143597763,-0.890832491208754,-0.813012091984294
"NZL",2002,-1.31852889986,-1.94247994695818,-1.33855108042098,-0.270337966847967,-2.47795102173052,-1.69360143255869,-0.249381225081756,-0.588939757045006,-0.881983466195289,-0.82054734359979,-0.743066605742399
"NZL",2003,-1.47296151227065,-1.93188329950876,-1.26408840907371,-0.242420255336081,-2.38992642482279,-1.63470122101615,-0.315244879190158,-0.567580998279407,-0.839340353587052,-0.756020061539747,-0.730442526042301
"NZL",2004,-1.54023849819853,-1.98439101136159,-1.11348983740294,-0.0926365930882498,-2.28736323248056,-1.54021328119333,-0.246628355751999,-0.427170037774614,-0.792834590657518,-0.693368156318619,-0.611329658386835
"NZL",2005,-1.59641898003043,-1.89832998843254,-1.0504179948133,-0.0714920558800849,-2.21606877041057,-1.47187708488422,-0.257409850315666,-0.422373249498134,-0.723421046648589,-0.614412011061077,-0.588981473814597
"NZL",2006,-1.75606671298289,-1.87648911482559,-0.941221015102772,0.037920841583582,-2.14374040122355,-1.37749933060516,-0.193568051562434,-0.341632147941196,-0.665242036811573,-0.551044726786003,-0.506663917026483
"NZL",2007,-1.76450012518179,-1.8545184678721,-0.76298127908906,0.20172142680726,-2.01542555008956,-1.23196340235854,-0.0939025534566078,-0.225925624870399,-0.616623986967486,-0.480403641994325,-0.381787238911871
"NZL",2008,-1.62040256514378,-1.62338039074838,-0.732251074759125,0.179473226113142,-1.95427427187294,-1.18349263422881,-0.124246112134845,-0.227513985261781,-0.572571803272078,-0.452971705102436,-0.374974307681971
"NZL",2009,-1.8463843871087,-1.07314076318801,-0.64438511984308,0.340896551922495,-1.9464552570527,-1.14480376269081,-0.0146380162221243,-0.131791913317498,-0.539098599513134,-0.426212251382066,-0.283691489360061
"NZL",2010,-1.8033575878984,-0.806342179010971,-0.596139203679315,0.38646577967254,-1.90491882616212,-1.12745017273758,0.0112084729187512,-0.0881242949882501,-0.526767634972631,-0.394097683636981,-0.244289697575208
