"country_text_id","year","order_safety_gdp_perc_oecd_num_ds","order_safety_gdpcapita_oecd_num_ds","hom_rate_unodc_num_ds","theft_rate_unodc_num_ds","burg_rate_unodc_num_ds","crime_rate_unodc_num_ds","orgacrime_gcr_num_ds","reliab_police_gcr_num_ds","trust_gwp_num_ds","domsec_ds"
"SVK",2000,2.98927844159595,-0.630999033448167,0.252581366530743,-0.195536754563643,0.392687556417203,-0.045757689640077,-0.0924817615839817,-0.585687686051449,-1.32962497235426,-0.674657311470382
"SVK",2001,2.98927844159595,-0.538686161673774,0.335945630548318,-0.292097029280637,0.321013828988393,-0.131824502834405,-0.0114525459011731,-0.865341846003139,-1.24923610910429,-0.853250042287201
"SVK",2002,2.98927844159595,-0.445379427804848,0.311604631468113,-0.166069973069461,0.26292087947863,-0.0825131334838104,-0.161397398848964,-0.816040352470769,-1.06667581117758,-0.792853956611837
"SVK",2003,1.11619147302356,-0.950552470104781,0.192703329835008,-0.125174384802226,0.253378098307662,-0.0608678161240479,0.0638609333411036,-0.789124100675431,-1.06828483332498,-0.946297523343871
"SVK",2004,0.851173705768241,-0.920346077919548,0.419549368604693,0.0734666928122615,0.436934397276888,0.137209385984264,-0.0103565352888618,-0.835420283024603,-0.949036928204081,-0.916871208725856
"SVK",2005,0.604193092105786,-0.859104899664923,0.562696762844876,-0.423279161178848,0.214578393866876,-0.251811312097042,-0.0662858324705528,-0.616259888198085,-0.702458049192701,-0.685102850767121
"SVK",2006,0.964750244761837,-0.518990868394984,0.682437369762947,-0.036293302902873,0.138546737474834,-0.0454291947049098,0.221501691899769,-0.543232885556455,-1.02791785431752,-0.497795479844691
"SVK",2007,0.486034120587602,-0.482745803844814,0.682710113305961,-0.0440051018063017,0.0521004152107117,-0.0808750954760588,-0.00979716159974797,-0.182753338208231,-1.02791785431752,-0.195451070411809
"SVK",2008,0.530169135103724,-0.310260388227367,0.638350672976111,-0.110613908354367,-0.046187706182466,-0.161149049377665,0.341407427946212,-0.80755329004157,-0.928509187273797,-0.663359189688363
"SVK",2009,1.29322945314363,-0.0355793402304012,0.731962196454496,-0.158032629753126,-0.0352424198741912,-0.190367664446133,0.359247420994197,-0.658843493553184,-0.928509187273797,-0.440222229569751
