"country_text_id","year","water_ugdp_oecd_num_env","waste_ugdp_oecd_num_env","GHG_ugdp_oecd_num_env","CO2_ugdp_oecd_num_env","CH4_ugdp_oecd_num_env","N2O_ugdp_oecd_num_env","SOX_ugdp_oecd_num_env","NOX_ugdp_oecd_num_env","CO_ugdp_oecd_num_env","NMVOC_ugdp_oecd_num_env","air_env","abstraction_env"
"BEL",2010,0.527156068793402,1.47117159593454,0.56549095530295,0.349939904620992,1.08297387979272,0.500350143313393,0.887098108944243,0.875008245874649,0.943897065325734,1.46858948832822,0.845487248823485,0.698852680598823
"BEL",2011,0.690962400643108,1.57972096833818,0.796498072662542,0.609332041103896,1.17691026800661,0.773770350672621,0.997344052867457,1.04506525525827,1.21699484586885,1.69074717387055,1.01696210818967,0.834221526233032
"BEL",2012,0.711492543192483,1.7573019017529,0.881837277189393,0.712108344565406,1.22870067369159,0.813584204606436,1.08518537092592,1.17539513800293,1.38439269216732,1.77838002907331,1.13444483389489,0.882091288097503
"BEL",2013,0.822195425516503,1.91597137079577,0.920151729740597,0.752241737591512,1.28166670728816,0.869508739757559,1.16441350329694,1.27068491086856,0.979143263276062,1.87103164905691,1.17914848327456,0.921886331655861
"BEL",2014,0.894161569519635,2.23911385998925,1.07655508579484,0.945193949509704,1.34430222855869,0.90911734313253,1.23031221731033,1.40451545646396,1.52145101257048,2.09054602326738,1.33386705839191,1.06350579074712
"BEL",2015,0.990376159782081,2.81656539652005,1.06919793988489,0.919127496655664,1.39341675647257,0.983958244933436,1.24296317230116,1.45790051831163,1.3835577640361,2.24209386293745,1.3599691522431,1.1845438798536
"BEL",2016,1.13924683899248,2.85011364857995,1.14041612556813,1.00455558937997,1.43576969967013,1.08654314215051,1.28718371067493,1.6168926725274,1.44644231984515,2.35653109431255,1.46825357085092,1.25152313653419
"BEL",2017,1.14040159353152,2.77434599935483,1.23324447545514,1.10668612207107,1.51134877411205,1.07924397906884,1.34680172686113,1.81307525777117,1.73000805542452,2.61303612919143,1.62257836527162,1.22528535688318
"BRA",1990,-0.545614515406634,-2.61332884371945,-0.563372588407,0.739829777187681,-1.87229127307478,-2.01246620951442,-0.95965746077017,-0.796900907241584,-1.40901590904748,-2.14398357221826,-0.821852897033148,-1.04860032615429
"BRA",1991,-0.443523189093951,-2.59373249272628,-0.543146867367814,0.715233696226381,-1.84843658138835,-1.99922561708862,-0.881407175310891,-0.793021991192449,-1.41738883128686,-1.94436043960786,-0.804612193184549,-0.94991050166689
"BRA",1992,-0.765331027366225,-2.23964428378334,-0.541148399928756,0.724822314950951,-1.84656314737118,-2.00815310596113,-0.699607300702084,-0.642486966528419,-1.28600891329597,-1.84886434096456,-0.661217167830067,-1.07012793820824
"BRA",1993,-0.636380454043714,-2.45242010467229,-0.44707043009502,0.801489448018471,-1.76290811596358,-1.93001016795361,-0.846844590490958,-0.546986369757522,-1.29890958851511,-1.80463601835386,-0.629028277575655,-1.11937192571333
"BRA",1994,-0.290213892855014,-2.30221311205269,-0.357834780408704,0.889241573634564,-1.68801025749375,-1.86439996508257,-0.599220745311835,-0.584260315771532,-1.46079983305925,-1.68492488373754,-0.60590998604039,-0.777477378413893
"BRA",1995,-0.453347055007643,-1.99231354443566,-0.319838094218195,0.898851750057708,-1.63621206795007,-1.79713019147682,-0.668674835516747,-0.515956472609049,-1.25962162832834,-1.77379800924763,-0.550894498352442,-0.863890785836998
"BRA",1996,-0.350130817006915,-1.97537959410007,-0.29554947028043,0.750418311193321,-1.57977720775186,-1.66912257979999,-0.592742831711566,-0.465454266950507,-1.10327196218855,-1.54623350163628,-0.496428400015899,-0.762093313470834
"BRA",1997,-0.16684634546965,-2.01932066002342,-0.270767143056853,0.719184879652117,-1.53373781526889,-1.63037915136901,-0.573802099746018,-0.641774116248805,-1.1355372579281,-1.51552316006239,-0.59376577640563,-0.579439946640352
"BRA",1998,-0.407554988720336,-2.02681163968989,-0.296909957228369,0.694999834630761,-1.52872446437732,-1.66758048154949,-0.463630281324317,-0.664693843119189,-1.12444677552459,-1.72637506810652,-0.580822902181151,-0.682263625642946
