"country_text_id","year","Combined_t_GI_num_soc","poverty9010_lis_num_soc","poverty8020_lis_num_soc","femlabor_wdi_num_soc","gini_wdi_num_soc","schools_gender_wdi_num_soc","pub_serv_gender_vdem_num_soc","pub_serv_social_vdem_num_soc","v2dlunivl_vdem_num_soc","Combined_t_GI_is_na","gini_lis_is_na","poverty9010_lis_is_na","poverty8020_lis_is_na","femlabor_wdi_is_na","gini_wdi_is_na","schools_gender_wdi_is_na","pub_serv_gender_vdem_is_na","pub_serv_social_vdem_is_na","v2dlunivl_vdem_is_na","eco_inequal_soc","soc_inequal_soc"
"AUS",1980,-1.47343991327545,0.0247475648402978,-0.20550414616309,-0.617771192055899,0.931611513085661,1.24141162340809,0.885316493503123,1.57252306010505,-0.530648187440667,0,1,1,1,1,1,1,0,0,0,0.0358688447924464,0.244381950341805
"AUS",1981,-1.47343991327545,-0.0900809931428868,-0.187040376188359,-0.522252680527178,0.915759395953772,1.24026937354052,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,0.0264159881040312,0.20501793147777
"AUS",1982,-1.48629240963503,-0.0982222155417777,-0.218529832428702,-0.502751967138842,0.881462014377661,1.36800302481813,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.000265508754990786,0.247621761031987
"AUS",1983,-1.44768097137619,-0.106305530900117,-0.249280884426127,-0.60994985188482,0.847339373091844,1.26315999828482,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.0269034899754005,0.234254124741797
"AUS",1984,-1.39595118397523,-0.114331574314017,-0.279317482137109,-0.464660759767796,0.813386894461344,1.43588687931788,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.0506387022189479,0.318367374421489
"AUS",1985,-1.39595118397523,-0.122300971485004,-0.308662587430785,-0.337308961847782,0.779600110990311,1.46709691828094,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.0757248048015688,0.339671578048748
"AUS",1986,-1.34394594126069,-0.159351473142688,-0.329901893244907,-0.447957469632993,0.759965934150606,1.49894095304522,0.885316493503123,1.57252306010505,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.0995615514243278,0.360947649533293
"AUS",1987,-1.31784255284206,-0.195203970136973,-0.350784693204592,-0.225459974469647,0.740385803921021,1.59879064744058,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.12234818603499,0.409104151764154
"AUS",1988,-1.29167327166908,-0.229917381173856,-0.371319286055631,-0.292774516868641,0.720858882118063,1.50815507338425,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.146319325717006,0.385782052616125
"AUS",1989,-1.31784255284206,-0.263546768692156,-0.391513724190515,-0.376547669476,0.701384341787616,1.63426136126596,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,1,0,1,0,0,0,-0.169573925704386,0.40810900605743
"AUS",1990,-1.30476609024243,-0.24998009784919,-0.423353425573512,-0.36285143946274,0.712506284317667,1.52825093164511,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.192170325992038,0.399013869746784
"AUS",1991,-1.23914071113603,-0.236238847446202,-0.454361845208453,-0.32404891412216,0.723645216179132,1.802405006478,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.210701406410548,0.524824405299478
"AUS",1992,-1.21277920328088,-0.222319515270585,-0.4845689716637,-0.289006590225995,0.734801290347006,1.74795599051715,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.231319699908841,0.536438463232038
"AUS",1993,-1.23914071113603,-0.208218503302132,-0.514003418836765,-0.26736348767986,0.745974660969918,1.7655337459696,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,0,0,0,0,-0.251936062500095,0.549521747419708
"AUS",1994,-1.27856421209324,-0.193932114383072,-0.542692502122929,-0.18492182353332,0.757165483385797,1.70132193123248,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,0,0,0,0,-0.272578099934402,0.534997973944281
"AUS",1995,-1.27856421209324,-0.179456548747348,-0.570662309649103,-0.105441698471969,0.768373914137774,2.00212739276328,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,0,0,0,0,-0.289639034853216,0.644982872165852
"AUS",1996,-1.2522978211366,-0.207715977374426,-0.578018421085421,-0.0736238313701537,0.751567880948225,2.15551222363816,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,0,0,0,0,-0.300147660990764,0.695709614832468
"AUS",1997,-1.27856421209324,-0.235259307186004,-0.585325411872919,-0.0559410762612579,0.734801290347006,2.35760133633983,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,0,0,0,0,-0.311253139439517,0.74135802442361
"AUS",1998,-1.30476609024243,-0.262114242699897,-0.592583738711049,-0.0334352940781002,0.718073617048361,2.24758701141068,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.32403370525325,0.693136171327956
"AUS",1999,-1.30476609024243,-0.288307056789669,-0.599793852862857,-0.0044798536277983,0.701384341787616,1.93797540812315,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.337294642660865,0.594760458079968
"AUS",2000,-1.31784255284206,-0.313862682763216,-0.60695620023378,0.0882870060950709,0.684732951202637,2.04383493194281,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.348060773961644,0.619467092306158
"AUS",2001,-1.31784255284206,-0.338804799385796,-0.614071221449119,0.154741755824108,0.668118937717817,1.85562144047546,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.360198523585668,0.559434093334517
"AUS",2002,-1.34394594126069,-0.33713838471087,-0.60025737649796,0.179833322768261,0.668118937717817,2.05444699628199,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.34818830667318,0.605618649661124
"AUS",2003,-1.34394594126069,-0.335469265508877,-0.586264695076882,0.264336312034063,0.668118937717817,2.24232172822194,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.335483341805491,0.660231895371388
"AUS",2004,-1.39595118397523,-0.368992231323763,-0.581465869392081,0.241581293527932,0.626194006835397,2.11048298879575,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.341209215751244,0.585769759897321
"AUS",2005,-1.35697262803184,-0.401442427675351,-0.576645865616342,0.31557762195356,0.584497746151215,2.3340330159898,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.342584789932366,0.656154734425268
"AUS",2006,-1.36998248064303,-0.432872079576893,-0.571804553043507,0.351430387324083,0.543022370920268,2.20104520111532,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.346963863121665,0.59853422213759
"AUS",2007,-1.42185103196308,-0.463330027925962,-0.566941799930069,0.374289536226106,0.501760303799467,2.46965240935003,0.890368991631082,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.349518133211174,0.647614622990127
"AUS",2008,-1.43477480744163,-0.492862001513768,-0.562057473485099,0.401885011747996,0.460704164793563,2.24946219079018,1.04483107725727,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.35196118384066,0.646075196354487
"AUS",2009,-1.44768097137619,-0.498547728591683,-0.616128070743665,0.435396341102811,0.498511637868193,2.32811834788923,1.04483107725727,1.57546639510359,-0.530648187440667,0,0,0,0,0,0,1,0,0,0,-0.395181022532039,0.688821523900763
"AUS",2010,-1.42185103196308,-0.504199821841401,-0.667600664500069,0.41109395789503,0.536493318192833,2.46733482612047,1.04483107725727,1.57546639510359,-0.396866997508919,0,0,0,0,0,0,1,0,0,0,-0.43457482662262,0.758383623882401
"AUT",1973,-0.241542095255519,0.847645540908391,0.747555051655901,-0.673427765333723,1.28811698264698,0.287557388731681,0.538137693567632,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,0.987135410774629,-0.0247368845666571
"AUT",1974,-0.255642132428575,0.619955757794174,0.787067199844123,-0.563102921544304,1.05522293175322,0.399392030826279,0.538137693567632,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,0.967801860943861,-0.0905315777468807
"AUT",1975,-0.297877665256959,0.895180274516395,0.90206012338393,-0.635693214166885,0.981001211466927,0.382872147939804,0.538137693567632,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,1.11429651545307,-0.0835476346213971
"AUT",1976,-0.340015338998247,0.684771316018215,0.699759178846366,-0.366152804473041,1.04880939387672,0.369700074497847,0.904082915121257,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,0.915240707214358,0.124817210337181
"AUT",1977,-0.0999613944228351,0.842556500069276,0.892185002725425,-0.364881863863214,1.22807516748279,0.359099077278385,0.904082915121257,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,1.10842311790746,0.191200427184766
"AUT",1978,0.0283388436634554,0.663875390879863,0.959014166507819,-0.299001808596507,1.04504557244492,0.612290992420228,0.904082915121257,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,1.12541769918409,0.225972746948226
"AUT",1979,0.128683039185469,0.561545679748,0.678841755156386,-0.282539287251955,1.30675775954473,0.470838098861792,0.904082915121257,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,0.887105048626343,0.320697859297744
"AUT",1980,0.171832768938755,1.00661115810755,0.794050689751446,-0.150215307325079,1.44616130873195,0.554349987342276,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,1,0,0,0,1.07644805601023,0.509143771511216
"AUT",1981,0.128683039185469,0.724639023915202,0.778663218129104,-0.268804367606012,1.3637092894906,0.425736701035053,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,1.00220656892789,0.367539303503827
"AUT",1982,0.042644378266883,0.581565955214167,0.89135191207177,-0.205262041719717,0.954177599828928,0.414178110752848,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,1.05356630416931,0.220264298500427
"AUT",1983,-0.0287840518652908,0.606705830023985,0.749738692622896,-0.30674458298024,1.05656280983238,0.429305992314564,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,0.946593451018805,0.265900141599958
"AUT",1984,0.0283388436634554,0.681115176318093,0.628449617337743,-0.368604988543222,1.05725365172316,0.426453795949919,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,0.866975750820301,0.355010422225289
"AUT",1985,0.042644378266883,0.867248698026685,0.765329800329151,-0.319162776056847,1.26565700328924,0.508690302020717,0.995027881424525,1.28996290024572,0.807989521691209,0,1,1,1,1,1,0,0,0,0,1.01857618746223,0.400151538249562
